"Time"	YJR060W	YFL031W	YIR017C	YNL103W	YOR162C	YPL038W	YGL254W	YOR140W	YDR253C	YCR106W	YOL067C	YCR096C	YML113W	YDR520C	YCR040W	YPR199C	YCR097W	YHR006W	YOR032C	YCL066W	YJL056C	YCL067C	YJL110C	YLR098C	YGR044C	YCR018C	YLR013W	YDR421W	YKL020C	YOL089C	YMR019W	YJR147W	YFL021W	YKR034W	YML099C	YPL177C	YMR042W	YDL170W	YMR021C	YBR297W	YIL101C	YER045C	YOR113W	YOR363C	YGL162W	YPL230W	YGR249W	YMR070W	YNL167C	YGL181W	YDR123C	YKR099W	YJL089W	YMR280C	YGL209W	YGL035C	YPL248C	YML051W	YLR451W	YKL038W	YER028C	YHL027W	YDR310C	YPL075W	YDR463W	YDR081C	YBR083W	YMR164C	YLR403W	YDR146C	YOL108C	YKL185W	YBR182C	YLR131C	YDL106C	YNL027W	YPR196W	YOR344C	YBL103C	YER040W	YER189W	YER190W	YGL001C	YCR019W	YCR018CA	YCR107W	YDR084C	YDR042C	YNL337W	YCR039C	YDR077W	YDR545W	YDR522C	YDR317W	YCR105W	YNL339C	YLR397C	YCR041W	YDR040C	YJR011C
450	0.5972616	0.6078150	0.2705170	0.3939996	0.2852393	0.7105367	0.4470248	0.0275947	0.1201226	0.0773934	0.6537920	0.3669341	0.6125211	0.7841834	0.0016407	0.6171864	0.0006970	0.2078146	0.7874527	0.5810649	0.5691542	0.2685450	0.1310593	0.5831677	0.2863268	0.1098500	0.5760548	0.1480074	0.8461737	0.5290211	0.0013992	0.2205582	0.0000795	0.5396921	0.5424920	0.4321943	0.7705315	0.1851535	0.0454743	0.0401375	0.1806009	0.4601402	0.1917270	0.4894609	0.2531713	0.4539515	0.4499826	0.6137505	0.7311709	0.0829632	0.0424083	0.0001044	0.7050127	0.1488603	0.3784878	0.4063276	0.4253261	0.2016410	0.7024192	0.0250441	0.5068582	0.6280639	0.3184646	0.5860992	0.5308777	0.6602367	0.7134173	0.0116680	0.5779147	0.4628578	0.6907463	0.4944586	0.4867686	0.8201597	0.6083799	0.5472744	0.4626772	0.1294132	0.6345019	0.2606160	0.7850635	0.0522481	0.1728168	0.6778516	0.6793129	0.7785245	0.3401057	0.5992206	0.4361758	0.3074271	0.2247494	0.3162513	0.4872910	0.0629843	0.3941963	0.5030355	0.7127448	0.0607785	0.5865730	0.6480345
500	0.7334970	0.6847718	0.3018687	0.4724368	0.2940963	0.6487505	0.3850326	0.0350233	0.0976001	0.0584907	0.7249982	0.4312269	0.6640607	0.6828430	0.0179252	0.5190792	0.0002352	0.1878729	0.6572170	0.5894588	0.6228173	0.2177703	0.1335978	0.5982514	0.2233927	0.1460455	0.5563830	0.2420438	0.7714846	0.6714677	0.0048288	0.2157959	0.0002622	0.5740677	0.4917967	0.5393489	0.7606093	0.2008061	0.0414946	0.0217807	0.1959654	0.4432138	0.1887659	0.3648022	0.2899169	0.4121691	0.5566985	0.6550245	0.5855301	0.0888751	0.0346670	0.0005522	0.7292982	0.2368571	0.5152935	0.3947990	0.4799614	0.2399258	0.6366601	0.0264142	0.4229507	0.6694853	0.2419242	0.5155801	0.4986824	0.6927283	0.6524009	0.0252148	0.4377387	0.5147396	0.6396464	0.4378006	0.3343005	0.8081962	0.8573395	0.7349618	0.4984703	0.1311914	0.7086799	0.2670323	0.7150099	0.0472084	0.1710378	0.6039645	0.6961997	0.6635749	0.3585949	0.6630531	0.2797250	0.3235433	0.1882417	0.1486943	0.4184905	0.0714081	0.4779877	0.5038962	0.6300591	0.0522411	0.5407924	0.5852022
550	0.7439897	0.7012601	0.1023564	0.4653107	0.2837570	0.7287226	0.4523290	0.0427319	0.5797418	0.0476689	0.7529228	0.4387740	0.7222149	0.5763791	0.0788228	0.6015059	0.0765993	0.2452343	0.6209474	0.6791139	0.5673493	0.2382660	0.1483947	0.7247072	0.1022637	0.2262457	0.4162919	0.5592653	0.7267764	0.6438083	0.0012721	0.1838676	0.1810481	0.3560030	0.0842779	0.7715398	0.7354402	0.2076397	0.3610967	0.0333490	0.1391287	0.4314448	0.5450127	0.5042008	0.5758526	0.4209287	0.4953035	0.7075255	0.6481510	0.1159943	0.4721966	0.0493628	0.6303639	0.1691316	0.6966644	0.3658003	0.4236910	0.2350007	0.8580645	0.0169901	0.1466439	0.6148761	0.3206062	0.5338419	0.3892323	0.8103212	0.5818180	0.0284999	0.4361138	0.4996507	0.7360397	0.4355284	0.5365806	0.6455343	0.7291828	0.5861023	0.3085486	0.2250728	0.7264163	0.5101951	0.7637304	0.0550706	0.2105823	0.7782663	0.6872541	0.6701589	0.3948068	0.5923516	0.4319480	0.1460593	0.3471441	0.2006437	0.3331844	0.0889584	0.3301219	0.4099225	0.6930804	0.0659647	0.6003586	0.7624549
600	0.6090150	0.6216531	0.0674476	0.3679784	0.2377518	0.6855432	0.5965613	0.0557681	0.6615526	0.0705790	0.5779517	0.3629754	0.8216941	0.3106108	0.0747746	0.7225452	0.1421509	0.2425234	0.6933363	0.7101753	0.6209442	0.2300786	0.1453269	0.7317352	0.0739649	0.3808337	0.3741568	0.7534750	0.7176496	0.7766701	0.0000348	0.1882747	0.2007861	0.3443910	0.1503931	0.5628770	0.7178430	0.2032647	0.4608371	0.1590931	0.1141956	0.5215816	0.5867060	0.6983376	0.7495166	0.4811253	0.4650270	0.6111399	0.6569384	0.0953363	0.6658316	0.0625653	0.7243574	0.0978915	0.7161564	0.3288241	0.3843741	0.2032753	0.6681658	0.0477646	0.1001018	0.7436043	0.2107677	0.5217795	0.4261310	0.7057408	0.6714735	0.0113451	0.3874001	0.4500216	0.6170912	0.4111899	0.5959217	0.8119207	0.8394097	0.7350499	0.3915403	0.1763306	0.7420260	0.7248158	0.6552069	0.0357347	0.0789837	0.8837020	0.6150471	0.6312799	0.3641185	0.5645088	0.4370586	0.0724434	0.5047146	0.1893864	0.4052715	0.1563270	0.3847909	0.3677792	0.7844497	0.1109962	0.6094277	0.5984846
650	0.6835827	0.6481485	0.1583139	0.3334364	0.2478165	0.6981613	0.6351061	0.0561383	0.7070749	0.0633253	0.6991932	0.4185103	0.6513484	0.1109493	0.0421619	0.5991082	0.0835720	0.2069692	0.6281934	0.6575748	0.8224946	0.2353497	0.0720169	0.7982700	0.0338196	0.5815101	0.3132685	0.6186207	0.6505159	0.6540702	0.0067143	0.2270414	0.2907721	0.3249544	0.1834138	0.4913012	0.6454895	0.2944911	0.6616068	0.3116629	0.1254063	0.5194367	0.6155797	0.6884344	0.5880462	0.4137637	0.5171249	0.7525752	0.6621531	0.0945236	0.7968124	0.0644088	0.5708169	0.2457357	0.7920678	0.2201544	0.2950359	0.2538003	0.6681956	0.0240700	0.0234105	0.6597047	0.1798562	0.5620974	0.3501591	0.6467549	0.6098467	0.0063217	0.3765061	0.4194806	0.7454391	0.4622093	0.5525145	0.7371470	0.6878099	0.6221539	0.3385490	0.1972788	0.7382962	0.8032986	0.8282061	0.0423481	0.0632987	0.5988166	0.5789443	0.5940702	0.2596572	0.6981069	0.4133029	0.1349978	0.5728369	0.1687003	0.4485468	0.1076555	0.4249777	0.2987075	0.8244861	0.0996549	0.7092584	0.6519421
700	0.6528056	0.5604738	0.1409246	0.3749274	0.2805922	0.7603458	0.6788329	0.0184108	0.6645918	0.0720608	0.8225822	0.3891056	0.7245361	0.0586354	0.0694123	0.7739375	0.1514771	0.1848448	0.8007193	0.6013790	0.7682991	0.2688593	0.0855526	0.7001385	0.0131136	0.5371692	0.4142234	0.7084967	0.7804123	0.6169663	0.0039463	0.2349380	0.2712655	0.3262187	0.3528622	0.3997687	0.7644008	0.3173849	0.7370587	0.4149089	0.1077863	0.3997918	0.5252894	0.7068353	0.6586145	0.3820717	0.4700491	0.5459435	0.6538241	0.0877653	0.6922608	0.0231267	0.7703213	0.3202956	0.7590148	0.1856614	0.2004796	0.1669679	0.8025674	0.0182154	0.0422225	0.6268488	0.1807598	0.5468487	0.3661184	0.6750051	0.6961104	0.0539809	0.4594951	0.5163808	0.7444950	0.4592387	0.5557608	0.6796657	0.7480854	0.6280799	0.3646303	0.2736280	0.7196837	0.7333977	0.7317412	0.0705230	0.0278414	0.5597645	0.6529706	0.6439270	0.3486355	0.7799266	0.3741456	0.1677047	0.7081444	0.1797392	0.4298867	0.1192408	0.3884486	0.4323073	0.6302038	0.1629836	0.8036065	0.6385415
750	0.6798056	0.6350725	0.1775480	0.4045412	0.2290344	0.6361044	0.7817361	0.0307360	0.6367987	0.0571340	0.5401856	0.4533194	0.7817426	0.0739461	0.1284813	0.6800825	0.1376361	0.2282976	0.7019681	0.6614063	0.7103748	0.3866250	0.0977150	0.6545424	0.0164025	0.4557867	0.4366609	0.6944321	0.5891847	0.6484125	0.0033423	0.1718770	0.1503508	0.3684937	0.3457419	0.4943536	0.7826753	0.3445323	0.7202167	0.5623004	0.1119157	0.4370972	0.6178816	0.7419845	0.7398934	0.5368894	0.4485864	0.5608136	0.7852149	0.0731351	0.7827084	0.0358523	0.5540470	0.4352383	0.5980768	0.1868427	0.1399937	0.0728357	0.6313550	0.0323960	0.0146385	0.6647903	0.2339773	0.5754124	0.3249550	0.6017466	0.5458667	0.0094769	0.3630699	0.4539438	0.6806687	0.4618586	0.6011527	0.7413906	0.6710523	0.4388988	0.3619497	0.3118273	0.6320544	0.6431081	0.7053379	0.0265547	0.0296042	0.5764228	0.5748152	0.5475612	0.3149026	0.6937478	0.3727524	0.1551090	0.6655418	0.2001148	0.3312050	0.1243195	0.3350824	0.4136613	0.6398445	0.1610552	0.6667768	0.7612468
800	0.6801375	0.6613624	0.1162885	0.3369655	0.3645957	0.6776277	0.6174546	0.0216349	0.7300881	0.1142057	0.7913872	0.5042375	0.6874307	0.0938554	0.0637087	0.6326171	0.1221798	0.1725388	0.7075406	0.7798667	0.6890395	0.4291321	0.0828940	0.6558974	0.0061744	0.4113689	0.4197330	0.6536008	0.6528395	0.6482077	0.0050759	0.2384530	0.2149929	0.3200475	0.2783187	0.4222737	0.5718304	0.3848820	0.6847926	0.5655348	0.0967226	0.4295047	0.7439233	0.7161145	0.7042952	0.4729240	0.4838224	0.7217863	0.7098146	0.0866422	0.6384436	0.0133540	0.4695495	0.5843935	0.6998427	0.1884808	0.0959146	0.0407385	0.5351840	0.0233993	0.0328366	0.7753190	0.1771589	0.5676198	0.2246973	0.6811533	0.6368269	0.0091552	0.4609267	0.5352756	0.6792799	0.5483700	0.6409299	0.7603949	0.6647720	0.6592050	0.4133139	0.3002274	0.6607422	0.6277025	0.9019390	0.0735300	0.0243838	0.7282644	0.5569881	0.6583454	0.2519047	0.6765461	0.3662191	0.1871682	0.5365248	0.2797958	0.3303262	0.0967516	0.4031320	0.4160972	0.5840548	0.1449213	0.6709828	0.6589217
850	0.6986165	0.6270862	0.2250447	0.4327210	0.3843215	0.6261870	0.6823180	0.0410080	0.6082211	0.1403165	0.6320665	0.4419821	0.6463101	0.0585143	0.0856168	0.7744142	0.1547840	0.2722166	0.7342637	0.6169119	0.7036674	0.4134860	0.1482865	0.6725383	0.0202399	0.5560174	0.5260223	0.6754199	0.6391367	0.7711061	0.0341502	0.1641836	0.2259835	0.2820049	0.3488303	0.4025519	0.8821634	0.3280080	0.7880360	0.5981491	0.1161573	0.6002855	0.7188145	0.5084574	0.7155897	0.5356314	0.5202566	0.6155133	0.6229324	0.1057715	0.6769592	0.0294076	0.4696250	0.5836343	0.6675594	0.1897257	0.0954397	0.0515399	0.6608425	0.0155548	0.0318611	0.6154679	0.2617954	0.6578375	0.2927683	0.7171662	0.7317727	0.0159378	0.6138146	0.5236102	0.7478396	0.4558110	0.6614782	0.6668389	0.6482402	0.5133578	0.4823704	0.2335380	0.7209439	0.6404877	0.6475178	0.0598303	0.0141947	0.7372783	0.6383214	0.7321427	0.3219098	0.7288549	0.3805751	0.1311071	0.5452011	0.2252225	0.4488831	0.1141177	0.3891717	0.4277239	0.7354963	0.1228230	0.5921532	0.7280238
900	0.7385634	0.7049222	0.1420966	0.3476406	0.2949989	0.7468092	0.6477268	0.0335013	0.6866792	0.0830322	0.6054449	0.5318610	0.7454765	0.0903244	0.0712688	0.8530947	0.1449379	0.2280484	0.7553583	0.6259379	0.7377334	0.4447491	0.0551155	0.6007874	0.0193793	0.5483949	0.5652559	0.7383660	0.6235130	0.7388349	0.0140203	0.2333966	0.2406518	0.4292732	0.3031810	0.4487203	0.7013882	0.3440397	0.7711675	0.6196093	0.1086305	0.4568727	0.7474464	0.6189343	0.6333120	0.6067964	0.5081406	0.6470221	0.6737202	0.0619166	0.8341476	0.0367744	0.3741365	0.4502068	0.6023533	0.1786565	0.0491225	0.0118406	0.7777321	0.0043825	0.0207238	0.6947828	0.2401529	0.5979643	0.4035797	0.7692234	0.6767447	0.0236796	0.4642545	0.4874601	0.6711832	0.4145292	0.6663379	0.6023243	0.7152017	0.6644285	0.4599017	0.1910256	0.7400354	0.7942021	0.6738842	0.0435701	0.0281899	0.7957573	0.4762404	0.7576576	0.2601766	0.6621602	0.3056315	0.2271991	0.6053496	0.1496519	0.3487936	0.1730493	0.4432112	0.5667087	0.5770868	0.1333235	0.6649731	0.7068981
950	0.6689789	0.6931725	0.1986170	0.3354583	0.2893263	0.5104989	0.8111254	0.0864635	0.7048022	0.0820422	0.7513523	0.5546571	0.6858397	0.0360771	0.0918335	0.5696776	0.1269227	0.2429557	0.7056554	0.7124422	0.8088901	0.4746548	0.0942409	0.6390422	0.0432797	0.5536348	0.5190933	0.5550553	0.6297392	0.6664835	0.0058811	0.2374475	0.2783456	0.3720784	0.3039459	0.4546156	0.6149201	0.3483127	0.7697521	0.5786786	0.1402790	0.4557572	0.7456705	0.7867099	0.6467270	0.8078895	0.4949258	0.5375406	0.6501346	0.0409838	0.6780754	0.0723266	0.4575146	0.3569271	0.6758068	0.2069368	0.0508243	0.0174106	0.7550455	0.0133731	0.0187652	0.7851650	0.1677607	0.6797784	0.3634847	0.7733154	0.6736783	0.0140398	0.3795127	0.4859167	0.7644689	0.3830975	0.6206521	0.6844663	0.6063440	0.6154036	0.4528202	0.2132141	0.5777664	0.6517474	0.7404584	0.0282381	0.0444049	0.6423851	0.6721257	0.6090242	0.3031724	0.6607334	0.4022847	0.1670370	0.6602712	0.1580557	0.4019982	0.1353942	0.3938218	0.4511598	0.6482798	0.2173554	0.5964780	0.5943218
1000	0.6835383	0.6176330	0.1295270	0.4186670	0.3196010	0.7698700	0.7542414	0.0418210	0.6777918	0.1258945	0.7601878	0.6317897	0.5716341	0.0724760	0.1203321	0.6698471	0.1424264	0.2249106	0.6865567	0.6717222	0.6030877	0.5664386	0.1371848	0.7277454	0.0240764	0.4357546	0.5621548	0.6706846	0.6481214	0.6693983	0.0125522	0.2052178	0.2494255	0.4156854	0.3824500	0.4549279	0.6741343	0.3884219	0.6702094	0.5956192	0.0892407	0.4071794	0.7488853	0.7148142	0.6680588	0.5202073	0.4973648	0.5560010	0.5819202	0.0911807	0.7465600	0.0233293	0.5979900	0.3255574	0.7020956	0.2148253	0.0976658	0.0143290	0.7006114	0.0229779	0.0371621	0.7126587	0.2414690	0.5957655	0.3578621	0.6760240	0.6567684	0.0210835	0.4070987	0.5471687	0.5443258	0.5014470	0.5782653	0.6834072	0.5931250	0.6379344	0.3492223	0.2668026	0.7401794	0.8063946	0.6610149	0.0577826	0.0350755	0.6777290	0.5173675	0.5737392	0.3014684	0.6448520	0.3477251	0.1926902	0.6717281	0.0763238	0.3648212	0.2082403	0.3892133	0.4862154	0.7050188	0.1483901	0.7081225	0.6654814

