"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
900	0.4996292	0.6848943	0.7360404	0.4488332	0.2235252	0.0362653	0.1001065	0.0299091	0.6470518	0.6510793	0.7823267	0.2729232	0.7499077	0.4004317	0.6227902	0.6390704	0.4145728	0.7335031	0.0014094	0.3617017	0.7946722	0.4748346	0.1367916	0.0875015	0.7176137	0.4387083	0.7095105	0.0219847	0.6548862	0.7037013	0.0185136	0.7081491	0.7390266	0.6851174	0.1930365	0.1868119	0.8445180	0.7165960	0.5399780	0.3764331	0.4252376	0.5013626	0.5065033	0.2991930	0.2998926	0.1487787	0.1100789	0.0941292	0.0052383	0.7364732
1000	0.3853846	0.5867273	0.6548584	0.3858016	0.2454234	0.0118122	0.0502840	0.0338186	0.4533915	0.7045483	0.7926489	0.3034804	0.7826913	0.4347742	0.5594660	0.8073736	0.3961261	0.7302542	0.0007768	0.1690316	0.6670684	0.6530981	0.1031633	0.0929956	0.6241324	0.5031036	0.7704030	0.0412636	0.5713274	0.4534987	0.0189297	0.6251539	0.8209569	0.7677454	0.2035098	0.1834186	0.6219016	0.6722434	0.6313431	0.2865352	0.5807649	0.6237864	0.5583332	0.2577135	0.2676354	0.1223282	0.1045200	0.1306697	0.0040451	0.6762523

0	0.6188004	0.8103954	0.6274877	0.4560751	0.2180111	0.0302633	0.0476634	0.0333798	0.5600725	0.7048185	0.7809924	0.3862835	0.7195242	0.4012428	0.6626667	0.8774438	0.3068261	0.6961965	0.0045098	0.1602756	0.6971383	0.4962106	0.1543979	0.0954621	0.6947788	0.4395736	0.6947699	0.0159753	0.7950863	0.6603931	0.0543519	0.6799631	0.6551230	0.8464464	0.2804567	0.1480361	0.6943258	0.6813183	0.6662161	0.2944539	0.5110274	0.6042785	0.5381609	0.4248344	0.2426794	0.1330822	0.0732903	0.2007085	0.0077249	0.6684833
100	0.3614178	0.5135317	0.6983949	0.6598792	0.2556691	0.0285123	0.0624344	0.0499560	0.1534498	0.8293300	0.6658355	0.3968552	0.8354086	0.3999947	0.6892817	0.6481674	0.3523111	0.7097836	0.0052960	0.2781899	0.6107891	0.0833246	0.1511922	0.5317292	0.6770066	0.4132111	0.7173975	0.0008783	0.7897235	0.3715919	0.0092008	0.6381009	0.7107753	0.8254846	0.2050869	0.1725644	0.7227307	0.8341859	0.4359104	0.3110543	0.5312355	0.6117975	0.4911161	0.0158010	0.1790073	0.1538067	0.0427738	0.1695638	0.0007980	0.7056481
200	0.3515827	0.5156494	0.7591307	0.5277749	0.2683113	0.0418171	0.0854892	0.0376425	0.0661447	0.6361283	0.7476981	0.3286584	0.7722941	0.4348754	0.6133427	0.8969010	0.3481539	0.7654553	0.0025424	0.1810392	0.6409522	0.0955211	0.2119641	0.5635861	0.6101653	0.4310718	0.7894210	0.0002388	0.5997070	0.4585544	0.0153470	0.8508968	0.6727204	0.7853909	0.1457157	0.1216879	0.8734124	0.7442941	0.3330652	0.2447756	0.3689039	0.3954460	0.6589836	0.0005251	0.2599156	0.1409527	0.0340154	0.2009899	0.0035519	0.5595401
300	0.2905620	0.3626845	0.8467765	0.5561934	0.2395316	0.0288451	0.0872875	0.0313252	0.0820855	0.8776944	0.6151804	0.3152350	0.6778416	0.4964971	0.5215462	0.8468095	0.4015938	0.6943327	0.0020281	0.2360776	0.7551081	0.1088991	0.1700519	0.5908746	0.4762175	0.4241377	0.6728421	0.0000700	0.5792586	0.4293644	0.0143787	0.7669288	0.7799546	0.8478783	0.1854118	0.0933795	0.6536085	0.6637567	0.4397202	0.2065011	0.3538762	0.3366502	0.5388213	0.0005319	0.1393304	0.1264040	0.0420033	0.1044292	0.0009593	0.4564743
400	0.3400572	0.4397028	0.8679819	0.6588223	0.2234590	0.0192660	0.0682729	0.0156192	0.0481223	0.7498485	0.8279645	0.4451936	0.8012248	0.4413954	0.5491014	0.7015539	0.4140525	0.7881043	0.0071738	0.3086727	0.7029016	0.0788579	0.2108827	0.5426717	0.5502844	0.4507454	0.6987455	0.0000119	0.6851849	0.5408619	0.0089847	0.6202473	0.7802604	0.7455810	0.2623349	0.1683471	0.7225758	0.7716433	0.3653811	0.2992959	0.4633680	0.3830412	0.5177151	0.0015237	0.2346949	0.1499100	0.0215607	0.2777772	0.0054417	0.5851823
500	0.3300456	0.5644656	0.6929417	0.6202468	0.3055430	0.0365113	0.1494350	0.0667499	0.0758114	0.7239559	0.7725183	0.3133967	0.6350211	0.4761393	0.6208707	0.7083070	0.4313726	0.7651956	0.0020857	0.2408549	0.8034019	0.0849802	0.1663993	0.5888763	0.6075310	0.4080784	0.8037793	0.0015407	0.7661304	0.5270765	0.0061152	0.7433937	0.8075661	0.8326088	0.2431940	0.1275924	0.5938533	0.7370295	0.3807077	0.2859220	0.4541052	0.4480669	0.5225080	0.0164231	0.1749587	0.2037968	0.0230651	0.1786034	0.0019412	0.6707895
600	0.5175948	0.6862930	0.8369165	0.4125141	0.2007339	0.0253022	0.0556928	0.0339150	0.6306411	0.7605663	0.8772333	0.4540118	0.7064481	0.4475084	0.5867762	0.7410550	0.3832875	0.7482206	0.0038643	0.2281118	0.7526736	0.5835740	0.1349482	0.1353477	0.7561812	0.4868477	0.7633866	0.0240879	0.7346161	0.5158775	0.0271399	0.5992388	0.7466785	0.7351267	0.2122894	0.2196871	0.7524514	0.7637324	0.6734959	0.3402969	0.4860566	0.5794110	0.4170822	0.3347727	0.2225644	0.1186634	0.0681702	0.1774698	0.0020888	0.5771512
700	0.4619552	0.6404366	0.7729184	0.4506270	0.2652975	0.0382330	0.0671247	0.0154473	0.5452866	0.7036712	0.6643943	0.3356366	0.6803120	0.4425654	0.6083261	0.7042620	0.3514858	0.7463598	0.0033761	0.2467385	0.6692777	0.6355751	0.1983982	0.1297216	0.9296184	0.4727069	0.7501653	0.0201805	0.8337618	0.5856691	0.0385990	0.8555839	0.7804591	0.8094489	0.1627948	0.1725838	0.6565167	0.6008563	0.7461322	0.3610557	0.4616809	0.5726415	0.4686350	0.3111137	0.2277416	0.0998295	0.0901788	0.1405794	0.0022272	0.7446189
800	0.4927187	0.4978498	0.7421514	0.5335395	0.2656448	0.0496984	0.0597700	0.0427323	0.6914455	0.6939561	0.6621911	0.4670927	0.7124426	0.3948289	0.6553348	0.8366447	0.3710736	0.7340766	0.0046655	0.2336443	0.6719955	0.6337382	0.1614788	0.0966260	0.7009417	0.4283927	0.6455660	0.0318097	0.7913308	0.4887079	0.0278044	0.5919415	0.7276551	0.7033865	0.1741449	0.1453883	0.6814153	0.6540960	0.6517043	0.2909925	0.5206338	0.7138084	0.5155760	0.3113399	0.1736998	0.1778261	0.0828154	0.1251006	0.0029166	0.6201521
900	0.5593954	0.7404030	0.7080408	0.4381372	0.2279957	0.0261223	0.0264328	0.0468472	0.5542710	0.7886183	0.7454952	0.4130192	0.7354576	0.4317622	0.5492462	0.7921573	0.4218099	0.6507183	0.0044583	0.1771927	0.6274662	0.5519696	0.1930515	0.0675877	0.7837164	0.4926360	0.8190656	0.0289582	0.6899726	0.6187398	0.0523864	0.6702277	0.6815619	0.6271166	0.1959060	0.1150331	0.7045584	0.6910892	0.7828216	0.3689155	0.4059410	0.7213015	0.5732291	0.3678579	0.2506259	0.1587061	0.0689061	0.1500303	0.0103857	0.5655102
1000	0.5406907	0.7529757	0.7687461	0.3175904	0.1950788	0.0221634	0.0371305	0.0543143	0.3574150	0.6452821	0.7144732	0.4013235	0.6474217	0.4165736	0.6085556	0.8121091	0.4540025	0.6241522	0.0027773	0.3143850	0.7655327	0.5422142	0.2374536	0.0754851	0.7228802	0.4019645	0.8931954	0.0243514	0.5945525	0.5679423	0.0258327	0.6093111	0.6563560	0.6280560	0.1741478	0.1474605	0.6284163	0.7383935	0.8131245	0.2857345	0.4844673	0.6077101	0.4345407	0.3812619	0.2739347	0.2067501	0.0665681	0.1966748	0.0034164	0.6701085
