"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
900	0.6775820	0.9575828	0.9676244	0.6034567	0.3473782	0.0586926	0.1063676	0.0497791	0.9400470	0.9741853	1.0451453	0.4231842	1.1232781	0.6108320	0.7625527	0.9534002	0.5054172	1.0768112	0.0123200	0.3788630	1.0832978	0.7198258	0.2337639	0.0628247	0.9996410	0.6112711	1.0181894	0.0351617	0.8792255	0.8282798	0.0313964	0.9732926	1.0799605	1.0590716	0.3334726	0.2569255	0.9932215	0.9960499	0.9473941	0.5406010	0.6966450	0.8980880	0.6065248	0.3657128	0.4089239	0.1787685	0.1686725	0.2151829	0.0101373	0.8363882
1000	0.6455469	0.9672887	1.0331718	0.5275469	0.3407179	0.0478237	0.0856902	0.0567897	0.8550770	1.0728655	1.0224084	0.4431977	1.0380956	0.5833937	0.7749386	0.9442050	0.5451663	1.0886565	0.0013308	0.3180629	0.9894622	0.8435880	0.2085732	0.1212347	0.9618500	0.6546801	0.9963553	0.0408229	0.9990664	0.7750907	0.0322332	1.0077284	1.0742113	1.0421396	0.2951871	0.2406883	0.9912840	0.9302658	0.9133622	0.5482925	0.7463344	0.8397303	0.7166042	0.4268624	0.3304681	0.1873337	0.1181906	0.2538818	0.0045277	0.8859259

0	0.6974832	1.0326255	1.0908370	0.5688609	0.2671661	0.0248953	0.0818586	0.0310096	0.7496259	1.0335725	0.9990676	0.6311557	0.9564324	0.6293662	0.8623909	1.0539690	0.5236381	1.0566372	0.0066834	0.3389951	0.9622654	0.7875896	0.2540511	0.1548260	0.9130174	0.5572782	1.0647685	0.0306925	1.0082087	0.7963262	0.0481037	0.9963263	0.9157068	0.9249685	0.3249597	0.2264167	1.0401926	1.0736437	0.9632095	0.3849792	0.6526996	0.9524007	0.7645282	0.4286559	0.3835343	0.1721924	0.1048789	0.2351811	0.0183458	1.0237156
100	0.4849023	0.7352501	0.9632992	0.8365198	0.3611805	0.0123923	0.1104879	0.0606632	0.4294644	1.0049061	0.9061254	0.5037882	0.9974926	0.5971727	0.8210898	0.9735550	0.4286987	1.0062694	0.0139829	0.3705393	0.9303377	0.2506361	0.2361068	0.6513001	0.8015165	0.6673546	0.9080609	0.0094045	1.0079479	0.6761915	0.0388021	0.9460115	0.9952966	1.0048792	0.2793557	0.1419953	1.1016944	0.9752136	0.6801434	0.5151850	0.7113937	0.8543039	0.7569583	0.0543712	0.3150645	0.2111148	0.0823875	0.1784864	0.0178923	0.8450779
200	0.4745186	0.6529897	0.9125928	0.8630456	0.4598803	0.0192056	0.0826504	0.0496716	0.1530119	1.0368030	0.9919514	0.4273147	1.0644103	0.5102099	0.7854362	1.0513786	0.5306703	1.0417136	0.0069570	0.3558421	0.9924844	0.2306683	0.2110872	0.7545707	0.8577374	0.7540299	0.9971254	0.0000000	1.0100139	0.5777004	0.0306421	1.0204845	1.1034136	1.0631725	0.2489988	0.2097824	0.9931052	1.0994287	0.4910784	0.3129384	0.6654893	0.7643096	0.8279792	0.0092676	0.2677315	0.2154045	0.0327152	0.2542209	0.0038890	0.8913227
300	0.4397307	0.6515444	0.9797098	0.8347999	0.2876430	0.0417070	0.1001495	0.0529678	0.1262187	1.0322518	0.9751838	0.5214550	0.9560924	0.6402738	1.0041511	0.9674848	0.5212600	0.9586273	0.0006404	0.3902424	0.9393915	0.1337537	0.3177264	0.8109900	0.8550154	0.6220698	1.0412187	0.0000010	0.9988182	0.6137368	0.0207995	1.0371057	1.0749290	1.0638612	0.2537440	0.1800378	0.9116079	0.9107962	0.4931784	0.3028987	0.5247911	0.5768639	0.7014886	0.0076745	0.3093470	0.1418958	0.0525285	0.1915328	0.0073207	0.8249780
400	0.4318555	0.6268436	1.0447588	0.8235525	0.3652149	0.0481695	0.1160759	0.0484558	0.0869554	0.9080187	1.0498215	0.5353359	1.0598149	0.6015783	0.8009822	0.9804840	0.5777831	1.0519469	0.0043168	0.3780146	1.0431319	0.1474677	0.2199231	0.7657300	0.8212327	0.5787207	1.0673795	0.0001421	0.9619042	0.6738943	0.0193439	0.9714499	0.9128362	1.0401902	0.3166659	0.1991381	0.9624218	1.0915058	0.5314661	0.3705074	0.5139893	0.5666601	0.8143950	0.0037095	0.2973334	0.1915962	0.0657170	0.2892237	0.0068705	0.8557574
500	0.4331108	0.5832088	0.9225294	0.7524992	0.3554738	0.0468333	0.1510549	0.0336923	0.1370791	0.8764360	1.0109889	0.5164859	0.9165231	0.6463534	0.7133143	0.9697383	0.5753453	1.0888742	0.0051512	0.3756803	1.0437387	0.1281753	0.1758218	0.8540290	0.6811548	0.5936617	1.0244044	0.0051027	1.0748024	0.6995474	0.0197903	0.8823150	1.0284854	1.1038243	0.3169564	0.1796229	0.9424943	1.0193136	0.5247981	0.3237177	0.5281944	0.6103557	0.6096667	0.0015158	0.3436473	0.2311777	0.0372074	0.2520472	0.0123211	0.8120572
600	0.7093691	0.9131971	1.0529293	0.5272355	0.2958465	0.0281852	0.0939379	0.0413305	0.5041807	1.0340068	0.9617998	0.5683399	0.9491197	0.5624517	0.7889448	0.9712696	0.5619063	1.0279318	0.0173041	0.3320727	1.0220868	0.7591838	0.2002380	0.3290816	0.9344913	0.6029236	1.0998880	0.0318943	0.9317480	0.7543367	0.0282819	0.9302180	1.1805303	1.1708901	0.3730085	0.2650964	1.1040488	1.0544603	0.9241906	0.5088592	0.5987208	0.6621639	0.6984101	0.4707817	0.3594471	0.1899070	0.0879872	0.2507242	0.0165197	0.8401777
700	0.7311494	0.9295574	0.9569521	0.6656928	0.2996958	0.0565787	0.0795702	0.0407216	0.6162060	0.9351124	0.9266806	0.5570599	0.9958416	0.5901100	0.7718384	1.0668057	0.5660615	1.0776874	0.0016802	0.3586585	0.9703006	0.7799843	0.2469086	0.1625967	1.0036090	0.7007802	1.0487521	0.0192440	0.9698983	0.7321738	0.0349954	0.9743791	1.0121271	1.0405301	0.3245878	0.2786114	1.0326306	0.9354178	0.9728524	0.5014143	0.6416088	0.7712036	0.6590154	0.3579102	0.3802536	0.1947996	0.1375046	0.2334951	0.0070442	0.8589713
800	0.6746256	0.8674868	1.0090462	0.6233435	0.2733199	0.0485525	0.1133616	0.0588376	0.8862901	1.0197774	0.9558467	0.6004917	0.9961358	0.5996345	0.7933917	0.9754317	0.4862790	1.0319154	0.0079041	0.3371024	0.9503801	0.7714715	0.1711284	0.0974411	0.9554112	0.7118386	0.9413466	0.0207018	1.0084134	0.6804467	0.0448324	0.9273091	1.0060316	1.0095410	0.3062964	0.1850396	0.9813815	0.8852514	0.9207067	0.4406575	0.6486464	0.9091196	0.6580852	0.4103726	0.3804635	0.2072602	0.1307137	0.2879502	0.0059955	0.9650985
900	0.7220617	0.9570466	1.0746144	0.5617597	0.2873203	0.0488077	0.1019265	0.0501065	0.7844135	1.1063429	1.0439633	0.5294389	0.9392765	0.6176720	0.8540663	1.0396166	0.5269236	0.9649860	0.0037928	0.3301987	0.9921558	0.8744957	0.1985282	0.1067134	0.9187390	0.6632517	0.9866072	0.0312282	1.0634168	0.8655986	0.0418939	0.8725645	1.1473601	1.0295714	0.3187491	0.2064189	1.0292761	1.0392620	1.0191021	0.3847511	0.6465912	0.9485933	0.7440351	0.4329587	0.3185166	0.2667844	0.1249142	0.2270598	0.0033622	0.8935488
1000	0.7846254	0.9788990	1.0155097	0.5294707	0.3314337	0.0171948	0.0925343	0.0630977	0.5510545	1.0520375	0.9968159	0.5074358	0.9949671	0.5766947	0.8561730	1.0169744	0.5599936	1.0333618	0.0017608	0.3845127	1.0171858	0.7312314	0.2579410	0.0855179	0.9317865	0.6311099	1.0258336	0.0576471	0.9350852	0.7877298	0.0480514	0.9219554	1.0145840	1.0673747	0.2963633	0.1911694	0.9818072	1.0229610	0.9637344	0.4777211	0.5701169	0.9407071	0.7029029	0.4916828	0.3315124	0.2297339	0.1080776	0.2257501	0.0039412	1.0163781
