"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
900	0.7699042	0.9255334	1.0069047	0.5906837	0.2913322	0.0440805	0.0982861	0.0288187	0.9795829	0.9795476	1.0241208	0.3900516	0.9688893	0.6453180	0.8446606	1.0294970	0.5438968	1.0840608	0.0034795	0.3802457	1.0404968	0.6706085	0.2414451	0.0789316	1.0098298	0.5671478	1.0314076	0.0512286	1.0172111	0.7666452	0.0288008	0.9860000	0.9523736	1.0234045	0.2930351	0.2619922	1.0466776	1.0520992	0.8993468	0.4896785	0.6341013	0.7843709	0.6767617	0.4191264	0.3833879	0.1794247	0.1319750	0.2002720	0.0050908	0.9338535
1000	0.6596328	0.9924914	0.9773721	0.5813866	0.3375073	0.0339052	0.0876809	0.0521403	0.7579805	1.0437025	1.0306338	0.4135598	1.0329374	0.6138043	0.8474188	1.0581586	0.5151819	1.1241346	0.0014881	0.2921711	1.0145770	0.9271235	0.1525486	0.1335087	1.0010943	0.6640919	0.9510096	0.0516703	0.9306956	0.6942922	0.0282027	0.9748011	1.0356430	0.9376669	0.2919215	0.2313262	0.9687479	0.9636610	0.9319545	0.4889058	0.7262002	0.8256487	0.7683457	0.3857740	0.3428644	0.2053283	0.1433349	0.2173086	0.0115106	0.9035934

0	0.7451249	1.0179630	0.9574143	0.6400255	0.2653000	0.0343879	0.0795920	0.0457390	0.8154526	0.9990798	1.0397027	0.5552207	0.9537594	0.6394780	0.8227453	1.0214593	0.5626442	1.0046676	0.0053081	0.3060646	0.9946464	0.7708630	0.2249757	0.1486391	0.9833681	0.5932426	0.9887584	0.0376871	1.0685624	0.8817475	0.0600678	0.9468278	0.9139487	1.0193110	0.3450359	0.2301381	0.9844176	1.0455365	1.0005329	0.3838978	0.6529495	0.8638078	0.8363947	0.4443400	0.3515088	0.1970042	0.1200615	0.2026161	0.0123823	0.9078940
100	0.5199391	0.6539525	0.9915245	0.8882361	0.3520045	0.0416856	0.1007791	0.0529306	0.1919914	1.0112575	0.9527326	0.5568524	1.0497266	0.5972208	0.8691976	0.9978614	0.5000369	1.1023239	0.0089559	0.3753795	0.8960878	0.1587226	0.2428464	0.7291866	0.9021869	0.6491583	1.0269630	0.0052376	1.0854370	0.5597103	0.0284628	0.9182267	1.0215267	1.0505721	0.2736361	0.1842837	1.0237188	1.0770498	0.5908809	0.4152193	0.7081380	0.8690629	0.7819419	0.0088045	0.3863725	0.1835274	0.0518816	0.2040235	0.0019271	0.8930100
200	0.4594084	0.6735558	0.9432290	0.7667956	0.3900535	0.0376740	0.1211851	0.0448675	0.1257051	0.9293592	0.9966345	0.4425988	1.0221649	0.5924505	0.8458145	1.0214447	0.5389200	1.0584458	0.0058473	0.3418262	1.0105045	0.1507135	0.2524007	0.7475332	0.8818009	0.6090193	1.0497396	0.0002846	0.9492385	0.6173730	0.0159057	1.0206855	1.0376688	0.9640775	0.2129751	0.1675464	0.9423390	0.9990620	0.5429640	0.2974596	0.5395214	0.7025854	0.7812620	0.0007894	0.3419446	0.2407185	0.0298135	0.2188604	0.0071714	0.8137484
300	0.4261738	0.5913758	0.9778623	0.8215027	0.3348230	0.0238155	0.1154385	0.0468946	0.1140751	1.0615537	0.9882333	0.5007189	1.0153773	0.5788572	0.8363147	1.0188162	0.5236457	0.9835115	0.0020820	0.3603418	1.0155975	0.1253428	0.2645542	0.7894824	0.7909215	0.6418715	0.9320002	0.0000470	0.9670704	0.6653558	0.0305812	1.0086657	1.0542934	1.0561512	0.2857942	0.1555945	0.8910288	0.9150196	0.5838894	0.2723463	0.4873007	0.5021879	0.7384834	0.0030720	0.3094744	0.1633983	0.0590457	0.1852169	0.0024649	0.8067372
400	0.4621891	0.6438241	1.0602950	0.8091344	0.3278772	0.0322410	0.0943290	0.0359816	0.1118398	0.9118826	1.0606964	0.5441569	0.9719108	0.6030600	0.8131382	0.9769889	0.5489786	1.0528811	0.0034888	0.3990633	1.0192949	0.1234545	0.2556806	0.7825012	0.7729780	0.5815878	1.0135158	0.0000235	0.9303930	0.6525807	0.0275647	0.9343342	0.9880879	0.9971631	0.3025499	0.2294538	0.9871921	1.0513200	0.5527093	0.4176278	0.6359076	0.5441303	0.7328008	0.0010889	0.2676875	0.1941012	0.0429147	0.2933472	0.0059887	0.8073627
500	0.5084204	0.6564212	1.0681714	0.7682535	0.3393309	0.0441342	0.1211158	0.0490310	0.1184610	0.9540032	1.0582171	0.4980271	0.9599757	0.6170532	0.8326242	0.9250233	0.5657711	1.0634073	0.0039471	0.3227303	1.0050849	0.1581044	0.2225797	0.7558650	0.7823756	0.5781026	0.9931128	0.0016459	1.0365616	0.6515040	0.0182036	0.9470196	1.1027478	1.1035294	0.3412223	0.2027774	0.9319637	1.0141018	0.5968051	0.3287601	0.5222396	0.5922400	0.7134608	0.0071595	0.3066220	0.2392400	0.0323326	0.2909148	0.0037945	0.8303908
600	0.7847813	1.0036382	1.0577939	0.5886416	0.2753278	0.0420411	0.0770972	0.0515778	0.7365415	1.0295963	1.0484559	0.5963474	1.0311747	0.6130800	0.8152392	0.9682223	0.5462956	1.0289365	0.0118993	0.3109643	1.0611694	0.8129570	0.2056141	0.2670343	1.0109241	0.6410933	1.0284089	0.0381514	1.0327452	0.7954784	0.0566610	0.9286125	1.0736164	1.0372334	0.3498450	0.2815760	1.0730330	0.9635333	0.9534284	0.5272751	0.6967489	0.8629294	0.6713669	0.4556438	0.3888772	0.2204345	0.1276064	0.2339123	0.0022356	0.8386308
700	0.7568076	0.9357379	0.9426479	0.6101163	0.3576014	0.0626192	0.0826824	0.0349458	0.6590659	0.9623164	0.9461275	0.4943292	1.0197469	0.5876327	0.8432463	1.0548607	0.5089003	1.0816054	0.0071581	0.3669898	1.0232758	0.7669594	0.2170194	0.1931746	1.0486957	0.6164096	1.0157425	0.0321668	1.0619627	0.7817584	0.0500616	1.0060379	0.9914149	1.1099489	0.2353996	0.2456335	0.9440400	0.8568902	1.0600246	0.4837036	0.6818300	0.9062916	0.7510043	0.3283358	0.3301905	0.1584018	0.1312492	0.2541625	0.0039204	0.8868129
800	0.7183324	0.8668218	1.0315496	0.6148179	0.3224696	0.0604911	0.0825712	0.0427456	0.8522272	1.0463628	0.9782396	0.6310513	1.0077370	0.5441462	0.8071851	1.0394936	0.5465276	0.9917006	0.0074072	0.3058058	0.9723412	0.8218784	0.2234425	0.1415660	1.0052767	0.6309109	0.9656674	0.0369934	1.0592645	0.7599629	0.0530471	0.9603046	1.0129461	1.0162923	0.2876048	0.1755411	0.9591389	0.9106452	1.0263129	0.3660872	0.7699918	0.8719333	0.6956942	0.4122603	0.3285064	0.2627843	0.1099637	0.2384593	0.0066933	0.8615735
900	0.7389990	1.0315228	1.0333654	0.5412982	0.3048845	0.0356824	0.0681779	0.0633188	0.7279719	1.1210992	1.0758038	0.4738227	0.9313869	0.5403907	0.7709777	1.0738775	0.5608511	0.9354052	0.0043649	0.3027186	0.9789667	0.8074319	0.2328455	0.0858715	1.0643181	0.5789815	1.0312880	0.0338837	0.9582355	0.8823075	0.0465943	0.9853199	1.0133756	0.9566810	0.2928526	0.2107845	1.0017937	1.0248786	1.0502317	0.4788902	0.6009623	0.9710258	0.7307409	0.4490020	0.3331606	0.2499924	0.1222324	0.2175645	0.0065637	0.8420298
1000	0.7540476	0.9732136	1.0348869	0.5084926	0.3021785	0.0176656	0.0972049	0.0590365	0.5082515	1.0383512	0.9405330	0.4779129	0.9664486	0.5682089	0.8732883	1.0722487	0.5707328	0.9218357	0.0021467	0.3841515	1.0103102	0.7296779	0.2744013	0.0754248	0.8942438	0.6065746	1.0858952	0.0459243	0.9654953	0.7392919	0.0422953	0.9031017	1.0589998	0.9778745	0.2666426	0.2095852	0.9184735	1.0708330	1.0669829	0.4526928	0.6663414	0.8635637	0.6647834	0.4596309	0.3353053	0.1840808	0.1095535	0.2416930	0.0060447	0.9314796
