0.000000,1.882067,2.048425,1.743965,1.947528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011313
0.000000,1.854837,1.939469,1.800861,0.000000,0.186957,0.000000,0.000000,0.000000,0.126850,0.000000,0.421503
0.000000,0.000000,0.033085,0.000000,0.047589,1.668287,0.170466,0.385145,0.000000,0.000000,0.000000,0.090678
0.000000,0.019377,0.140862,0.000000,0.136085,1.719915,0.000000,0.008722,0.000000,0.176994,0.318293,0.753826
0.000000,0.000000,0.113614,0.000000,0.186957,0.000000,0.844895,0.333251,0.756090,0.000000,0.000000,0.000000
0.000000,0.000000,0.136896,0.000000,0.197182,1.865867,0.687262,0.494336,0.276455,0.000000,0.000000,0.152428
0.182722,0.181535,0.275611,0.138716,0.289170,2.196098,0.139043,0.098113,0.000000,0.372168,0.438460,0.920415
0.000000,0.000000,0.069078,0.000000,0.114126,1.210070,0.126158,0.050716,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.006102,0.000000,0.038803,1.592172,0.128532,0.014109,0.000000,0.000000,0.000000,0.213588
0.000000,0.059433,0.259010,0.000000,0.322295,1.361858,0.407566,0.702140,0.038154,0.000000,0.000000,0.107420
0.000000,0.020910,0.202128,0.000000,0.278867,1.168322,0.425115,0.512470,0.007469,0.000000,0.000000,0.066983
0.000000,0.001405,0.195525,0.000000,0.224290,1.443012,0.004287,0.324082,0.000000,0.000000,0.000000,0.316079
0.742592,0.000000,0.000000,0.000000,0.000000,0.844895,0.000000,2.795477,1.672395,1.209036,0.000000,0.000000
0.711434,0.208091,0.145879,0.000000,0.044317,0.000000,2.270944,5.155309,2.777202,0.000000,0.000000,0.000000
0.203513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.867918,1.106592,1.943792
0.144617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.619995,2.075758,2.254417
3.372885,0.000000,0.000000,0.000000,0.000000,0.000000,2.989677,3.802184,2.914843,0.538308,1.054295,0.522478
1.371532,0.000000,0.000000,0.000000,0.000000,0.333251,2.795477,0.000000,3.938744,0.000000,0.000000,0.000000
0.555408,0.000000,0.000000,0.000000,0.000000,0.756090,1.672395,3.938744,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.770442,0.033507,0.000000,0.532672,0.000000,0.000000,1.509212
0.428492,0.000000,0.000000,0.000000,0.126850,0.000000,1.209036,0.000000,0.000000,0.000000,2.251990,2.960247
0.000000,0.246536,0.413205,0.025197,0.529507,0.181779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.434175,0.324124,0.592773,0.718682,0.000000,0.000000,1.837223,0.074169,0.000000,0.000000,0.000000
1.227367,0.000000,0.000000,0.000000,0.000000,0.440672,2.720907,1.428213,1.690886,1.136469,0.102930,0.275764
0.809444,0.000000,0.022760,0.000000,0.074704,0.000000,0.253935,0.000000,0.000000,1.814959,1.896810,2.276702
0.735642,0.000000,0.000000,0.000000,0.000000,0.989973,1.688935,1.832827,2.481238,0.057580,0.000000,0.000000
1.651694,0.000000,0.000000,0.000000,0.000000,0.009459,2.565565,2.512611,1.985326,0.182730,0.602279,0.000000
1.093395,0.000000,0.030389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.251990,0.000000,2.127505
3.701305,0.000000,0.079086,0.000000,0.051515,0.000000,0.485755,0.000000,0.000000,3.151679,4.147048,3.499713
0.058848,0.000000,0.117148,0.000000,0.421503,0.000000,0.000000,0.000000,0.000000,2.960247,2.127505,0.000000
