"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
150	0.0669560	0.8646538	0.0615154	0.2206259	0.9123926	0.1338920	0.4063587	1.0000000	1.0000000	1.0000000
200	0.0674395	0.8439509	0.0646165	0.2303897	0.9080033	0.1530947	0.4037958	1.0000000	1.0000000	1.0000000
250	0.0678599	0.8334013	0.0671148	0.2373749	0.9026667	0.1766904	0.4004674	1.0000000	1.0000000	1.0000000
300	0.0681658	0.8282876	0.0688236	0.2426053	0.8976318	0.1991720	0.3971128	1.0000000	1.0000000	1.0000000
350	0.0683627	0.8258873	0.0698707	0.2463570	0.8936202	0.2170772	0.3942638	1.0000000	1.0000000	1.0000000
400	0.0684790	0.8247852	0.0704643	0.2488732	0.8907835	0.2295890	0.3921241	1.0000000	1.0000000	1.0000000
450	0.0685435	0.8242873	0.0707822	0.2504548	0.8889465	0.2375214	0.3906589	1.0000000	1.0000000	1.0000000
500	0.0685777	0.8240649	0.0709454	0.2513948	0.8878345	0.2421934	0.3897248	1.0000000	1.0000000	1.0000000
550	0.0685178	0.8663010	0.0706103	0.2223336	0.8872295	0.2444822	0.3891809	1.0000000	1.0000000	1.0000000
600	0.0681049	0.9220155	0.0682626	0.1932729	0.8876623	0.2395219	0.3893176	1.0000000	1.0000000	1.0000000
650	0.0675292	0.9592506	0.0647937	0.1768774	0.8903525	0.2206817	0.3908901	1.0000000	1.0000000	1.0000000
700	0.0670415	0.9799453	0.0617020	0.1668054	0.8951424	0.1936972	0.3938675	1.0000000	1.0000000	1.0000000
750	0.0667113	0.9904914	0.0595275	0.1597094	0.9006444	0.1682629	0.3974241	1.0000000	1.0000000	1.0000000
800	0.0665132	0.9956035	0.0581884	0.1545854	0.9055630	0.1492038	0.4007247	1.0000000	1.0000000	1.0000000
850	0.0664027	0.9980032	0.0574299	0.1510578	0.9092976	0.1367480	0.4033295	1.0000000	1.0000000	1.0000000
900	0.0663441	0.9991049	0.0570242	0.1487830	0.9118280	0.1292877	0.4051660	1.0000000	1.0000000	1.0000000
950	0.0663141	0.9996028	0.0568159	0.1474033	0.9134058	0.1250787	0.4063579	1.0000000	1.0000000	1.0000000
1000	0.0662991	0.9998251	0.0567123	0.1466090	0.9143297	0.1228059	0.4070841	1.0000000	1.0000000	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0662859	1.0000000	0.0566178	0.1457153	0.9153867	0.1204699	0.3420404	1.0000000	1.0000000	1.0000000
100	0.0662854	1.0000000	0.0566176	0.1457050	0.9153990	0.1204539	0.2622825	1.0000000	1.0000000	1.0000000
150	0.0662853	1.0000000	0.0566175	0.1457008	0.9154039	0.1204479	0.2138510	1.0000000	1.0000000	1.0000000
200	0.0662852	1.0000000	0.0566175	0.1456992	0.9154058	0.1204457	0.1894278	1.0000000	1.0000000	1.0000000
250	0.0662852	1.0000000	0.0566175	0.1456985	0.9154065	0.1204449	0.1781413	1.0000000	1.0000000	1.0000000
300	0.0662852	1.0000000	0.0566175	0.1456983	0.9154068	0.1204446	0.1731816	1.0000000	1.0000000	1.0000000
350	0.0662852	1.0000000	0.0566175	0.1456982	0.9154069	0.1204445	0.1710717	1.0000000	1.0000000	1.0000000
400	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204445	0.1701940	1.0000000	1.0000000	1.0000000
450	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.1698346	1.0000000	1.0000000	1.0000000
500	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.1696893	1.0000000	1.0000000	1.0000000
550	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.2355574	1.0000000	1.0000000	1.0000000
600	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.3153117	1.0000000	1.0000000	1.0000000
650	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.3637421	1.0000000	1.0000000	1.0000000
700	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.3881651	1.0000000	1.0000000	1.0000000
750	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.3994516	1.0000000	1.0000000	1.0000000
800	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.4044112	1.0000000	1.0000000	1.0000000
850	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.4065212	1.0000000	1.0000000	1.0000000
900	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.4073989	1.0000000	1.0000000	1.0000000
950	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.4077582	1.0000000	1.0000000	1.0000000
1000	0.0662852	1.0000000	0.0566175	0.1456981	0.9154070	0.1204444	0.4079036	1.0000000	1.0000000	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0452227	0.8055488	0.0579467	0.1458310	0.9152703	0.4291659	0.4079090	1.0000000	1.0000000	1.0000000
100	0.0238242	0.5494415	0.0701222	0.1491596	0.9117984	0.6574759	0.4060953	1.0000000	1.0000000	1.0000000
150	0.0194846	0.3783260	0.1058116	0.1649444	0.8950393	0.7720849	0.3958862	1.0000000	1.0000000	1.0000000
200	0.0437250	0.2832329	0.1713768	0.1973815	0.8636679	0.8739522	0.3688532	1.0000000	1.0000000	1.0000000
250	0.1024439	0.2347762	0.2561537	0.2366520	0.8329832	0.9462379	0.3245722	1.0000000	1.0000000	1.0000000
300	0.1744051	0.2112880	0.3383031	0.2703272	0.8126123	0.9798566	0.2737011	1.0000000	1.0000000	1.0000000
350	0.2349487	0.2002628	0.4023709	0.2937771	0.8015927	0.9927424	0.2280920	1.0000000	1.0000000	1.0000000
400	0.2760001	0.1952009	0.4451905	0.3082643	0.7962311	0.9973360	0.1934042	1.0000000	1.0000000	1.0000000
450	0.3005007	0.1929136	0.4708691	0.3166228	0.7937573	0.9989382	0.1697506	1.0000000	1.0000000	1.0000000
500	0.3140016	0.1918924	0.4851268	0.3212531	0.7926414	0.9994983	0.1547876	1.0000000	1.0000000	1.0000000
550	0.3875012	0.3858916	0.4566492	0.3236066	0.7921528	0.9993958	0.1461386	1.0000000	1.0000000	1.0000000
600	0.2933333	0.6418004	0.3252687	0.3219482	0.7922331	0.9986993	0.1477531	1.0000000	1.0000000	1.0000000
650	0.1833296	0.8128292	0.2023261	0.3112359	0.7938821	0.9931500	0.1697289	1.0000000	1.0000000	1.0000000
700	0.1196606	0.9078845	0.1278581	0.2881871	0.8002117	0.9524902	0.2131047	1.0000000	1.0000000	1.0000000
750	0.0892836	0.9563249	0.0897089	0.2551798	0.8159142	0.7952001	0.2663999	1.0000000	1.0000000	1.0000000
800	0.0759187	0.9798060	0.0716054	0.2203958	0.8404317	0.5466085	0.3153268	1.0000000	1.0000000	1.0000000
850	0.0702643	0.9908282	0.0633253	0.1916317	0.8660210	0.3440996	0.3521972	1.0000000	1.0000000	1.0000000
900	0.0679185	0.9958888	0.0596035	0.1717320	0.8861569	0.2269892	0.3764746	1.0000000	1.0000000	1.0000000
950	0.0669542	0.9981754	0.0579435	0.1595838	0.8993681	0.1689843	0.3910320	1.0000000	1.0000000	1.0000000
1000	0.0665594	0.9991965	0.0572055	0.1527821	0.9070820	0.1421366	0.3991995	1.0000000	1.0000000	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0452888	1.0000000	0.0566178	0.1457393	0.9150765	0.1204699	0.3463270	1.0000000	0.8497078	1.0000000
100	0.0227931	1.0000000	0.0566176	0.1458948	0.9129255	0.1204539	0.2717563	1.0000000	0.6989198	1.0000000
150	0.0106891	1.0000000	0.0566175	0.1461959	0.9089400	0.1204479	0.2264745	1.0000000	0.6250130	1.0000000
200	0.0051939	1.0000000	0.0566175	0.1465128	0.9047612	0.1204457	0.2036395	1.0000000	0.5950862	1.0000000
250	0.0028710	1.0000000	0.0566175	0.1467505	0.9016031	0.1204449	0.1930869	1.0000000	0.5840171	1.0000000
300	0.0019234	1.0000000	0.0566175	0.1468948	0.8996641	0.1204446	0.1884498	1.0000000	0.5801345	1.0000000
350	0.0015443	1.0000000	0.0566175	0.1469711	0.8986265	0.1204445	0.1864771	1.0000000	0.5788194	1.0000000
400	0.0013942	1.0000000	0.0566175	0.1470078	0.8981214	0.1204445	0.1856564	1.0000000	0.5783848	1.0000000
450	0.0013352	1.0000000	0.0566175	0.1470244	0.8978914	0.1204444	0.1853205	1.0000000	0.5782438	1.0000000
500	0.0013121	1.0000000	0.0566175	0.1470316	0.8977918	0.1204444	0.1851846	1.0000000	0.5781987	1.0000000
550	0.0223002	1.0000000	0.0566175	0.1469341	0.8989067	0.1204444	0.2467698	1.0000000	0.7284766	1.0000000
600	0.0447919	1.0000000	0.0566175	0.1465476	0.9036639	0.1204444	0.3213384	1.0000000	0.8792602	1.0000000
650	0.0568944	1.0000000	0.0566175	0.1461692	0.9086535	0.1204444	0.3666198	1.0000000	0.9531655	1.0000000
700	0.0623889	1.0000000	0.0566175	0.1459301	0.9119841	0.1204444	0.3894548	1.0000000	0.9830920	1.0000000
750	0.0647116	1.0000000	0.0566175	0.1458044	0.9138054	0.1204444	0.4000074	1.0000000	0.9941609	1.0000000
800	0.0656591	1.0000000	0.0566175	0.1457446	0.9146977	0.1204444	0.4046446	1.0000000	0.9980435	1.0000000
850	0.0660382	1.0000000	0.0566175	0.1457177	0.9151054	0.1204444	0.4066173	1.0000000	0.9993586	1.0000000
900	0.0661882	1.0000000	0.0566175	0.1457062	0.9152826	0.1204444	0.4074380	1.0000000	0.9997932	1.0000000
950	0.0662472	1.0000000	0.0566175	0.1457013	0.9153570	0.1204444	0.4077740	1.0000000	0.9999342	1.0000000
1000	0.0662703	1.0000000	0.0566175	0.1456994	0.9153873	0.1204444	0.4079098	1.0000000	0.9999793	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0664375	0.8299598	0.0401074	0.1419565	0.9189426	0.0976920	0.3529348	1.0000000	0.9419013	1.0000000
100	0.0683329	0.6060036	0.0246689	0.1204332	0.9372608	0.0499840	0.2906251	1.0000000	0.8836110	1.0000000
150	0.0772085	0.4563696	0.0209905	0.0916098	0.9580613	0.0213812	0.2570287	1.0000000	0.8550407	1.0000000
200	0.1026820	0.3732143	0.0257627	0.0744451	0.9699807	0.0104925	0.2416019	1.0000000	0.8434718	1.0000000
250	0.1484512	0.3308407	0.0342965	0.0750175	0.9714681	0.0091709	0.2333201	1.0000000	0.8391929	1.0000000
300	0.2035359	0.3103012	0.0428084	0.0880746	0.9640119	0.0162298	0.2269033	1.0000000	0.8376920	1.0000000
350	0.2529754	0.3006600	0.0493912	0.1052612	0.9512380	0.0323978	0.2209885	1.0000000	0.8371836	1.0000000
400	0.2893019	0.2962336	0.0537448	0.1207860	0.9376556	0.0543552	0.2157740	1.0000000	0.8370156	1.0000000
450	0.3126193	0.2942335	0.0563354	0.1324191	0.9263061	0.0760805	0.2116274	1.0000000	0.8369611	1.0000000
500	0.3262572	0.2933404	0.0577661	0.1401811	0.9181613	0.0933574	0.2086382	1.0000000	0.8369436	1.0000000
550	0.3034628	0.4629855	0.1234601	0.1572035	0.9006720	0.2294368	0.2547223	1.0000000	0.8950368	1.0000000
600	0.2120506	0.6867680	0.1404567	0.1974700	0.8624778	0.5770773	0.2894577	1.0000000	0.9533254	1.0000000
650	0.1387526	0.8363262	0.1160271	0.2221163	0.8385465	0.7371388	0.3040135	1.0000000	0.9818951	1.0000000
700	0.0990583	0.9194485	0.0908577	0.2224001	0.8355447	0.6887385	0.3204550	1.0000000	0.9934638	1.0000000
750	0.0804406	0.9618077	0.0745323	0.2077560	0.8477529	0.5211240	0.3417018	1.0000000	0.9977428	1.0000000
800	0.0722606	0.9823411	0.0655197	0.1890693	0.8663028	0.3540233	0.3626726	1.0000000	0.9992437	1.0000000
850	0.0687803	0.9919796	0.0609093	0.1729620	0.8837298	0.2422909	0.3794764	1.0000000	0.9997520	1.0000000
900	0.0673226	0.9964049	0.0586465	0.1615533	0.8966787	0.1804152	0.3911705	1.0000000	0.9999200	1.0000000
950	0.0667163	0.9984045	0.0575634	0.1544024	0.9050199	0.1490989	0.3985535	1.0000000	0.9999746	1.0000000
1000	0.0664646	0.9992974	0.0570537	0.1502749	0.9099118	0.1339192	0.4029008	1.0000000	0.9999920	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0664565	0.8138784	0.0389279	0.1416780	0.9434029	0.1082758	0.2966708	1.0000000	1.0000000	1.0000000
100	0.0688127	0.5687418	0.0215442	0.1180747	0.9730024	0.0679840	0.1621381	1.0000000	1.0000000	1.0000000
150	0.0820497	0.4049562	0.0153918	0.0847417	0.9886055	0.0428379	0.0805812	1.0000000	1.0000000	1.0000000
200	0.1277028	0.3139366	0.0173665	0.0612045	0.9954519	0.0329932	0.0395176	1.0000000	1.0000000	1.0000000
250	0.2188481	0.2675556	0.0233736	0.0547840	0.9981772	0.0300426	0.0205376	1.0000000	1.0000000	1.0000000
300	0.3312780	0.2450735	0.0300091	0.0620031	0.9991368	0.0306656	0.0121495	1.0000000	1.0000000	1.0000000
350	0.4304013	0.2345206	0.0353768	0.0754643	0.9993641	0.0343454	0.0085169	1.0000000	1.0000000	1.0000000
400	0.5010500	0.2296755	0.0390142	0.0891148	0.9993118	0.0403291	0.0069461	1.0000000	1.0000000	1.0000000
450	0.5450677	0.2274863	0.0412099	0.1000059	0.9991834	0.0469007	0.0062576	1.0000000	1.0000000	1.0000000
500	0.5701764	0.2265087	0.0424337	0.1075654	0.9990626	0.0525129	0.0059487	1.0000000	1.0000000	1.0000000
550	0.5253260	0.4121978	0.1407014	0.1329053	0.9611820	0.1969450	0.1106821	1.0000000	1.0000000	1.0000000
600	0.3437598	0.6571444	0.1650584	0.1923758	0.8893759	0.6064456	0.2054038	1.0000000	1.0000000	1.0000000
650	0.2015902	0.8208469	0.1318769	0.2284283	0.8456045	0.7972316	0.2534368	1.0000000	1.0000000	1.0000000
700	0.1263723	0.9118304	0.0989859	0.2325811	0.8328670	0.7729386	0.2886067	1.0000000	1.0000000	1.0000000
750	0.0917836	0.9581957	0.0783142	0.2173988	0.8413679	0.6009427	0.3216817	1.0000000	1.0000000	1.0000000
800	0.0768584	0.9806711	0.0671997	0.1962895	0.8599787	0.4060665	0.3505753	1.0000000	1.0000000	1.0000000
850	0.0706194	0.9912211	0.0616395	0.1776051	0.8790733	0.2695003	0.3725331	1.0000000	1.0000000	1.0000000
900	0.0680529	0.9960649	0.0589610	0.1642387	0.8937782	0.1931494	0.3873749	1.0000000	1.0000000	1.0000000
950	0.0670051	0.9982536	0.0576985	0.1558435	0.9033943	0.1547535	0.3965627	1.0000000	1.0000000	1.0000000
1000	0.0665786	0.9992309	0.0571118	0.1510082	0.9090626	0.1363713	0.4018912	1.0000000	1.0000000	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0451110	1.0000000	0.0401268	0.1419860	0.9190138	0.1064037	0.4097802	1.0000000	1.0000000	1.0000000
100	0.0224248	1.0000000	0.0228886	0.1199608	0.9381603	0.0646841	0.4205866	1.0000000	1.0000000	1.0000000
150	0.0102184	1.0000000	0.0139345	0.0869167	0.9611807	0.0379139	0.4368497	1.0000000	1.0000000	1.0000000
200	0.0046767	1.0000000	0.0100413	0.0580931	0.9768251	0.0270837	0.4513974	1.0000000	1.0000000	1.0000000
250	0.0023341	1.0000000	0.0084760	0.0390879	0.9850506	0.0232979	0.4614535	1.0000000	1.0000000	1.0000000
300	0.0013785	1.0000000	0.0078723	0.0284266	0.9888542	0.0220370	0.4674455	1.0000000	1.0000000	1.0000000
350	0.0009961	1.0000000	0.0076450	0.0230157	0.9904937	0.0216236	0.4706940	1.0000000	1.0000000	1.0000000
400	0.0008448	1.0000000	0.0075607	0.0204449	0.9911720	0.0214888	0.4723447	1.0000000	1.0000000	1.0000000
450	0.0007853	1.0000000	0.0075297	0.0192784	0.9914454	0.0214448	0.4731451	1.0000000	1.0000000	1.0000000
500	0.0007620	1.0000000	0.0075184	0.0187664	0.9915538	0.0214304	0.4735195	1.0000000	1.0000000	1.0000000
550	0.0219278	1.0000000	0.0240053	0.0239723	0.9907890	0.0215927	0.4721483	1.0000000	1.0000000	1.0000000
600	0.0446099	1.0000000	0.0412419	0.0519522	0.9818230	0.0268381	0.4623216	1.0000000	1.0000000	1.0000000
650	0.0568148	1.0000000	0.0501953	0.0871450	0.9631455	0.0466164	0.4466303	1.0000000	1.0000000	1.0000000
700	0.0623559	1.0000000	0.0540883	0.1137640	0.9443557	0.0733906	0.4320047	1.0000000	1.0000000	1.0000000
750	0.0646983	1.0000000	0.0556535	0.1297352	0.9310060	0.0949366	0.4215378	1.0000000	1.0000000	1.0000000
800	0.0656538	1.0000000	0.0562572	0.1381764	0.9231539	0.1080529	0.4151149	1.0000000	1.0000000	1.0000000
850	0.0660361	1.0000000	0.0564845	0.1423002	0.9190367	0.1148524	0.4115473	1.0000000	1.0000000	1.0000000
900	0.0661874	1.0000000	0.0565688	0.1442106	0.9170361	0.1180456	0.4096986	1.0000000	1.0000000	1.0000000
950	0.0662469	1.0000000	0.0565997	0.1450624	0.9161146	0.1194518	0.4087879	1.0000000	1.0000000	1.0000000
1000	0.0662702	1.0000000	0.0566110	0.1454315	0.9157067	0.1200444	0.4083563	1.0000000	1.0000000	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0663851	0.8792665	0.0385976	0.1416398	0.9189626	0.1053770	0.4099538	1.0000000	0.8080080	1.0000000
100	0.0673427	0.7202510	0.0202066	0.1175765	0.9366657	0.0626330	0.4217104	1.0000000	0.6153827	1.0000000
150	0.0702367	0.6140065	0.0115046	0.0822324	0.9545817	0.0366654	0.4390434	1.0000000	0.5209699	1.0000000
200	0.0754754	0.5549638	0.0086997	0.0531790	0.9632020	0.0265555	0.4539239	1.0000000	0.4827396	1.0000000
250	0.0820548	0.5248773	0.0084046	0.0361362	0.9653853	0.0231029	0.4634991	1.0000000	0.4685993	1.0000000
300	0.0883167	0.5102936	0.0088635	0.0285065	0.9651532	0.0219740	0.4685332	1.0000000	0.4636395	1.0000000
350	0.0931852	0.5034482	0.0093762	0.0261601	0.9644468	0.0216148	0.4707020	1.0000000	0.4619594	1.0000000
400	0.0964624	0.5003053	0.0097491	0.0261159	0.9638563	0.0215057	0.4713868	1.0000000	0.4614043	1.0000000
450	0.0984535	0.4988851	0.0099780	0.0267749	0.9634662	0.0214762	0.4714380	1.0000000	0.4612241	1.0000000
500	0.0995772	0.4982510	0.0101058	0.0274616	0.9632327	0.0214704	0.4712880	1.0000000	0.4611665	1.0000000
550	0.0976224	0.6187040	0.0505121	0.0413497	0.9606182	0.0250847	0.4667344	1.0000000	0.6531403	1.0000000
600	0.0879404	0.7775961	0.0773963	0.0948844	0.9338715	0.1102211	0.4427017	1.0000000	0.8457599	1.0000000
650	0.0784132	0.8837868	0.0783414	0.1424858	0.9018252	0.2437121	0.4140397	1.0000000	0.9401709	1.0000000
700	0.0724000	0.9428061	0.0716606	0.1648445	0.8862288	0.2863826	0.3966595	1.0000000	0.9784007	1.0000000
750	0.0692079	0.9728824	0.0654738	0.1688821	0.8854828	0.2563299	0.3913734	1.0000000	0.9925408	1.0000000
800	0.0676439	0.9874617	0.0614056	0.1647374	0.8918065	0.2093256	0.3929865	1.0000000	0.9975006	1.0000000
850	0.0669075	0.9943053	0.0590756	0.1588111	0.8993646	0.1719957	0.3969093	1.0000000	0.9991806	1.0000000
900	0.0665679	0.9974474	0.0578362	0.1538211	0.9055171	0.1483358	0.4007120	1.0000000	0.9997358	1.0000000
950	0.0664129	0.9988671	0.0572067	0.1503809	0.9097164	0.1348908	0.4035718	1.0000000	0.9999159	1.0000000
1000	0.0663427	0.9995011	0.0568969	0.1482609	0.9122954	0.1277057	0.4054576	1.0000000	0.9999735	1.0000000

0	0.0662871	1.0000000	0.0566183	0.1457409	0.9153561	0.1205129	0.4079209	1.0000000	1.0000000	1.0000000
50	0.0664460	0.8226506	0.0392772	0.1417717	0.9424609	0.1057736	0.4098854	1.0000000	0.9108362	1.0000000
100	0.0685382	0.5890677	0.0224485	0.1188480	0.9709094	0.0635795	0.4211241	1.0000000	0.8213782	1.0000000
150	0.0791512	0.4330017	0.0169215	0.0868990	0.9857504	0.0374483	0.4371427	1.0000000	0.7775315	1.0000000
200	0.1122292	0.3462720	0.0194420	0.0651041	0.9921071	0.0272242	0.4494083	1.0000000	0.7597768	1.0000000
250	0.1749073	0.3020770	0.0257467	0.0602826	0.9944685	0.0243789	0.4544250	1.0000000	0.7532099	1.0000000
300	0.2519676	0.2806545	0.0324492	0.0684813	0.9950826	0.0257098	0.4529254	1.0000000	0.7509065	1.0000000
350	0.3213184	0.2705990	0.0377723	0.0822211	0.9949495	0.0307117	0.4475530	1.0000000	0.7501262	1.0000000
400	0.3720438	0.2659823	0.0413427	0.0957124	0.9945552	0.0382773	0.4410237	1.0000000	0.7498684	1.0000000
450	0.4044018	0.2638962	0.0434849	0.1062961	0.9941458	0.0462595	0.4351246	1.0000000	0.7497847	1.0000000
500	0.4232182	0.2629647	0.0446742	0.1135667	0.9938215	0.0529030	0.4305973	1.0000000	0.7497580	1.0000000
550	0.3912247	0.4399019	0.1258520	0.1353411	0.9568687	0.1770768	0.4178008	1.0000000	0.8389134	1.0000000
600	0.2639172	0.6733038	0.1484194	0.1881757	0.8886014	0.5643928	0.3763804	1.0000000	0.9283687	1.0000000
650	0.1634853	0.8292907	0.1217242	0.2211285	0.8474404	0.7524647	0.3423432	1.0000000	0.9722145	1.0000000
700	0.1098133	0.9159860	0.0939198	0.2249086	0.8366306	0.7196323	0.3344262	1.0000000	0.9899690	1.0000000
750	0.0849100	0.9601660	0.0760009	0.2109415	0.8459252	0.5515268	0.3454059	1.0000000	0.9965359	1.0000000
800	0.0740738	0.9815821	0.0661874	0.1916796	0.8640124	0.3739718	0.3628272	1.0000000	0.9988392	1.0000000
850	0.0695062	0.9916348	0.0612052	0.1747124	0.8819409	0.2528078	0.3787812	1.0000000	0.9996195	1.0000000
900	0.0676112	0.9962504	0.0587761	0.1625914	0.8955358	0.1853927	0.3905039	1.0000000	0.9998773	1.0000000
950	0.0668306	0.9983359	0.0576200	0.1549697	0.9043693	0.1513374	0.3980993	1.0000000	0.9999609	1.0000000
1000	0.0665097	0.9992672	0.0570783	0.1505678	0.9095679	0.1349029	0.4026321	1.0000000	0.9999877	1.0000000
