"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
550	0.2532837	0.7470290	0.1639438	0.1781623	0.8759983	0.3691022	0.3102792	1.0000000	0.9530349	1.0000000
600	0.1497707	0.9095279	0.1306974	0.2194792	0.8381012	0.6938522	0.3099270	1.0000000	0.9864732	1.0000000
650	0.1010350	0.9676437	0.0961029	0.2290352	0.8293100	0.7567344	0.3182781	1.0000000	0.9961041	1.0000000
700	0.0805612	0.9884282	0.0761290	0.2169095	0.8397790	0.6345649	0.3408920	1.0000000	0.9988779	1.0000000
750	0.0721413	0.9958615	0.0659634	0.1968819	0.8597594	0.4437238	0.3647871	1.0000000	0.9996768	1.0000000
800	0.0686929	0.9985199	0.0610204	0.1782698	0.8797403	0.2944110	0.3828822	1.0000000	0.9999069	1.0000000
850	0.0672787	0.9994707	0.0586683	0.1647014	0.8946804	0.2071035	0.3943800	1.0000000	0.9999732	1.0000000
900	0.0666968	0.9998107	0.0575639	0.1561182	0.9041423	0.1620707	0.4009607	1.0000000	0.9999923	1.0000000
950	0.0664564	0.9999323	0.0570506	0.1511609	0.9095623	0.1400800	0.4044841	1.0000000	0.9999978	1.0000000
1000	0.0663566	0.9999758	0.0568142	0.1484682	0.9124738	0.1296097	0.4062876	1.0000000	0.9999994	1.0000000

0	0.0662858	1.0000000	0.0566177	0.1457177	0.9153891	0.1204845	0.4079920	1.0000000	1.0000000	1.0000000
50	0.0668908	0.5026445	0.0231660	0.1341249	0.9690064	0.0935872	0.1365382	1.0000000	1.0000000	1.0000000
100	0.0724710	0.3247712	0.0134072	0.0988437	0.9886771	0.0529706	0.0484680	1.0000000	1.0000000	1.0000000
150	0.0992719	0.2611570	0.0144061	0.0663008	0.9958805	0.0362112	0.0199440	1.0000000	1.0000000	1.0000000
200	0.1752557	0.2384061	0.0206454	0.0521980	0.9984580	0.0307062	0.0106745	1.0000000	1.0000000	1.0000000
250	0.2932162	0.2302695	0.0281529	0.0556984	0.9993093	0.0296370	0.0076008	1.0000000	1.0000000	1.0000000
300	0.4070055	0.2273596	0.0343655	0.0689228	0.9994823	0.0315840	0.0065168	1.0000000	1.0000000	1.0000000
350	0.4891885	0.2263189	0.0385443	0.0840128	0.9993919	0.0364753	0.0060863	1.0000000	1.0000000	1.0000000
400	0.5396652	0.2259467	0.0410164	0.0965956	0.9992324	0.0431035	0.0058891	1.0000000	1.0000000	1.0000000
450	0.5678696	0.2258136	0.0423618	0.1054966	0.9990895	0.0495428	0.0057886	1.0000000	1.0000000	1.0000000
500	0.5827137	0.2257660	0.0430539	0.1111716	0.9989873	0.0545521	0.0057350	1.0000000	1.0000000	1.0000000
550	0.4252727	0.7231044	0.1997899	0.1651571	0.9103647	0.3668671	0.2436123	1.0000000	1.0000000	1.0000000
600	0.2214674	0.9009716	0.1513649	0.2240145	0.8458837	0.7399441	0.2731076	1.0000000	1.0000000	1.0000000
650	0.1294248	0.9645837	0.1053799	0.2395782	0.8265392	0.8286284	0.2931315	1.0000000	1.0000000	1.0000000
700	0.0917247	0.9873338	0.0800818	0.2278028	0.8326286	0.7246560	0.3242375	1.0000000	1.0000000	1.0000000
750	0.0765247	0.9954701	0.0676287	0.2054218	0.8523373	0.5146386	0.3548483	1.0000000	1.0000000	1.0000000
800	0.0704139	0.9983799	0.0617230	0.1838728	0.8742690	0.3341501	0.3774990	1.0000000	1.0000000	1.0000000
850	0.0679548	0.9994206	0.0589664	0.1679554	0.8913585	0.2261025	0.3916653	1.0000000	1.0000000	1.0000000
900	0.0669626	0.9997928	0.0576911	0.1578582	0.9023418	0.1705601	0.3996571	1.0000000	1.0000000	1.0000000
950	0.0665610	0.9999259	0.0571052	0.1520406	0.9086514	0.1437671	0.4038785	1.0000000	1.0000000	1.0000000
1000	0.0663979	0.9999735	0.0568377	0.1488963	0.9120328	0.1311931	0.4060124	1.0000000	1.0000000	1.0000000

0	0.0662858	1.0000000	0.0566177	0.1457177	0.9153891	0.1204845	0.4079920	1.0000000	1.0000000	1.0000000
50	0.0262878	1.0000000	0.0252349	0.1350071	0.9269504	0.0911623	0.4157975	1.0000000	1.0000000	1.0000000
100	0.0107004	1.0000000	0.0139084	0.1017447	0.9553110	0.0489354	0.4362582	1.0000000	1.0000000	1.0000000
150	0.0046259	1.0000000	0.0098206	0.0673306	0.9753913	0.0307335	0.4539173	1.0000000	1.0000000	1.0000000
200	0.0022587	1.0000000	0.0083452	0.0437338	0.9849720	0.0244792	0.4644066	1.0000000	1.0000000	1.0000000
250	0.0013361	1.0000000	0.0078127	0.0305297	0.9889855	0.0224198	0.4696576	1.0000000	1.0000000	1.0000000
300	0.0009766	1.0000000	0.0076205	0.0239167	0.9905918	0.0217480	0.4720586	1.0000000	1.0000000	1.0000000
350	0.0008365	1.0000000	0.0075511	0.0208187	0.9912230	0.0215293	0.4730982	1.0000000	1.0000000	1.0000000
400	0.0007819	1.0000000	0.0075261	0.0194303	0.9914687	0.0214580	0.4735321	1.0000000	1.0000000	1.0000000
450	0.0007606	1.0000000	0.0075171	0.0188273	0.9915638	0.0214348	0.4737085	1.0000000	1.0000000	1.0000000
500	0.0007523	1.0000000	0.0075138	0.0185715	0.9916004	0.0214272	0.4737788	1.0000000	1.0000000	1.0000000
550	0.0407467	1.0000000	0.0388953	0.0337608	0.9885589	0.0219598	0.4670288	1.0000000	1.0000000	1.0000000
600	0.0563327	1.0000000	0.0502213	0.0732068	0.9710794	0.0318886	0.4475903	1.0000000	1.0000000	1.0000000
650	0.0624066	1.0000000	0.0543090	0.1063459	0.9487364	0.0574797	0.4297904	1.0000000	1.0000000	1.0000000
700	0.0647737	1.0000000	0.0557843	0.1262777	0.9326971	0.0841081	0.4186710	1.0000000	1.0000000	1.0000000
750	0.0656961	1.0000000	0.0563168	0.1366641	0.9236464	0.1021761	0.4128534	1.0000000	1.0000000	1.0000000
800	0.0660556	1.0000000	0.0565090	0.1416628	0.9191235	0.1120342	0.4100995	1.0000000	1.0000000	1.0000000
850	0.0661957	1.0000000	0.0565783	0.1439483	0.9170204	0.1167914	0.4088763	1.0000000	1.0000000	1.0000000
900	0.0662503	1.0000000	0.0566034	0.1449563	0.9160881	0.1189201	0.4083561	1.0000000	1.0000000	1.0000000
950	0.0662716	1.0000000	0.0566124	0.1453892	0.9156884	0.1198264	0.4081418	1.0000000	1.0000000	1.0000000
1000	0.0662799	1.0000000	0.0566157	0.1455712	0.9155214	0.1201992	0.4080556	1.0000000	1.0000000	1.0000000

0	0.0662858	1.0000000	0.0566177	0.1457177	0.9153891	0.1204845	0.4079920	1.0000000	1.0000000	1.0000000
50	0.0666228	0.6773750	0.0224224	0.1340044	0.9267104	0.0892501	0.4165382	1.0000000	0.6163409	1.0000000
100	0.0685532	0.5619920	0.0109442	0.0977686	0.9515582	0.0470061	0.4386461	1.0000000	0.5058405	1.0000000
150	0.0730613	0.5207267	0.0079491	0.0617596	0.9640764	0.0298742	0.4569260	1.0000000	0.4740145	1.0000000
200	0.0797203	0.5059686	0.0078993	0.0394247	0.9664611	0.0241612	0.4668135	1.0000000	0.4648481	1.0000000
250	0.0866408	0.5006906	0.0085910	0.0291925	0.9657282	0.0223106	0.4708799	1.0000000	0.4622080	1.0000000
300	0.0922069	0.4988030	0.0092484	0.0258990	0.9646960	0.0217188	0.4720242	1.0000000	0.4614476	1.0000000
350	0.0959654	0.4981279	0.0096951	0.0256670	0.9639597	0.0215353	0.4720046	1.0000000	0.4612286	1.0000000
400	0.0982236	0.4978864	0.0099571	0.0264024	0.9635101	0.0214828	0.4716668	1.0000000	0.4611656	1.0000000
450	0.0994774	0.4978001	0.0100983	0.0272133	0.9632517	0.0214707	0.4713378	1.0000000	0.4611474	1.0000000
500	0.1001366	0.4977692	0.0101704	0.0278264	0.9631086	0.0214699	0.4711030	1.0000000	0.4611422	1.0000000
550	0.0930286	0.8203832	0.0820822	0.0642485	0.9522232	0.0336475	0.4521380	1.0000000	0.8447998	1.0000000
600	0.0805300	0.9357622	0.0846846	0.1293419	0.9085229	0.1705004	0.4108593	1.0000000	0.9552997	1.0000000
650	0.0730473	0.9770261	0.0747508	0.1633466	0.8841619	0.2840534	0.3886620	1.0000000	0.9871256	1.0000000
700	0.0693875	0.9917837	0.0666981	0.1716212	0.8812929	0.2846352	0.3855004	1.0000000	0.9962919	1.0000000
750	0.0676923	0.9970615	0.0618514	0.1679925	0.8883527	0.2370769	0.3904229	1.0000000	0.9989320	1.0000000
800	0.0669207	0.9989491	0.0592295	0.1613040	0.8972259	0.1907712	0.3965005	1.0000000	0.9996924	1.0000000
850	0.0665717	0.9996242	0.0578864	0.1554154	0.9043913	0.1592990	0.4012136	1.0000000	0.9999114	1.0000000
900	0.0664141	0.9998656	0.0572215	0.1513021	0.9091849	0.1408352	0.4042562	1.0000000	0.9999745	1.0000000
950	0.0663431	0.9999519	0.0569004	0.1487598	0.9120642	0.1307906	0.4060304	1.0000000	0.9999927	1.0000000
1000	0.0663111	0.9999828	0.0567483	0.1473052	0.9136769	0.1255666	0.4069995	1.0000000	0.9999979	1.0000000

0	0.0662858	1.0000000	0.0566177	0.1457177	0.9153891	0.1204845	0.4079920	1.0000000	1.0000000	1.0000000
50	0.0668501	0.5260857	0.0238721	0.1344021	0.9671504	0.0900097	0.4162336	1.0000000	0.8218232	1.0000000
100	0.0716866	0.3565960	0.0147348	0.1002545	0.9859065	0.0479880	0.4371594	1.0000000	0.7705052	1.0000000
150	0.0923548	0.2959800	0.0163748	0.0694361	0.9926001	0.0305514	0.4530815	1.0000000	0.7557248	1.0000000
200	0.1455690	0.2743014	0.0230282	0.0571517	0.9948254	0.0248781	0.4586271	1.0000000	0.7514678	1.0000000
250	0.2256469	0.2665483	0.0306422	0.0620004	0.9953577	0.0241324	0.4558994	1.0000000	0.7502417	1.0000000
300	0.3043156	0.2637755	0.0367997	0.0757613	0.9951761	0.0270681	0.4488007	1.0000000	0.7498885	1.0000000
350	0.3630167	0.2627838	0.0408936	0.0907723	0.9947218	0.0334865	0.4409004	1.0000000	0.7497868	1.0000000
400	0.4001426	0.2624292	0.0433006	0.1030303	0.9942507	0.0417055	0.4342926	1.0000000	0.7497575	1.0000000
450	0.4213535	0.2623023	0.0446060	0.1115986	0.9938795	0.0494207	0.4296033	1.0000000	0.7497491	1.0000000
500	0.4326980	0.2622570	0.0452761	0.1170209	0.9936284	0.0552926	0.4266213	1.0000000	0.7497467	1.0000000
550	0.3207723	0.7361550	0.1760742	0.1632327	0.9086558	0.3268543	0.3861711	1.0000000	0.9279228	1.0000000
600	0.1779498	0.9056390	0.1383996	0.2168608	0.8472597	0.6965846	0.3301765	1.0000000	0.9792405	1.0000000
650	0.1122115	0.9662529	0.0996903	0.2313773	0.8299975	0.7810944	0.3201609	1.0000000	0.9940209	1.0000000
700	0.0849612	0.9879308	0.0776958	0.2204790	0.8374354	0.6688946	0.3383232	1.0000000	0.9982779	1.0000000
750	0.0738709	0.9956836	0.0666369	0.1999715	0.8569490	0.4708546	0.3622078	1.0000000	0.9995040	1.0000000
800	0.0693727	0.9984563	0.0613095	0.1803845	0.8775994	0.3096981	0.3811956	1.0000000	0.9998571	1.0000000
850	0.0675461	0.9994479	0.0587929	0.1659605	0.8933596	0.2144913	0.3934441	1.0000000	0.9999589	1.0000000
900	0.0668021	0.9998026	0.0576178	0.1568038	0.9034176	0.1654144	0.4004843	1.0000000	0.9999881	1.0000000
950	0.0664979	0.9999294	0.0570740	0.1515126	0.9091916	0.1415520	0.4042537	1.0000000	0.9999966	1.0000000
1000	0.0663730	0.9999747	0.0568244	0.1486416	0.9122925	0.1302505	0.4061797	1.0000000	0.9999990	1.0000000
