"Time"	uhpA	uhpT	crp	rhaR	rhaS	zraR	malI	melR	feaR	mtlR	prpR	ascG	marR	rbsR	fucR	chbR	nagC	uxuR	exuR	gutM	srlR	glcC	xylR	idnR	lsrR	galS	galR	dcuR	glpR	dgsA	malT	araC	tdcA	tdcR	hupB	hupA	gntR	cytR	yiaJ	hyfR	caiF	csgD	ompR	bolA	rstA	rob	marA	putA	pdhR	oxyR	rcsB	rcsA	gadE	ydeO	evgA	gadW	rutR	nemR	gadX	torR	soxS	soxR	fhlA	phoP	treR	fruR	glnG	cbl	nac	asnC	cysB	cpxR	baeR	flhC	hdfR	csgG	csgF	csgE	mdtE	mdtF	galK	galT	galM	galE	marB	micF	yhiD	hdeA	hdeB	galP	ygiB	manX	manY	ygiA	ygiC	manZ	tolC	gadA	fumC	gadC	mglB	gadB	mglA	mglC	acrA	acrB	idnD	uxuA	uxuB	nfo	xylA	malS	chbF	ptsI	idnK	gntK	xylB	gntU	acrD	nagA	ppiA	ptsH	idnO	chbC	chbG	crr	idnT	dctR	chbB	nupC	chbA	inaA	slp	zwf	rutB	focB	mtlD	hyfE	srlB	rutE	hyfF	hyfG	srlD	rutF	hyfB	hypF	mtlA	hyfI	hyfC	hyfH
7700	0.7525884	0.7616564	0.7556201	0.5212957	0.6799328	0.5200960	0.1470913	0.4297124	0.4381990	0.5115061	0.4943331	0.6515117	0.1233546	0.6536293	0.5069479	0.5866911	0.2315840	0.5211472	0.5502146	0.3587594	0.2393065	0.6541274	0.7419511	0.3162193	0.6309233	0.6766499	0.3106734	0.8001266	0.5341575	0.4846322	0.6194566	0.6573636	0.6624717	0.8127118	0.6939193	0.6553687	0.6772347	0.4879657	0.1914663	0.7717120	0.4483258	0.0551033	0.1394365	0.5250832	0.7348243	0.3694412	0.1917362	0.0830949	0.6694710	0.3952482	0.6892852	0.6047468	0.0305900	0.7192302	0.6270145	0.2801729	0.6694790	0.1659779	0.1172030	0.5458360	0.4802318	0.5871640	0.7132090	0.5554504	0.1197646	0.5506256	0.1074609	0.2904210	0.0589142	0.6355857	0.6322298	0.6765608	0.6457890	0.0000229	0.7212551	0.0499379	0.1185551	0.0273227	0.3446859	0.4137352	0.4508314	0.0257103	0.0497459	0.5405774	0.5935325	0.7175536	0.3890940	0.6239175	0.2113824	0.4047415	0.5687319	0.3925366	0.3861902	0.4488597	0.1890230	0.4098674	0.1274056	0.0696958	0.4603121	0.0470861	0.1885395	0.0052968	0.1317636	0.2988364	0.3196542	0.2176233	0.4638806	0.4575694	0.2151750	0.2925319	0.4835054	0.4679808	0.3908797	0.3755015	0.4551336	0.6750954	0.1021490	0.6043343	0.6401468	0.6081862	0.3058867	0.0469899	0.3677663	0.0119760	0.0335759	0.1022389	0.4199889	0.3064425	0.2528114	0.0165736	0.2611179	0.1477473	0.5545848	0.1698211	0.3857526	0.5309323	0.0316770	0.5312859	0.5506258	0.0603620	0.5823010	0.6926191	0.1463138	0.5107664	0.6549392	0.1990162	0.2264839	0.7187064	0.4753473	0.6893079
7800	0.6914329	0.5825212	0.7931535	0.5786577	0.6925520	0.3837249	0.1937033	0.3437999	0.4848756	0.5810798	0.4120160	0.7311092	0.0804787	0.7039359	0.4160340	0.6184990	0.1916594	0.3913797	0.6220681	0.4569010	0.1953112	0.7007689	0.6354077	0.3539924	0.5698044	0.7085243	0.3334687	0.7242795	0.3929892	0.4218418	0.5965124	0.6383035	0.5822965	0.6616857	0.6614403	0.6419976	0.6693248	0.4908783	0.2880219	0.7431456	0.3830305	0.0383359	0.2197441	0.6131329	0.6901029	0.4302488	0.1729661	0.0629063	0.6413414	0.4152824	0.7388169	0.6275254	0.0254710	0.7116398	0.6792493	0.2847788	0.7666677	0.1045825	0.1019301	0.6427552	0.5560145	0.6750337	0.8284446	0.7135098	0.0487876	0.7580713	0.0861214	0.3683938	0.0238720	0.6594965	0.5972294	0.6183104	0.5006629	0.0000069	0.7355628	0.0368728	0.1688299	0.0264435	0.3322814	0.3101717	0.4778031	0.0344489	0.0395771	0.6506487	0.6324906	0.7297749	0.3540789	0.7472818	0.2108427	0.4169475	0.5752832	0.4984089	0.2835146	0.4723405	0.1624194	0.3804594	0.1179711	0.1045682	0.4545425	0.0288961	0.1271631	0.0025283	0.1785721	0.3394598	0.3854960	0.2776406	0.4081037	0.4713853	0.2149712	0.4352567	0.5799953	0.5062011	0.4401618	0.4526426	0.5081288	0.5836363	0.1226597	0.6738335	0.7105403	0.7262638	0.3535509	0.0585286	0.3690655	0.0114789	0.0450778	0.0598115	0.6841715	0.3027220	0.2114557	0.0075610	0.2079503	0.2538154	0.5088431	0.1971500	0.3036039	0.5849123	0.0116131	0.5033712	0.5348975	0.0834131	0.6089750	0.6279923	0.1570442	0.6816097	0.6619706	0.2004891	0.2506135	0.6060858	0.5767247	0.7050330
7900	0.7057774	0.7295286	0.6770359	0.6043361	0.6321529	0.4411232	0.1767251	0.4383877	0.5215407	0.5238170	0.3361058	0.5159694	0.0961921	0.5894999	0.3853939	0.5613143	0.1688477	0.4205194	0.7604294	0.3152806	0.2943216	0.6922355	0.7117558	0.3427427	0.6441890	0.7761739	0.3313562	0.7875595	0.5508749	0.5631193	0.6812297	0.7395938	0.7937545	0.5795649	0.5950880	0.8561421	0.6996934	0.4900917	0.2280379	0.6538580	0.4526951	0.0294669	0.1612413	0.6047835	0.6942863	0.4958088	0.2582291	0.0716027	0.6523504	0.3790862	0.7255899	0.6511974	0.0427744	0.7519495	0.6614700	0.2637730	0.6145851	0.1091615	0.0803148	0.6875682	0.5739700	0.6640291	0.6312280	0.7451031	0.1094984	0.5530192	0.0970839	0.3683203	0.0331608	0.6304709	0.7139971	0.7206949	0.5576227	0.0031805	0.6713748	0.0283789	0.1521329	0.0222040	0.2600575	0.3527419	0.3167145	0.0335450	0.0552610	0.6022235	0.4755975	0.6342441	0.2859059	0.7265258	0.3459826	0.3816966	0.6552837	0.4337612	0.3124668	0.4661108	0.2099530	0.3618755	0.0667160	0.0563554	0.5244118	0.0558389	0.1780076	0.0040054	0.1875454	0.3290104	0.4130718	0.1993058	0.4317756	0.5754123	0.2173076	0.3222089	0.5079225	0.4607593	0.3839127	0.5161690	0.5101680	0.6337148	0.1632047	0.5546808	0.5588030	0.6093493	0.3070077	0.0481705	0.4504796	0.0160129	0.0646545	0.1097057	0.5556757	0.3098608	0.1818747	0.0084803	0.2184581	0.2003796	0.3443714	0.2712220	0.3005740	0.5696635	0.0189001	0.4243485	0.6961529	0.0724631	0.7217931	0.7502974	0.0993051	0.7139464	0.6105494	0.1207929	0.2826772	0.6727629	0.5698194	0.6129939
8000	0.6015667	0.6962304	0.8522847	0.5767752	0.6156647	0.3174368	0.1659108	0.4644032	0.5039948	0.4331212	0.3083262	0.6448753	0.0533377	0.5704084	0.3220235	0.5867581	0.2509534	0.4208403	0.6677786	0.3836700	0.2391744	0.7641990	0.6053571	0.4188004	0.4644733	0.6298564	0.3329605	0.6031658	0.4265309	0.3908171	0.7301928	0.6291051	0.6160880	0.6532547	0.6605721	0.7391898	0.6446286	0.3782120	0.2863576	0.6117319	0.3310901	0.0317426	0.1793832	0.4266577	0.6792291	0.5286753	0.2042495	0.0572592	0.6581507	0.3384272	0.6903747	0.6625859	0.0192014	0.6841378	0.7556722	0.2988134	0.7701451	0.1642793	0.0727197	0.6405645	0.5563689	0.5569186	0.6439640	0.6583732	0.1123668	0.6722651	0.0822403	0.2756720	0.0541765	0.6611300	0.8097527	0.5761217	0.4909337	0.0002590	0.6589241	0.0428028	0.1041921	0.0433564	0.2411078	0.4790829	0.4234173	0.0206520	0.0581225	0.5883204	0.6664874	0.7360969	0.3276795	0.6727848	0.2633561	0.4318081	0.7602373	0.4383874	0.2339238	0.5050833	0.2270769	0.4397326	0.1780665	0.1140808	0.4264112	0.0595012	0.1415162	0.0114792	0.1089186	0.3318587	0.4458409	0.2814818	0.3872777	0.5192002	0.2693494	0.2918701	0.5043209	0.4782695	0.4688372	0.5033214	0.4931472	0.6789395	0.1051097	0.6617599	0.5330452	0.6330354	0.4200439	0.0632969	0.3409756	0.0097750	0.0617946	0.0653256	0.5838813	0.3424678	0.2180696	0.0133465	0.3204540	0.2023661	0.3533049	0.2334332	0.3033170	0.6372913	0.0287854	0.5038320	0.6350736	0.0603798	0.6112126	0.6142029	0.1099467	0.5096760	0.6474384	0.1333849	0.3270727	0.5757173	0.5804242	0.5904611
8100	0.6570299	0.6704898	0.6020050	0.6256937	0.6755208	0.5009192	0.1939657	0.4149939	0.3624366	0.6422470	0.3449696	0.6422645	0.1208695	0.6727240	0.4249084	0.5795776	0.1312827	0.3998302	0.7766908	0.4637287	0.1535514	0.5594363	0.5632462	0.4108835	0.6859597	0.6811404	0.2691089	0.7427540	0.5215500	0.5898941	0.5924967	0.6020374	0.5209781	0.6890701	0.5567026	0.6859516	0.7108859	0.4573772	0.2547892	0.5839076	0.4585610	0.0310717	0.1439626	0.6141868	0.6746612	0.4353562	0.2517211	0.0605952	0.6322913	0.4599238	0.6945260	0.5769263	0.0220640	0.6293463	0.6399700	0.2887737	0.6849322	0.0916246	0.1541226	0.7621943	0.5964529	0.7335362	0.6391747	0.5240856	0.1096686	0.6465192	0.0636974	0.3216219	0.0564175	0.6504003	0.6704657	0.5757241	0.4986723	0.0013263	0.6447486	0.0461074	0.0886239	0.0459047	0.2142953	0.3130114	0.3907936	0.0222991	0.0373421	0.6133809	0.6066153	0.5955264	0.4179657	0.5739832	0.3097442	0.3393662	0.6778090	0.4056990	0.3054445	0.3943617	0.2075948	0.3351205	0.1416370	0.1069983	0.5394426	0.0492336	0.2325551	0.0105620	0.1086501	0.2934029	0.4231937	0.2910506	0.3579546	0.5185191	0.3068669	0.3099172	0.7641788	0.4771803	0.6254602	0.5235453	0.5417877	0.5719230	0.1543782	0.5770875	0.5464276	0.6071769	0.3006779	0.0570430	0.3285410	0.0249576	0.0376960	0.0699618	0.5810306	0.3923157	0.2402286	0.0143613	0.2838035	0.1830965	0.5113671	0.3127232	0.2219322	0.7507993	0.0083934	0.4640853	0.6681580	0.0653962	0.6023426	0.7617907	0.1444389	0.6556994	0.6763547	0.1513257	0.2967750	0.7359468	0.5208434	0.5540805
8200	0.5598530	0.5992541	0.7515288	0.5737703	0.5772620	0.3836252	0.1374333	0.4295976	0.3986103	0.4877887	0.4478421	0.6767006	0.1115776	0.6521780	0.4758219	0.5333768	0.1780890	0.4415170	0.7625029	0.3424497	0.4497448	0.6960168	0.6945185	0.3724952	0.6279692	0.6407657	0.2747262	0.6202900	0.4991132	0.4830874	0.6790757	0.5265175	0.5987653	0.6965735	0.6569462	0.6970553	0.6661911	0.4235237	0.2467655	0.6455999	0.4311807	0.0494588	0.1499089	0.5529468	0.6523503	0.4931282	0.2462299	0.0548757	0.6320530	0.3219779	0.6154447	0.5857284	0.0337375	0.5512693	0.5934449	0.2833677	0.6926863	0.0797006	0.1458041	0.7075163	0.5623970	0.6568735	0.7181072	0.5898699	0.0972297	0.7532457	0.1345995	0.2868632	0.0325849	0.6312087	0.6594314	0.5992993	0.4604716	0.0000000	0.6199395	0.0121541	0.1306284	0.0976858	0.2603078	0.4074984	0.4012006	0.0171070	0.0209284	0.5358359	0.6784917	0.5875993	0.3378093	0.7848860	0.3082408	0.4070415	0.6042893	0.3927214	0.3170295	0.3889656	0.2063913	0.3878275	0.1976877	0.0710924	0.5009938	0.0259576	0.2014825	0.0093478	0.1613273	0.3681078	0.3834851	0.2958419	0.4290872	0.6351820	0.2714848	0.2968464	0.5411270	0.4255908	0.4946450	0.4377858	0.4806889	0.5970456	0.1451360	0.6014413	0.6004006	0.5323138	0.3897621	0.0330586	0.5007301	0.0325920	0.0799189	0.0930421	0.5505532	0.3307110	0.2517135	0.0162228	0.2990235	0.2693624	0.4295248	0.2147824	0.2598978	0.5780160	0.0109450	0.5708065	0.5641322	0.0787659	0.7234123	0.6931816	0.1818325	0.6691526	0.4971645	0.1222919	0.2759990	0.6192578	0.5900509	0.7861276
8300	0.5565314	0.6516810	0.6437741	0.5715741	0.5344999	0.4227758	0.1899227	0.3474909	0.3808150	0.5262767	0.4437472	0.6295731	0.0991237	0.6377231	0.3568234	0.5091022	0.2657820	0.4509910	0.7425715	0.4391882	0.2423856	0.7255139	0.5783651	0.3520891	0.5898572	0.6586000	0.2387406	0.6570305	0.4075098	0.3946159	0.6664558	0.6057365	0.5408110	0.5973073	0.6357917	0.8162282	0.8029520	0.5458248	0.2421009	0.5193556	0.4349424	0.0260429	0.1628909	0.6268203	0.6734568	0.4649552	0.2011507	0.0446614	0.5776863	0.2755466	0.6040286	0.6228286	0.0217754	0.6260733	0.6445641	0.1800195	0.7428357	0.0906273	0.0751528	0.6977120	0.5226878	0.7157241	0.6935398	0.7101219	0.0549364	0.6533207	0.1002345	0.4027094	0.0852751	0.6779420	0.6848969	0.8136749	0.4583473	0.0008276	0.6123782	0.0212088	0.1990544	0.0504593	0.3592973	0.3856188	0.3752117	0.0227408	0.0518367	0.5053142	0.7037230	0.6404483	0.3012570	0.7408164	0.3441546	0.3306354	0.5614811	0.4366281	0.3140603	0.4649142	0.2140232	0.4465566	0.0890055	0.1478621	0.5700707	0.0613656	0.2034059	0.0046623	0.1646613	0.2573507	0.2992100	0.2644311	0.4091472	0.5362490	0.2233801	0.3182861	0.5808181	0.6351189	0.4287685	0.4994709	0.4461773	0.5668463	0.1563739	0.5899969	0.6884032	0.6670501	0.3029746	0.0880028	0.3372066	0.0118774	0.0363607	0.0612273	0.6022037	0.3789739	0.2224617	0.0047903	0.3395457	0.2155897	0.3763451	0.2123677	0.4161612	0.5263150	0.0117736	0.4379975	0.6817947	0.0605552	0.4435154	0.7208311	0.1472997	0.5711007	0.6016367	0.1574373	0.1764880	0.7627160	0.5268152	0.9238221
8400	0.5678428	0.7423977	0.5915969	0.5029887	0.6474705	0.2767597	0.3076097	0.2549728	0.3661625	0.5377761	0.3632821	0.6854842	0.1142092	0.5982630	0.3805090	0.4280883	0.2184530	0.5008553	0.7874889	0.4476388	0.2027533	0.6380095	0.6920852	0.3814204	0.5831988	0.5681757	0.1878314	0.6171113	0.3696086	0.3706331	0.6923410	0.5849065	0.6413521	0.6499064	0.7325285	0.6277520	0.7404849	0.5819348	0.4222333	0.5824350	0.4915730	0.0169227	0.2388877	0.4629280	0.6892236	0.5294290	0.1784119	0.0869496	0.7132504	0.3579816	0.6314204	0.7546988	0.0342754	0.5878539	0.6423827	0.2068073	0.6464917	0.1167662	0.0906791	0.6534331	0.5465690	0.6708855	0.6483818	0.6527781	0.1088352	0.7893868	0.0768372	0.3318015	0.0755201	0.6890250	0.7965927	0.7733123	0.5404903	0.0006450	0.6513590	0.0253338	0.1050424	0.0334606	0.2232441	0.5062343	0.3679311	0.0328537	0.0601516	0.6476792	0.6280022	0.5890254	0.3512682	0.7683626	0.3629408	0.3953109	0.6051216	0.4805861	0.2754691	0.4565075	0.1390688	0.4839935	0.1329379	0.0849792	0.5066142	0.0789440	0.1924539	0.0136876	0.1392782	0.2526711	0.2248798	0.2091214	0.4284640	0.5492679	0.2314516	0.3667718	0.4898094	0.4859261	0.4240321	0.3975457	0.5057722	0.6398529	0.1293023	0.5211313	0.6504824	0.7246496	0.3578608	0.0479728	0.3722406	0.0102028	0.0525998	0.0564294	0.6030103	0.4149517	0.2040066	0.0181110	0.2277724	0.2372294	0.4522873	0.1786458	0.3804087	0.6350476	0.0269611	0.4478157	0.6299991	0.0613942	0.6300073	0.6581372	0.2067836	0.5854338	0.5350401	0.1616830	0.2803982	0.6200926	0.6192701	0.6626330
8500	0.6232994	0.6569170	0.4802825	0.6306594	0.6116520	0.4303963	0.1552510	0.2233674	0.5205228	0.5360743	0.4522219	0.6613769	0.1171425	0.7105156	0.3649300	0.5210598	0.2015339	0.4258025	0.6825681	0.4791974	0.2701981	0.5401911	0.7019279	0.3677288	0.5989905	0.6535375	0.2846194	0.7141076	0.3913179	0.4112662	0.7672619	0.5824688	0.5915942	0.7681744	0.6983920	0.7148388	0.6364022	0.4160200	0.2470707	0.5481325	0.3424844	0.0370318	0.1855955	0.4395169	0.5763489	0.5623512	0.1725438	0.0376494	0.6180286	0.4003844	0.5218945	0.7179132	0.0652352	0.7139606	0.7430784	0.1826310	0.7248716	0.1117803	0.1231665	0.6129108	0.6150175	0.6361076	0.5551623	0.6523602	0.0785394	0.7030346	0.1150876	0.3343046	0.0414120	0.6723603	0.6463149	0.5078009	0.5044192	0.0005017	0.6097858	0.0325544	0.1503222	0.0543695	0.3646817	0.3132089	0.3329944	0.0265341	0.0461915	0.4826781	0.6229232	0.5906701	0.3533827	0.7518441	0.3248803	0.4000474	0.5370464	0.4957539	0.2674921	0.4995076	0.1363923	0.4180275	0.0982408	0.0671562	0.4213822	0.1049104	0.2752531	0.0062793	0.1757921	0.2860322	0.3339474	0.2558257	0.3960980	0.6147059	0.2287541	0.4001187	0.5819499	0.5750008	0.3949044	0.5103215	0.5450559	0.5316277	0.2117495	0.5110879	0.6434973	0.6165454	0.3334483	0.0268709	0.4284823	0.0049601	0.0330929	0.0774536	0.5588662	0.3173980	0.2216825	0.0166191	0.1917054	0.1953560	0.3983417	0.1388229	0.4141827	0.6144927	0.0091677	0.5007480	0.6075178	0.0818841	0.6345262	0.6614687	0.1947628	0.6203912	0.6565567	0.2022531	0.3097805	0.6662093	0.6291054	0.7884892
8600	0.6746862	0.6103711	0.6857750	0.5322712	0.5819239	0.3816193	0.1796992	0.2181997	0.4154771	0.4685843	0.3818484	0.6668438	0.0439664	0.6530373	0.2907561	0.5600345	0.2230162	0.3974413	0.6491328	0.3367768	0.3658638	0.7668668	0.6804228	0.3145746	0.7012907	0.5448083	0.2799579	0.6804002	0.3909927	0.3299573	0.5926716	0.7443021	0.6291241	0.6551012	0.7442865	0.6987879	0.6141884	0.5222885	0.3531117	0.5162793	0.4462983	0.0371082	0.2956868	0.3829912	0.5399152	0.4715209	0.2059424	0.0465975	0.6422586	0.3414272	0.6644737	0.6807664	0.0687143	0.6570446	0.7232425	0.3955498	0.5752736	0.1078095	0.1413053	0.6981609	0.5729407	0.7684346	0.6103954	0.6141446	0.1358764	0.5704484	0.0797376	0.3704524	0.0741955	0.5229306	0.6682990	0.7231156	0.5025920	0.0001150	0.7117651	0.0187701	0.1505966	0.0545016	0.3363578	0.4145237	0.3670012	0.0246804	0.0289154	0.6050307	0.6101342	0.6887103	0.2605518	0.5844610	0.2765842	0.3049918	0.6271239	0.4777730	0.3226218	0.4220068	0.1805242	0.4846420	0.1519778	0.0594705	0.4551228	0.0803403	0.1986708	0.0032210	0.1194076	0.3127651	0.4228086	0.2194619	0.4549650	0.5080379	0.2263602	0.3196586	0.4548798	0.5408740	0.3603340	0.5131450	0.5077047	0.6223080	0.1224031	0.5729128	0.6566384	0.6107172	0.3412439	0.0549736	0.4204749	0.0175248	0.0253344	0.0994828	0.5665170	0.3958520	0.3587205	0.0086354	0.2692065	0.0961171	0.6540186	0.1945476	0.4431434	0.4997232	0.0094893	0.3701270	0.4480999	0.1113676	0.5358783	0.7686755	0.1239052	0.6003025	0.5297294	0.2129648	0.2296186	0.5954208	0.4430607	0.6294202
8700	0.4828274	0.6884176	0.5251456	0.5767111	0.6579882	0.3567098	0.1573339	0.3502500	0.4991270	0.5515787	0.4286629	0.8246499	0.1069058	0.6727421	0.4355257	0.4993227	0.1492124	0.3634753	0.7830686	0.3960085	0.2040392	0.6335627	0.5998368	0.3340454	0.5602369	0.6384891	0.2232775	0.8977888	0.3938100	0.4355732	0.7820180	0.7160987	0.5609544	0.7048043	0.6567610	0.5644135	0.5777429	0.5351460	0.2497650	0.6415309	0.3881658	0.0992985	0.2189960	0.5270526	0.6154282	0.4737667	0.2700687	0.0537450	0.5778054	0.3809108	0.6819083	0.6350203	0.0358226	0.6273099	0.6137531	0.2123437	0.6447968	0.0899559	0.0734559	0.6304767	0.5139801	0.7261126	0.6140937	0.7431533	0.0679199	0.7826508	0.1112535	0.4099572	0.0339619	0.5263012	0.6396681	0.6477782	0.5086319	0.0000000	0.6840254	0.0319918	0.0850983	0.0846503	0.2758654	0.3886785	0.3731954	0.0142053	0.0477621	0.5690190	0.6458811	0.5885337	0.3548787	0.5769953	0.2735046	0.4187114	0.6159431	0.4121653	0.3389496	0.4153231	0.1760856	0.4190402	0.1556865	0.0782279	0.5178416	0.0385889	0.2171271	0.0118997	0.1345984	0.2954355	0.3844963	0.3246783	0.3597589	0.5261088	0.2867573	0.3608352	0.4923234	0.3919516	0.5171188	0.4946646	0.4697842	0.5756305	0.1708952	0.5547525	0.6350581	0.6550715	0.3352030	0.0367429	0.4126466	0.0121659	0.0237801	0.1045917	0.4707158	0.3154578	0.2205543	0.0157082	0.1887125	0.2605942	0.4008208	0.2955053	0.3536024	0.5496150	0.0221014	0.4549167	0.5725175	0.0994882	0.6385233	0.7255214	0.1618925	0.5669059	0.5699210	0.2396687	0.2230500	0.6555536	0.5752387	0.5752447
8800	0.7456031	0.5923775	0.6916549	0.5476713	0.5476226	0.4059042	0.1767347	0.3157074	0.4193755	0.5843166	0.4934363	0.6225910	0.1015541	0.6621691	0.2954658	0.5893871	0.1685296	0.3947056	0.7249999	0.4740089	0.2692586	0.7159107	0.7285459	0.3173386	0.6550880	0.5705451	0.2495158	0.7074837	0.4062026	0.3779055	0.5803585	0.6199851	0.5711870	0.6191584	0.7131921	0.6858894	0.7060562	0.4900233	0.3081957	0.7244180	0.4368220	0.0653649	0.1614832	0.4285193	0.6540088	0.4465504	0.3293652	0.0493149	0.5973146	0.3864539	0.6539002	0.5961775	0.0210969	0.6001386	0.7230448	0.1975295	0.6298523	0.0964297	0.1258600	0.5585800	0.4248791	0.8154940	0.7078018	0.5969433	0.0854444	0.6175550	0.0573359	0.3161964	0.0930838	0.5755666	0.7008383	0.5637832	0.5320476	0.0000762	0.5659700	0.0193307	0.1041532	0.0260234	0.2645988	0.3244048	0.4186760	0.0478824	0.0826388	0.7116934	0.7425075	0.6126433	0.2711846	0.6623296	0.5297896	0.3915120	0.6336774	0.3922290	0.3886223	0.4201298	0.3039668	0.4441153	0.1528239	0.0763505	0.4570598	0.0679201	0.2041717	0.0060680	0.1145212	0.3821572	0.3539124	0.2505332	0.4383651	0.5405000	0.2378598	0.3840636	0.6443020	0.4538593	0.3451112	0.4553428	0.5241770	0.6097179	0.1088818	0.6766842	0.5785515	0.6991054	0.3348200	0.0387175	0.4050882	0.0081602	0.0728622	0.0754347	0.6469738	0.4229272	0.2988179	0.0136625	0.3023952	0.2214771	0.3460130	0.2569859	0.3915161	0.5594820	0.0055207	0.5680583	0.7506857	0.0673278	0.6866375	0.7070112	0.1689901	0.7542906	0.5698299	0.1747759	0.2572558	0.6261477	0.5332069	0.5602770
8900	0.8857883	0.6897132	0.6626442	0.5373207	0.6515678	0.5319442	0.1886565	0.4499758	0.3468522	0.5386293	0.3881902	0.6983250	0.0923402	0.6682332	0.2953601	0.5369091	0.2368639	0.3534095	0.6426778	0.4160039	0.1990581	0.6054942	0.6295483	0.3756894	0.5556950	0.6448209	0.2008623	0.8160658	0.4431226	0.3563030	0.7153293	0.6751476	0.7499177	0.6918222	0.7156259	0.6639895	0.7510153	0.5022562	0.3317433	0.5950204	0.4265934	0.0370669	0.2270246	0.6172995	0.6813456	0.4918599	0.2452519	0.0485964	0.7446074	0.3878325	0.7012550	0.8457786	0.0160087	0.7596707	0.6336127	0.1984567	0.7521818	0.1266551	0.1021724	0.5962204	0.5376978	0.6250246	0.6208991	0.5196644	0.0572773	0.6971916	0.1136362	0.3492396	0.0571250	0.6249475	0.7626614	0.6859714	0.4540941	0.0001486	0.7193256	0.0160201	0.1216992	0.0357432	0.2871999	0.3522935	0.4164511	0.0195431	0.0702884	0.5508948	0.6866902	0.8935235	0.3011801	0.6159577	0.2785939	0.4073581	0.5544932	0.5593752	0.2388245	0.4672608	0.2040915	0.4099851	0.1102034	0.0557339	0.4051069	0.0966183	0.1591027	0.0018957	0.1544597	0.2683563	0.3814756	0.2678577	0.3707451	0.5626109	0.1843730	0.5172836	0.5658199	0.5567650	0.3852643	0.4725829	0.5061421	0.5623948	0.1438106	0.5233569	0.6108348	0.5689577	0.2748501	0.0718946	0.3570705	0.0113673	0.0422349	0.0874926	0.5584143	0.3912285	0.2295294	0.0144600	0.2388925	0.2379489	0.4166222	0.2127363	0.3278202	0.5847606	0.0103551	0.6273559	0.7011251	0.0559249	0.5329588	0.6424407	0.1518694	0.5701323	0.6733793	0.1390333	0.2696105	0.8583158	0.5120233	0.6750036
9000	0.5701783	0.6190317	0.6226057	0.5914755	0.7019248	0.5093352	0.2383180	0.4478124	0.4186978	0.5639390	0.5026314	0.7072520	0.0947202	0.6354675	0.3572494	0.5168320	0.1920914	0.4451497	0.6047781	0.4495772	0.1827105	0.6332649	0.5951734	0.3094452	0.7256156	0.6526687	0.3117239	0.6604587	0.4455627	0.3746367	0.5830590	0.7719613	0.6366391	0.7076514	0.6091256	0.6447289	0.6434337	0.4417671	0.2974190	0.6714822	0.3600625	0.0560598	0.1433977	0.6382432	0.6414949	0.4607405	0.1776941	0.0702208	0.6016748	0.4472502	0.6799657	0.5651061	0.0361586	0.7208478	0.6208236	0.2213013	0.7161348	0.1800056	0.0807696	0.6452798	0.5379302	0.6321180	0.5420136	0.7045384	0.0886154	0.5809435	0.0549844	0.3494908	0.0362843	0.6306305	0.7453383	0.6355013	0.5414483	0.0000250	0.5550343	0.0535879	0.1255650	0.0259113	0.2422587	0.4210183	0.3826212	0.0214867	0.0613805	0.4933218	0.4779709	0.5529005	0.2526620	0.6353707	0.3153796	0.4103385	0.7348634	0.3665098	0.4030726	0.3891041	0.2134007	0.3889496	0.0721369	0.0560284	0.4477915	0.0564780	0.1837157	0.0121787	0.2069771	0.3047452	0.4534173	0.2057019	0.4445639	0.4600511	0.2444827	0.2400452	0.5314350	0.5545054	0.5152546	0.5125567	0.3630401	0.4585113	0.1295303	0.5997079	0.6906698	0.6602520	0.3701691	0.0583114	0.3831574	0.0095782	0.0649214	0.0429975	0.5049515	0.2861300	0.2385234	0.0158617	0.2566203	0.1051543	0.4961923	0.1808375	0.3473354	0.5741705	0.0059247	0.3999753	0.6413570	0.0493899	0.5688089	0.6862791	0.1979788	0.6604827	0.5610087	0.2407530	0.2656105	0.6743726	0.5852444	0.7215361
