"Time"	uhpA	uhpT	crp	rhaR	rhaS	zraR	malI	melR	feaR	mtlR	prpR	ascG	marR	rbsR	fucR	chbR	nagC	uxuR	exuR	gutM	srlR	glcC	xylR	idnR	lsrR	galS	galR	dcuR	glpR	dgsA	malT	araC	tdcA	tdcR	hupB	hupA	gntR	cytR	yiaJ	hyfR	caiF	csgD	ompR	bolA	rstA	rob	marA	putA	pdhR	oxyR	rcsB	rcsA	gadE	ydeO	evgA	gadW	rutR	nemR	gadX	torR	soxS	soxR	fhlA	phoP	treR	fruR	glnG	cbl	nac	asnC	cysB	cpxR	baeR	flhC	hdfR	csgG	csgF	csgE	mdtE	mdtF	galK	galT	galM	galE	marB	micF	yhiD	hdeA	hdeB	galP	ygiB	manX	manY	ygiA	ygiC	manZ	tolC	gadA	fumC	gadC	mglB	gadB	mglA	mglC	acrA	acrB	idnD	uxuA	uxuB	nfo	xylA	malS	chbF	ptsI	idnK	gntK	xylB	gntU	acrD	nagA	ppiA	ptsH	idnO	chbC	chbG	crr	idnT	dctR	chbB	nupC	chbA	inaA	slp	zwf	rutB	focB	mtlD	hyfE	srlB	rutE	hyfF	hyfG	srlD	rutF	hyfB	hypF	mtlA	hyfI	hyfC	hyfH
4600	1.0764962	1.0316901	0.6087596	0.4715312	0.8265888	0.1969557	0.4802715	0.5684519	0.4328261	0.6586360	0.4085752	0.9619423	0.0710761	0.3692936	0.2711779	0.6596093	0.2231339	0.6230972	1.0563002	0.6562972	0.1771609	0.8704485	1.0301767	0.0117895	0.8091465	1.0854201	0.1655024	0.8936802	0.5731937	0.0900457	1.0465734	0.9874755	0.9070315	0.9654016	1.0151463	1.0662768	1.0403338	0.5510845	0.7809857	0.6490347	0.7098252	0.0702336	0.9551517	0.0081097	0.9723215	0.5313576	0.8670744	0.8874514	1.0779779	0.7843987	0.9528807	0.9903877	0.5773919	0.9880028	1.0059323	0.4967346	1.0226854	0.1749690	0.1772491	1.0065605	0.8771308	0.9379808	1.0360303	1.0865784	0.0004340	0.8951947	0.0020048	0.5122438	0.0401885	1.0078220	1.0452347	1.0821954	0.9771919	0.0063430	0.4044910	0.0490013	0.4200224	0.0904954	0.9749160	0.8736639	0.5841200	0.0206932	0.0106778	0.9687498	0.9082036	1.0314409	0.5538148	1.0194204	0.2969216	0.5257698	0.9844191	0.6465292	0.2016957	0.8356927	0.7974259	1.0124948	0.7847886	0.1401147	0.8130350	0.6150179	0.2036958	0.0134080	0.1016151	0.4799607	0.5520466	0.2851314	0.0911012	0.6240659	0.0990959	0.7015409	0.8400562	0.7339957	0.3918578	0.9515776	0.3029002	0.9666910	0.0707953	0.9837109	1.0736435	0.9264316	0.5417463	0.0928876	0.0719834	0.0548115	0.2307622	0.2096903	0.0383537	0.4807279	0.3669489	0.0291424	0.5956992	0.6923877	0.5778669	0.3319333	0.4418560	0.9571597	0.4550521	0.9226961	0.9511913	0.0585754	0.7935370	1.0081348	0.2610938	0.3352183	0.6744937	0.2261880	0.3571827	0.9618872	0.9252515	0.9499476
4700	0.9841596	1.0252117	0.5653832	0.3905080	0.8387088	0.2418011	0.4885487	0.5662724	0.4624865	0.6554461	0.3054094	0.9479333	0.0675076	0.3609154	0.2320664	0.5743783	0.1965535	0.6064371	0.9971391	0.5815409	0.2666716	0.8917828	1.0582729	0.0041109	0.8164976	1.0940066	0.1494177	1.0630211	0.5662033	0.0697239	1.0127409	0.9939816	0.7576340	0.9885089	0.9820741	1.0794039	1.0057413	0.6232996	0.7648265	0.6333311	0.6643467	0.0718485	0.9137428	0.0096401	1.0087674	0.4556811	0.7907449	0.8682029	1.0804582	0.8123633	0.9896655	1.0258019	0.6061213	0.9431482	0.9839331	0.5384168	1.0487183	0.1815090	0.1485722	0.9556322	0.9883548	0.9893674	1.0411220	0.9305455	0.0000541	1.1774765	0.0005668	0.5021397	0.0626306	0.9517793	0.9339773	1.0302345	0.9046461	0.0003440	0.3920580	0.0308579	0.4840439	0.0620174	0.9802430	0.8034574	0.5093246	0.0162936	0.0173436	0.9476390	0.9642099	0.9326384	0.5071004	1.0039871	0.2980701	0.4271358	0.9753630	0.7081542	0.2007681	0.8999466	0.7401647	0.9542043	0.8426579	0.1352286	0.9633241	0.5265329	0.2312668	0.0115910	0.0897433	0.4421458	0.5853394	0.3058167	0.0731065	0.7145028	0.0846243	0.6818745	0.7466650	0.6689365	0.2865311	0.9507848	0.1791216	0.9766531	0.1042652	0.9255319	0.9201476	1.0292051	0.5774818	0.1087925	0.0284792	0.0426723	0.1692081	0.2625009	0.0151914	0.3822830	0.3633907	0.0074909	0.5517464	0.6257688	0.6268830	0.3024786	0.4498464	1.0530487	0.4150289	1.0023685	0.9330809	0.0651469	0.8031551	0.9838750	0.3212351	0.4055186	0.6638727	0.2365677	0.4354666	0.9637520	0.9835297	1.0027380
4800	1.0016084	1.0438234	0.6279802	0.4010145	0.8402352	0.2184029	0.4369475	0.6551123	0.4589718	0.6227890	0.3788502	0.9029175	0.0692615	0.3353704	0.2066879	0.6282934	0.1875096	0.5129387	0.9202494	0.6342123	0.2835772	0.9923420	0.9325418	0.0087670	0.8257527	1.0351598	0.1778198	1.0116203	0.4949092	0.0889965	1.0560324	1.0525321	0.9597040	0.9909241	1.0180407	1.0084229	1.0156284	0.5904974	0.8048408	0.5650562	0.6160837	0.0517781	0.8978888	0.0069059	1.0021585	0.5629075	0.8323304	0.8879112	1.0182188	0.7138496	1.0603022	1.0038134	0.6816928	0.9372033	1.0189405	0.6095488	1.0507990	0.1987236	0.1995411	1.0221213	1.0334267	0.9620987	1.0477838	0.9120472	0.0001684	1.0242582	0.0006038	0.5233628	0.0411635	0.8931229	1.0716293	0.9527642	0.8657594	0.0000000	0.4033217	0.0218954	0.4742478	0.0715992	0.9484691	0.7830066	0.5655156	0.0103549	0.0295522	1.0706055	1.0613290	1.0004037	0.5248084	1.0004091	0.3027520	0.5380584	1.0176005	0.7096389	0.2173297	0.8785894	0.8041602	0.9671693	0.8534650	0.1163863	0.8327242	0.5808170	0.1784810	0.0305190	0.1021999	0.5543981	0.5454251	0.3829135	0.0622771	0.7351080	0.0749256	0.8174254	0.7531366	0.6918310	0.3193863	1.0000306	0.0981100	1.0310273	0.1095357	0.9959142	1.0512028	0.9644441	0.6514847	0.1050877	0.0369089	0.0368000	0.2906048	0.2253062	0.0244528	0.4098282	0.2941725	0.0154104	0.5909179	0.6494243	0.6496087	0.3362392	0.4015346	0.9720737	0.4262599	1.0072451	1.0073815	0.0735635	0.7592574	1.0520183	0.2165119	0.3591175	0.5847533	0.2682115	0.3653516	0.9357265	1.0421582	1.0164690
4900	1.0417744	0.9807886	0.5492061	0.4454686	1.0252731	0.2622632	0.4130044	0.6133039	0.4926864	0.7033449	0.3495432	0.8807382	0.1000768	0.4353900	0.2106058	0.7449382	0.2127916	0.6137865	0.9457661	0.6985860	0.2256657	0.9151164	0.9604310	0.0122165	0.7949937	0.9454662	0.1625430	1.0340712	0.5348339	0.0880503	1.0399715	1.0176467	0.8853386	1.0013775	0.9546495	1.0339966	1.0190155	0.5969496	0.8071786	0.6502460	0.7118975	0.0739483	0.9233474	0.0088804	0.9984171	0.5295558	0.8719810	0.8907657	1.0355886	0.7328811	0.9814730	0.9983110	0.6014813	1.0460499	1.0821452	0.6402562	1.0016256	0.1714806	0.1906109	0.9679894	0.9125037	1.0186998	1.0003466	0.9359087	0.0001624	0.9438347	0.0000000	0.4942163	0.0565434	0.9681870	0.9775010	0.9977572	0.7543771	0.0003802	0.3832261	0.0302800	0.3582658	0.0442160	0.9039011	0.8364895	0.5804728	0.0264430	0.0306296	0.8875550	0.9476381	1.0092345	0.7327028	1.0310341	0.2907179	0.4725314	0.9236879	0.6628952	0.2405574	0.8792731	0.9260873	0.9224210	0.7998875	0.1178013	0.8808686	0.6836957	0.2183830	0.0158484	0.1500964	0.4805342	0.5137682	0.3040417	0.1244202	0.7459107	0.1080639	0.7588932	0.7885688	0.7093331	0.2848389	1.0050915	0.0487524	0.9990068	0.1203399	0.9512019	0.9978946	0.9468360	0.5981781	0.0914566	0.0649781	0.0347216	0.1381241	0.2032875	0.0194983	0.4708394	0.3525564	0.0215671	0.4948130	0.6844226	0.6071968	0.3274974	0.5216202	1.0050882	0.4306788	0.9748068	1.0239052	0.0642328	0.7999915	1.0358872	0.2839822	0.3722866	0.7390895	0.2313116	0.4166383	1.0539395	1.0143475	1.0144102
5000	1.0506945	0.9875680	0.5841157	0.3758261	0.7823074	0.2019675	0.4199039	0.5358636	0.4046202	0.6202106	0.3376532	1.0007722	0.0661366	0.3158507	0.1622255	0.5946246	0.2012594	0.6270379	1.0474189	0.6073433	0.2349624	0.9222075	0.9579362	0.0086049	0.7456303	0.9921837	0.1115918	1.0257421	0.4699620	0.0661235	1.0416066	0.9853848	0.9406190	1.0390180	0.9838924	0.9620004	1.0119270	0.5490825	0.8815886	0.6428621	0.7351937	0.0914402	0.9404561	0.0071950	0.9992302	0.4954393	0.7796669	0.9383435	1.0003796	0.7925389	1.0207457	1.0230768	0.5584316	1.0254163	0.9619522	0.5448056	1.0126747	0.1472307	0.1842077	1.0128150	0.9133679	0.9763749	0.9450530	1.0834909	0.0007415	0.9722130	0.0014226	0.5025321	0.0474978	1.0508967	0.9540225	1.0078518	0.9486169	0.0005297	0.4005612	0.0398184	0.4060471	0.0459020	0.9438766	0.7921839	0.5553955	0.0203627	0.0222761	0.9196487	0.9980042	0.9478094	0.6361143	0.8906210	0.2748188	0.4805717	0.9754618	0.6963137	0.1885373	0.8290126	0.8477265	0.9513831	0.8285190	0.1457896	0.8535407	0.6387879	0.1948168	0.0218438	0.0896626	0.4901267	0.5063381	0.3480821	0.1102179	0.7273675	0.1069693	0.7626402	0.7807402	0.5912208	0.2705117	0.9334473	0.1298406	1.0407568	0.0919104	0.9512905	0.9546877	1.0476960	0.6636432	0.1220919	0.0642928	0.0597246	0.2664840	0.2986115	0.0165874	0.4623441	0.3569216	0.0316459	0.4855542	0.6593014	0.5899500	0.3443582	0.4322985	1.0413258	0.4153709	0.9678581	0.8656291	0.0549320	0.7086448	0.9470163	0.1972026	0.3878265	0.6383410	0.2692333	0.3369209	1.0303122	1.0250487	1.0759881
5100	1.0038620	1.0834709	0.9146477	0.6553979	1.0003232	0.5736654	0.3060421	0.3795888	0.5825010	0.7887381	0.6724386	0.9523465	0.1337936	0.7363422	0.3960319	0.7888700	0.3970092	0.6547885	0.9635539	0.6736326	0.3736914	0.9870984	1.0012684	0.4414529	0.8772727	0.9073162	0.3853446	0.8936228	0.5385134	0.3997901	0.8385872	0.9459128	0.9574336	1.0503425	0.9648088	1.0549533	0.9609231	0.6501238	0.5446590	0.8646402	0.5835253	0.0999468	0.6289547	0.4623947	0.9398997	0.6336064	0.2269362	0.1963755	0.9209794	0.5318535	1.0552648	0.9900046	0.1160178	0.9124471	0.9698738	0.5316969	0.9754206	0.1557163	0.1384656	0.9997272	0.8038728	0.9898639	1.0418024	1.0597364	0.1081925	1.0379613	0.0952478	0.3186821	0.0718297	0.9393845	0.9092682	0.9999137	0.8084924	0.0000473	1.0064956	0.0449591	0.2501647	0.0687553	0.8230357	0.7236653	0.5539812	0.0130250	0.0384658	0.9175807	0.9246514	1.0261246	0.5419132	0.9284128	0.3953825	0.5684786	0.9513067	0.6963130	0.4194423	0.6974276	0.2916632	0.9671382	0.1382355	0.1299686	0.6719688	0.3209879	0.2781751	0.0122215	0.1961973	0.4187643	0.5418986	0.3547065	0.5610050	0.9447158	0.3102156	0.5001621	0.8796663	0.7212268	0.4501932	0.8991229	0.6145259	0.9845339	0.1868452	0.8700477	0.8643260	0.9298094	0.6339440	0.0793606	0.3659078	0.0457556	0.1341435	0.2367576	0.3939842	0.6123266	0.4285187	0.0175002	0.4852812	0.2637598	0.7459998	0.2687945	0.4518585	0.8955445	0.0418097	0.6555839	1.0249185	0.0615193	0.8073936	1.0094863	0.2658129	0.7846254	0.8186865	0.2887059	0.4449941	0.9868674	0.8335767	0.9274692
5200	1.0004964	1.0554905	1.0926047	0.8551540	1.0276605	0.7052796	0.2648394	0.5819372	0.6365346	0.8390889	0.6141772	1.0011460	0.1435436	0.8706083	0.5630160	0.8044227	0.2908168	0.6555902	0.9176793	0.5233051	0.5108175	0.9469143	1.0230504	0.5014482	0.9380275	1.0178571	0.4012298	1.0063290	0.6425031	0.8536328	1.0260417	1.0378710	0.9668726	1.0174281	1.0029589	1.0412847	1.0576713	0.7396669	0.3622330	0.8860939	0.5732369	0.0965764	0.2476745	0.5730399	0.9487154	0.7542254	0.3072519	0.0775917	0.9370976	0.6106835	1.0136962	1.0204774	0.0780825	0.9594955	1.0231170	0.5443994	1.0786123	0.1806875	0.1290764	1.0314657	0.7594254	1.0258886	0.8930197	1.0318987	0.1372036	0.9557908	0.1120810	0.3534316	0.0471513	0.9816457	0.9919464	0.9796059	0.8305265	0.0010029	1.0075078	0.0524471	0.1928392	0.1065995	0.4977127	0.6931680	0.5440125	0.0521048	0.0749108	0.9868982	0.8860817	1.0553982	0.5251549	0.9581810	0.4273760	0.5213644	0.9554560	0.7618995	0.5265910	0.6740198	0.3371365	0.7868574	0.1579161	0.1362597	0.7628431	0.1042265	0.2974054	0.0104359	0.1900014	0.4442196	0.5384611	0.4217298	0.7326876	0.8313526	0.3610432	0.4633105	0.8184013	0.7987876	0.7031381	0.7326887	0.7071296	0.9745460	0.2620808	0.8706948	0.9513096	0.9925287	0.5405294	0.0754472	0.5950417	0.0303616	0.0429517	0.1072579	0.7268622	0.5431298	0.3743517	0.0132308	0.4395189	0.2183204	0.6771196	0.3582909	0.5028794	0.8969000	0.0115837	0.7356482	0.8722236	0.1019052	0.9053254	0.9231104	0.1916069	0.8964741	0.8508271	0.2573846	0.4472366	0.9140819	0.8727319	0.9771684
5300	0.9855360	0.9994855	1.0305955	0.9560771	1.0712558	0.6480008	0.2696811	0.5773691	0.6863289	0.8122100	0.5690079	0.9463616	0.1259072	0.8457919	0.6030601	0.8689600	0.3214645	0.6833522	0.9872422	0.6303768	0.3543999	1.0560825	0.9942957	0.5148632	1.0018822	1.0041641	0.4031554	1.0106045	0.6835953	0.6763089	1.0438048	1.0182729	0.9790313	1.0246925	0.9470808	1.0377979	1.0593407	0.6731805	0.4262661	0.9358919	0.6476614	0.0497812	0.2283316	0.7784841	0.9840785	0.6941441	0.3785569	0.1260296	0.9788960	0.6497681	1.0053931	1.0158387	0.0559805	1.0025598	1.0092856	0.3379300	1.0066518	0.1795941	0.1339438	1.0136008	0.8020022	1.0123599	0.9925518	0.9761278	0.1437787	1.0359936	0.1287204	0.4172955	0.0648927	0.9906314	0.9857406	1.0068353	0.8127047	0.0009608	1.0082681	0.0261550	0.1251760	0.0616633	0.4365409	0.6152063	0.5176461	0.0339581	0.0686733	0.9790491	0.9836148	1.0793407	0.4255324	0.9974256	0.4569543	0.5270822	0.9386741	0.7169921	0.4299210	0.5975146	0.2941056	0.5855373	0.2152414	0.1437931	0.8039389	0.0727716	0.2901563	0.0113314	0.1758369	0.4071384	0.5395803	0.4148984	0.5816129	0.7447750	0.3187515	0.5511829	0.8155159	0.7774999	0.6368532	0.6748646	0.7052127	0.9173491	0.2558430	0.8840305	0.9080065	1.0295034	0.4761363	0.0638894	0.5315610	0.0174645	0.0750486	0.1334413	0.7965395	0.5247232	0.4160079	0.0181376	0.3939938	0.3257150	0.6887824	0.3830457	0.5078224	0.9112821	0.0131475	0.7400940	0.9420297	0.1081528	0.9249066	0.9626856	0.1709794	0.8635739	0.8654213	0.3122872	0.3965071	1.0050105	0.9448880	1.0257303
5400	1.0043111	1.0357796	0.9863663	0.9197406	0.9816489	0.6933088	0.2492331	0.6373414	0.6370515	0.7957651	0.6258341	1.0691693	0.1191441	0.9009916	0.6563097	0.9185601	0.3361651	0.6422123	0.9040885	0.6623770	0.4235522	1.0182254	0.9651818	0.5635430	0.9030143	0.9777616	0.3921886	0.9983494	0.6697669	0.6804274	0.9919364	1.0274370	0.8868797	0.9606954	0.9347271	0.9733429	1.0574294	0.7372400	0.3908149	0.9039309	0.6436383	0.0441601	0.3167436	0.8086001	1.0424553	0.7998679	0.2896707	0.0707467	0.9915920	0.5590732	0.9363008	0.9926337	0.0556674	1.0144306	1.1409047	0.4275404	0.9644973	0.2072687	0.1165227	0.9991889	0.8362174	1.0121998	1.0243810	0.9585683	0.1197242	1.0770620	0.1486943	0.4576778	0.0671554	0.9889097	1.0203917	0.9969337	0.7581396	0.0000318	0.9699995	0.0516262	0.1440893	0.0556538	0.3502336	0.5849324	0.6032255	0.0224200	0.0666710	0.9801473	1.0095392	1.0869379	0.4686532	1.0358814	0.4417259	0.5316759	0.9626268	0.6316073	0.4976562	0.6712307	0.3235849	0.6461429	0.2157377	0.1321936	0.8195091	0.0820839	0.2910620	0.0109427	0.2316842	0.4855607	0.6309592	0.3900610	0.5457070	0.8132257	0.3488162	0.5231936	0.9274025	0.6968959	0.6452234	0.7413024	0.7037383	0.9868474	0.2044795	0.9744241	0.9048507	0.9799150	0.4788036	0.0524640	0.6203237	0.0202835	0.0930539	0.1034541	0.7991726	0.5999837	0.4109066	0.0258380	0.4344309	0.3501484	0.6649728	0.3271514	0.5571096	0.8193748	0.0196391	0.7455769	0.9820826	0.1021357	0.8583425	1.0749291	0.2360578	0.8298224	0.8692742	0.2803105	0.4524622	0.9029359	0.8875054	1.0116361
5500	1.0422204	0.9920431	1.0235915	0.8516165	0.9888524	0.7054569	0.3034544	0.5611711	0.6791484	0.7764261	0.6590247	0.9904117	0.1709580	0.9368698	0.5642507	0.8287561	0.3257578	0.6662685	1.0468851	0.5827065	0.4768166	1.0044324	1.0329391	0.5782167	0.9620221	0.9654582	0.4115061	1.0424262	0.6476218	0.7039995	1.0444208	1.0257401	0.9105049	0.9416419	1.0552013	1.0266597	0.9260697	0.7497661	0.4411220	0.8603122	0.6313682	0.0556841	0.3140500	0.8268193	1.0281309	0.6879552	0.3638263	0.0811781	1.0113904	0.5819252	0.9708191	0.9746003	0.0654775	1.0472580	1.0225207	0.4461336	1.0310760	0.1990764	0.1303187	1.0039035	0.8311130	0.9392760	0.9290175	0.8721728	0.1672790	1.0260153	0.1480703	0.4507342	0.0587176	0.9036589	1.0336552	1.0045604	0.8269215	0.0000317	1.0003582	0.0531609	0.2071180	0.0560444	0.4435028	0.5955723	0.5995262	0.0369258	0.0652300	0.9402977	0.9146624	1.0088068	0.4196832	1.0603231	0.4921501	0.5431633	0.9084238	0.6519563	0.4036587	0.6759694	0.2823770	0.5579528	0.2492279	0.1200021	0.8293485	0.0738292	0.2729376	0.0137973	0.1748699	0.4866369	0.5847102	0.3695434	0.5188931	0.8144510	0.3408524	0.6841745	0.8212570	0.7359671	0.5778968	0.6799193	0.7225998	0.9519792	0.2180897	0.9620488	0.9137127	0.9444425	0.5075508	0.0648294	0.6652259	0.0332478	0.1165714	0.1165215	0.8525004	0.4588508	0.4094059	0.0086047	0.4560557	0.4009724	0.5442822	0.4060547	0.4916522	0.9144831	0.0164322	0.7262076	0.9803465	0.1020256	0.8474779	1.0383199	0.2178752	0.9305064	0.9712743	0.2247052	0.4019629	0.9945108	0.8129429	0.9879947
5600	1.0217280	1.0505483	1.0629155	0.8811669	0.9721723	0.7391867	0.2839973	0.5414536	0.6916134	0.7407884	0.6021810	1.0119733	0.1179856	0.9501946	0.5726237	0.7535627	0.3149950	0.5891353	1.1248282	0.7447405	0.4411372	0.9676414	1.0524039	0.5170422	0.9725015	0.9040562	0.4424527	1.0504559	0.7641932	0.8265182	1.0562432	0.9802769	0.9960918	0.9476175	1.0888941	0.9862288	0.9547825	0.7446182	0.4805957	0.9431838	0.6785073	0.0376276	0.2737286	0.8012322	0.9681969	0.7235452	0.2628365	0.0517245	0.9902101	0.6363257	1.0310041	0.9342493	0.0513620	0.9758545	0.9841820	0.2943226	1.1031638	0.1904149	0.1007969	1.0624187	0.8428287	0.9801687	0.9426829	1.0709387	0.1263259	1.0679924	0.1006174	0.5797105	0.0804187	0.9131442	0.9916475	1.0415182	0.7830396	0.0002600	0.9368901	0.0662439	0.1510207	0.0390213	0.3713071	0.5771223	0.5844774	0.0606261	0.0658808	0.8962353	0.8536323	0.8995189	0.4845812	1.0226767	0.4671726	0.4944861	0.9101759	0.6578361	0.4774385	0.6092334	0.2283017	0.6713243	0.1978743	0.1483104	0.7625882	0.0699235	0.3149213	0.0052502	0.2268221	0.4106119	0.5836466	0.3622336	0.6194057	0.7807944	0.3643375	0.4433938	0.8876014	0.7492665	0.6864274	0.7755126	0.7208675	0.9068692	0.2409793	1.0001329	0.8707315	0.9957181	0.5079815	0.1084052	0.5475911	0.0187976	0.0285909	0.1151685	0.8468872	0.5342165	0.3901007	0.0275859	0.3718950	0.2587357	0.7165468	0.2686008	0.5305633	0.8054756	0.0292555	0.7904122	0.9712288	0.0714529	0.8559191	0.9275237	0.1979579	0.9281003	0.8840048	0.2207184	0.4013752	0.8734999	0.8650988	1.0263490
5700	0.9204637	0.9459601	0.9639884	0.7864346	0.9680509	0.7195897	0.2793805	0.6100899	0.5944317	0.8430142	0.5701465	1.0452848	0.1515876	0.9943174	0.5985158	0.8233712	0.3780213	0.6275047	1.0066956	0.6123133	0.4584678	1.0872235	0.9258001	0.5304320	0.9714684	0.9686754	0.4322644	0.9559651	0.6924184	0.7315962	0.9261778	0.9342830	0.9484013	1.0657664	1.0302227	1.0402222	1.0568408	0.7550004	0.4008659	0.8925724	0.7104229	0.0486709	0.2689654	0.7864028	1.0133397	0.7283269	0.2925857	0.0747936	0.9183823	0.5952128	0.9630639	0.9687222	0.0398756	0.9530805	0.9694788	0.1956031	1.0906017	0.1745327	0.1248796	1.0382656	0.8508591	1.0581584	1.0499220	0.9770978	0.1363307	0.9820856	0.0758136	0.4690619	0.0697515	0.9366095	0.9183951	0.9673277	0.7901612	0.0001267	0.9143071	0.0385798	0.1940223	0.0543920	0.4002618	0.4699893	0.5547719	0.0269213	0.0553763	0.9055174	1.0300633	1.0248309	0.4869134	0.9848135	0.5514220	0.6829906	0.9190017	0.5962325	0.3892313	0.6724779	0.2748777	0.6304897	0.2289737	0.1318017	0.7671789	0.1179730	0.3123002	0.0061005	0.2128551	0.4070549	0.5483752	0.4199065	0.5728598	0.8513564	0.3936790	0.5412536	0.8454494	0.7570104	0.6572451	0.6899103	0.7118246	0.9463276	0.2429315	0.8732634	1.0056405	0.9589370	0.5513177	0.0584847	0.6302903	0.0172547	0.0766364	0.1264210	0.7453983	0.4848179	0.3486196	0.0198478	0.3568033	0.2953360	0.5976062	0.3266060	0.5412785	0.9048497	0.0186501	0.6620174	0.9763725	0.1064422	0.8790381	1.0056027	0.1607430	0.9114189	0.7984100	0.2056115	0.3725539	0.9296185	0.8394582	0.9399605
5800	1.0467078	0.9634362	0.9923819	0.9507087	1.0298015	0.7005164	0.3094052	0.5369050	0.6644684	0.7957374	0.6001806	0.9166269	0.1269479	0.9519990	0.6192239	0.8349991	0.3721344	0.6554859	1.0843772	0.6797484	0.3834781	0.9852630	0.9268104	0.5475688	1.0121010	1.1239568	0.4094997	0.9364900	0.6103902	0.6511552	1.0140590	1.0338294	0.9783016	1.0326986	1.0157756	1.0538553	1.0293116	0.6608548	0.4152341	0.8917551	0.5680210	0.0450605	0.3062644	0.7597678	1.0128241	0.6983978	0.3193240	0.1028105	0.9992320	0.5857228	0.9644469	0.9821702	0.0631768	1.0382150	0.9586066	0.3517559	1.0826637	0.1877945	0.1409111	1.0556669	0.8882663	1.0181343	0.9720376	0.9704530	0.1407122	0.9709012	0.1126030	0.3958088	0.0743354	0.9629596	1.0245281	1.0042488	0.7713985	0.0009912	0.9928454	0.0526222	0.1903267	0.0611720	0.4531103	0.5363850	0.6457012	0.0509798	0.0588881	0.8438360	0.9514974	0.9690182	0.4488953	0.9389763	0.5411256	0.5793207	0.9562358	0.6332615	0.3942284	0.6254782	0.2505466	0.5939904	0.2147973	0.1178408	0.8214326	0.1140595	0.2956417	0.0073143	0.1736164	0.4758460	0.5919611	0.3808221	0.6660815	0.6738779	0.3049736	0.5395798	0.8344575	0.7045159	0.6628329	0.6516316	0.8163675	0.9436344	0.2348645	0.8205699	0.9386312	0.9676229	0.4896889	0.0686531	0.5635479	0.0068276	0.0322869	0.0754264	0.8031279	0.5378287	0.3884498	0.0277182	0.3818216	0.3495879	0.5925735	0.2342234	0.5144075	0.8270212	0.0206227	0.6676937	1.0377811	0.1179629	0.8563998	0.9752027	0.2021518	0.8575380	0.8406900	0.2321453	0.4150636	1.0328851	0.8022153	1.0269714
5900	0.9536453	1.0356527	1.0377409	0.9292087	0.9820649	0.7152315	0.2571424	0.5879881	0.7007081	0.8302880	0.6343575	1.0502046	0.1692308	1.0274475	0.5427275	0.7102932	0.3270278	0.6198005	0.9535961	0.6423001	0.3678855	1.0063496	0.9620229	0.5847661	0.9223140	1.0734597	0.4195070	0.9851888	0.6941653	0.6985375	1.0246066	0.9660801	0.9809887	0.9909889	1.0184643	0.9384562	0.9390554	0.6899322	0.4503853	0.8865206	0.6143876	0.0538025	0.2799796	0.7451562	0.9945693	0.7786096	0.3151454	0.0751258	0.9535740	0.6904987	1.0235445	0.9949934	0.0548962	1.0134173	1.0098193	0.3819861	1.1165887	0.1663969	0.0968561	0.9442380	0.8378185	0.9913220	1.0317684	0.8684485	0.1112645	0.9501109	0.1294721	0.5365364	0.0799081	0.9887700	1.0193167	0.9427434	0.7315316	0.0005288	0.9118374	0.0412386	0.2018355	0.0679387	0.4169065	0.5580670	0.6179292	0.0276411	0.0555197	0.8869909	0.8568860	1.0215316	0.5180706	1.0119185	0.4634693	0.5634703	0.9773504	0.7302773	0.4777165	0.6641946	0.2421976	0.6946998	0.1772610	0.1160509	0.8242608	0.0731199	0.3272200	0.0134431	0.1732563	0.6249700	0.5447363	0.3681829	0.6238113	0.7885682	0.3824922	0.4880793	0.8261926	0.6993066	0.6235640	0.7115219	0.8174213	0.8360079	0.2259776	0.8458668	0.9747466	0.9947378	0.4455199	0.0748149	0.6146639	0.0155146	0.0308305	0.0908935	0.8706584	0.5416530	0.3308752	0.0123959	0.3523721	0.2802186	0.6252735	0.3003290	0.4662137	0.9064453	0.0289103	0.7430310	1.0765965	0.1118703	0.9196004	0.9383972	0.2391225	0.8691732	0.9477889	0.3101857	0.3684558	1.0178983	0.9790708	1.0351079
