"Time"	uhpA	uhpT	crp	rhaR	rhaS	zraR	malI	melR	feaR	mtlR	prpR	ascG	marR	rbsR	fucR	chbR	nagC	uxuR	exuR	gutM	srlR	glcC	xylR	idnR	lsrR	galS	galR	dcuR	glpR	dgsA	malT	araC	tdcA	tdcR	hupB	hupA	gntR	cytR	yiaJ	hyfR	caiF	csgD	ompR	bolA	rstA	rob	marA	putA	pdhR	oxyR	rcsB	rcsA	gadE	ydeO	evgA	gadW	rutR	nemR	gadX	torR	soxS	soxR	fhlA	phoP	treR	fruR	glnG	cbl	nac	asnC	cysB	cpxR	baeR	flhC	hdfR	csgG	csgF	csgE	mdtE	mdtF	galK	galT	galM	galE	marB	micF	yhiD	hdeA	hdeB	galP	ygiB	manX	manY	ygiA	ygiC	manZ	tolC	gadA	fumC	gadC	mglB	gadB	mglA	mglC	acrA	acrB	idnD	uxuA	uxuB	nfo	xylA	malS	chbF	ptsI	idnK	gntK	xylB	gntU	acrD	nagA	ppiA	ptsH	idnO	chbC	chbG	crr	idnT	dctR	chbB	nupC	chbA	inaA	slp	zwf	rutB	focB	mtlD	hyfE	srlB	rutE	hyfF	hyfG	srlD	rutF	hyfB	hypF	mtlA	hyfI	hyfC	hyfH
6100	0.6498185	0.7480456	0.6687975	0.6100054	0.6406298	0.4514675	0.2045518	0.3416183	0.3446339	0.6044695	0.3713184	0.6902232	0.2050416	0.7377292	0.3394652	0.6315739	0.2101594	0.5345569	0.7638577	0.4180662	0.1629861	0.7391831	0.7603970	0.4043506	0.6858321	0.7122676	0.2020418	0.7102081	0.4168647	0.4659543	0.6921151	0.5878829	0.5676665	0.6669032	0.6172769	0.7070777	0.5890452	0.4127771	0.2610162	0.6029114	0.3832292	0.0449740	0.2585076	0.4897889	0.5827753	0.4716322	0.1907036	0.0733974	0.6680420	0.3582791	0.6491783	0.6876678	0.0374583	0.7147410	0.7493817	0.1873394	0.6717649	0.1813706	0.0836989	0.7195141	0.6203831	0.7252596	0.7487320	0.6390999	0.0793348	0.6949601	0.0590459	0.3341461	0.0785068	0.6896673	0.6952652	0.5928592	0.4936917	0.0000248	0.8010659	0.0627713	0.1045937	0.0445586	0.2428787	0.3709574	0.3760861	0.0259242	0.0504492	0.5227197	0.6446448	0.6842945	0.3829558	0.6774982	0.3100423	0.3855242	0.5816709	0.4409206	0.3082868	0.4895050	0.1937466	0.4023420	0.0972683	0.0946795	0.5708306	0.0719806	0.2187089	0.0013125	0.1318973	0.3107892	0.3796362	0.2304755	0.4046701	0.5132041	0.3519513	0.2789950	0.5876488	0.5548650	0.3572122	0.4700919	0.4532294	0.5246315	0.1403540	0.6552755	0.6818607	0.5845512	0.2964841	0.0594627	0.5303040	0.0114525	0.0401563	0.0376844	0.5317465	0.3496408	0.1949221	0.0236830	0.1886078	0.2164205	0.4689912	0.1912824	0.3618790	0.5870680	0.0034787	0.4749122	0.5790358	0.0467768	0.5508666	0.5309554	0.1624338	0.6342863	0.5070977	0.2051276	0.2773626	0.6434052	0.5829806	0.6739984
6200	0.7116511	0.6303598	0.7086065	0.6127998	0.7633461	0.4299179	0.1640655	0.3941998	0.4903083	0.4639303	0.4187269	0.5765277	0.1137218	0.6519953	0.3995119	0.5050528	0.2300017	0.3991398	0.7341652	0.3905080	0.3336305	0.7290161	0.7915932	0.3799658	0.7150258	0.6709577	0.1887662	0.6431323	0.4130638	0.3755488	0.7232483	0.6630478	0.5699354	0.6242863	0.6520575	0.6417979	0.7881689	0.4805071	0.3478236	0.5410967	0.4141840	0.0305165	0.2188711	0.5350504	0.6135457	0.4742903	0.2173383	0.0903964	0.6735652	0.2884511	0.7062809	0.7521258	0.0447517	0.7124871	0.5863343	0.2701855	0.7113570	0.0990361	0.1296715	0.7180311	0.5665826	0.6912719	0.8139498	0.6837494	0.0684508	0.6740033	0.1801024	0.4416360	0.0420508	0.6699118	0.5952171	0.6744721	0.4875918	0.0009084	0.6444894	0.0278100	0.0856112	0.0469191	0.2781558	0.3550877	0.3902684	0.0336083	0.0931415	0.6476396	0.6498737	0.8242570	0.3937412	0.7024176	0.3213012	0.3786709	0.6465538	0.4774498	0.2871848	0.4296205	0.2139218	0.6261132	0.1103057	0.0713346	0.5570939	0.1050390	0.1898885	0.0124368	0.1012824	0.3268547	0.3265731	0.2557473	0.4485179	0.6089051	0.1979404	0.3676811	0.5807101	0.4927255	0.4285430	0.4805890	0.3576139	0.6173912	0.1301163	0.4793812	0.6639937	0.6140196	0.3417262	0.0770225	0.4084742	0.0206953	0.0154228	0.0417429	0.6519692	0.4261172	0.2196063	0.0250933	0.2132193	0.2551755	0.4181061	0.2570851	0.3205018	0.6157285	0.0284200	0.5010699	0.6197116	0.0598352	0.5421070	0.6727091	0.1449489	0.5203880	0.7334089	0.2017785	0.3039904	0.5335173	0.5325772	0.7856177
6300	0.6247114	0.7527063	0.8093021	0.5524551	0.6605600	0.5483254	0.2255455	0.3834991	0.4419503	0.5989806	0.4056001	0.8230024	0.0870064	0.7060397	0.3095515	0.4882281	0.2253217	0.3514158	0.6306387	0.3716405	0.2996082	0.7616148	0.6256276	0.2807510	0.5070651	0.7072359	0.3245635	0.6666652	0.3690319	0.3974205	0.5852175	0.5809840	0.4853931	0.6195327	0.7514209	0.6191200	0.7202109	0.4466413	0.2904207	0.5965696	0.3962667	0.0399160	0.2710719	0.5246383	0.5933463	0.4947426	0.1974257	0.0482737	0.5999267	0.3531874	0.7032359	0.7061229	0.0600088	0.6406748	0.6610448	0.2005010	0.6810890	0.1036292	0.0854159	0.6181595	0.4448091	0.6244503	0.7590434	0.6973294	0.0748840	0.7192226	0.0901976	0.3595554	0.0588686	0.5888894	0.6560989	0.6040024	0.5222152	0.0000954	0.6929025	0.0107832	0.0946667	0.0865318	0.1879249	0.3744367	0.3379698	0.0221868	0.0636185	0.6454594	0.7154014	0.6952191	0.3410467	0.6061034	0.3820202	0.4069086	0.5952203	0.5411113	0.3204657	0.4457301	0.2469107	0.4317193	0.1495710	0.0727821	0.5485289	0.0673817	0.1636517	0.0061003	0.1095952	0.3316628	0.3199003	0.2589043	0.3598676	0.5805116	0.2518102	0.3700571	0.5553478	0.5213332	0.3599690	0.4950239	0.3597987	0.5125946	0.2200534	0.6657106	0.5876397	0.5359302	0.3326233	0.0366353	0.3535094	0.0260301	0.0488386	0.0832622	0.4505729	0.4480389	0.2359311	0.0125675	0.2665123	0.2138872	0.4009674	0.2463457	0.4224076	0.6543788	0.0086306	0.3820214	0.6470132	0.0497745	0.6064514	0.6875902	0.0919190	0.5615409	0.5004614	0.1979530	0.3276825	0.6188842	0.6258265	0.6426232
6400	0.7905203	0.6746984	0.5715181	0.6028545	0.6465747	0.3233622	0.1448238	0.3123767	0.3755494	0.3872618	0.4689997	0.8064103	0.0943761	0.6698861	0.3217229	0.5323310	0.2764101	0.5401538	0.5268475	0.3467072	0.2387913	0.5929784	0.6287994	0.3442863	0.5599542	0.6413619	0.3128223	0.6226177	0.3372372	0.4021452	0.5442323	0.6525404	0.6596773	0.5869982	0.5655111	0.7031585	0.5985920	0.5411762	0.2987740	0.5934435	0.4830552	0.0181452	0.3090014	0.3671904	0.7555703	0.3473042	0.1515126	0.0512562	0.6178036	0.3484099	0.8985798	0.7635037	0.0396229	0.5713056	0.5792252	0.1760968	0.6771027	0.0739020	0.0759460	0.7217399	0.6261259	0.6901869	0.5681325	0.6601430	0.0971602	0.5937479	0.0656483	0.3627143	0.0599728	0.6069123	0.6056346	0.7410642	0.4088406	0.0006897	0.6307321	0.0191977	0.1126048	0.0277900	0.3595779	0.3565891	0.3534630	0.0348095	0.0332698	0.6080287	0.6109693	0.7106333	0.3066995	0.6767346	0.4151412	0.4690746	0.6496619	0.5266528	0.2996270	0.5179691	0.1776389	0.5088827	0.1603396	0.0618081	0.4862812	0.0884930	0.1388296	0.0144955	0.1140151	0.2765519	0.3571607	0.2044413	0.4656078	0.6013213	0.2280117	0.3318999	0.5549920	0.3928288	0.4878630	0.4719226	0.3893287	0.5034651	0.1346226	0.6408378	0.6959808	0.5477419	0.4384010	0.0437914	0.4746739	0.0287447	0.0442535	0.1341332	0.6014662	0.3129566	0.1988736	0.0161430	0.2406905	0.2023208	0.3334965	0.1992792	0.4575372	0.6834870	0.0158927	0.4443185	0.8574051	0.0111999	0.5817658	0.4955747	0.1101149	0.6656564	0.5295113	0.0992532	0.2890473	0.7187784	0.5238891	0.7222330
6500	0.6235660	0.7317220	0.5751479	0.4733097	0.5848245	0.3995833	0.1884524	0.3008549	0.4306648	0.4672767	0.3610306	0.7058188	0.0930856	0.6495572	0.2871895	0.6849504	0.2300109	0.3966196	0.6736729	0.3932657	0.2308142	0.7216411	0.5870978	0.4656801	0.6798821	0.8549738	0.2775727	0.6419597	0.4408092	0.4633871	0.7019831	0.6299581	0.6165730	0.6628353	0.5529143	0.5167854	0.7247112	0.3713984	0.2659350	0.5825473	0.4011171	0.0538989	0.2754135	0.4699023	0.7264357	0.5316849	0.2108338	0.0655548	0.7692319	0.3817225	0.7670154	0.7647826	0.0279237	0.6157147	0.5599612	0.2224140	0.6409819	0.0948808	0.1006429	0.6199023	0.5939800	0.6857370	0.7269053	0.6083767	0.0766665	0.5888906	0.0677847	0.2201081	0.0361065	0.6684945	0.5983343	0.6608797	0.5051116	0.0005200	0.6785246	0.0239186	0.0892527	0.0338331	0.2162399	0.3859265	0.5171465	0.0463844	0.0228941	0.6121365	0.5795846	0.7812767	0.3706926	0.5616338	0.2696406	0.3566327	0.6735260	0.4237436	0.2370555	0.4649504	0.2266278	0.4421877	0.2002603	0.0995481	0.5294663	0.0448353	0.1994217	0.0087561	0.1565386	0.2376506	0.4177031	0.2628375	0.3787302	0.4917388	0.1833501	0.3336941	0.5885574	0.5451915	0.3181195	0.4420982	0.5203932	0.6030495	0.1387914	0.6136798	0.5531718	0.7844296	0.2196065	0.0357515	0.5561463	0.0230674	0.0209915	0.0919546	0.5479405	0.3640998	0.2119911	0.0168732	0.2404833	0.2229804	0.3251814	0.2483583	0.3224110	0.5018190	0.0117992	0.5082360	0.5616346	0.0423562	0.5237512	0.6762534	0.1854753	0.6747769	0.5923400	0.2511979	0.2344556	0.7121048	0.4953364	0.5713248
6600	0.6338670	0.6851469	0.5598899	0.5277938	0.7889346	0.3866300	0.1688704	0.3568447	0.4640936	0.5247426	0.4226834	0.6448232	0.1104041	0.6282739	0.3245778	0.4556281	0.1671450	0.4349263	0.6945521	0.4189781	0.2111643	0.7042526	0.6919750	0.3455477	0.7074914	0.6565958	0.2053618	0.7577064	0.5126759	0.3349548	0.6736534	0.6780216	0.6266820	0.6400114	0.7403550	0.6502115	0.6043134	0.3595549	0.3713706	0.6903433	0.3374689	0.0257496	0.2254202	0.3629697	0.6970490	0.5110579	0.2117639	0.0653094	0.6883876	0.2917091	0.6539283	0.6754490	0.0392325	0.5850587	0.6030432	0.2479449	0.6357486	0.1335988	0.0647640	0.5814246	0.5483849	0.6680321	0.6252709	0.6083467	0.1052457	0.5208005	0.0663079	0.3457097	0.0783054	0.6913104	0.6590312	0.6239948	0.5432165	0.0008303	0.6853124	0.0310616	0.1087837	0.0395726	0.2675769	0.3812807	0.3755021	0.0464446	0.0563549	0.7109585	0.6709737	0.6142567	0.3278354	0.5371789	0.3380409	0.3696471	0.7241190	0.3995684	0.2507221	0.3406738	0.2463775	0.4413595	0.1500011	0.0630257	0.5296648	0.0914277	0.1470844	0.0183982	0.1050917	0.3147071	0.3946262	0.2614336	0.4688041	0.5569731	0.2188224	0.3424541	0.4940876	0.5992230	0.4621465	0.6017036	0.5349159	0.4949978	0.1430834	0.5459344	0.6288969	0.7334145	0.4128064	0.0491492	0.4819768	0.0112147	0.0368131	0.0893555	0.6682817	0.3601706	0.2169484	0.0208644	0.2547049	0.1870292	0.3706052	0.2882450	0.3899392	0.5621954	0.0102720	0.5092150	0.6087194	0.0384008	0.4762524	0.7847063	0.1922949	0.6453458	0.6079764	0.1629698	0.3258117	0.5901326	0.5780449	0.6168951
6700	0.7006462	0.6492401	0.6359176	0.6756481	0.6451792	0.4157198	0.1644211	0.2985161	0.3692348	0.5767160	0.5122030	0.6707607	0.1203947	0.5826285	0.4378225	0.4486902	0.2605442	0.5010323	0.7958885	0.3893971	0.3765643	0.6789986	0.6878243	0.2981149	0.6910043	0.7361916	0.1716456	0.8849611	0.4418259	0.5134284	0.7477064	0.6425262	0.5532064	0.6980880	0.7442238	0.6144110	0.6743727	0.3986521	0.3409198	0.6436457	0.4619778	0.0548595	0.1907317	0.4714481	0.7041033	0.6071213	0.2852765	0.0444712	0.6819267	0.5097765	0.6867876	0.7842694	0.0252028	0.6685590	0.5687205	0.2410104	0.6800264	0.1530812	0.0721917	0.6530388	0.6793645	0.6614005	0.6722970	0.6987312	0.0483564	0.6492251	0.0932610	0.3632102	0.0548546	0.7292768	0.6362633	0.7025290	0.5341282	0.0004429	0.5863918	0.0258041	0.1259499	0.0293551	0.2825870	0.3366441	0.3501840	0.0574168	0.0475956	0.5625572	0.5463404	0.6863579	0.3399372	0.5979825	0.3841932	0.3706740	0.6141949	0.4397402	0.4145535	0.3847660	0.1675039	0.4047346	0.1649273	0.0671669	0.5437719	0.0782753	0.1792108	0.0095786	0.1791513	0.3035755	0.3914100	0.2423755	0.3340129	0.5778663	0.1642659	0.5234559	0.6912141	0.5238966	0.4412379	0.4730323	0.5743226	0.5255480	0.1891758	0.5321496	0.6466206	0.6637431	0.3731259	0.0569348	0.3986213	0.0238399	0.0164418	0.0621876	0.4292173	0.3533396	0.2280839	0.0054733	0.3001354	0.3007107	0.3634294	0.1910407	0.3446702	0.6735193	0.0105441	0.4446517	0.5574132	0.0461420	0.5476098	0.7296773	0.1702474	0.6525735	0.5831878	0.1669622	0.3555040	0.6725444	0.7524744	0.6698483
6800	0.6861378	0.7231125	0.5907966	0.5539639	0.7827353	0.4493748	0.2312779	0.3757832	0.4277116	0.4377034	0.3947959	0.6601397	0.1225072	0.6769410	0.4946903	0.5087570	0.1896167	0.4337336	0.6588361	0.3288095	0.3189784	0.6570133	0.6021102	0.2677466	0.5998844	0.5757645	0.2039775	0.7839142	0.5060039	0.5327131	0.6304628	0.6626502	0.6581069	0.6834024	0.5715926	0.4940333	0.6395840	0.5023448	0.2997665	0.6389489	0.3998602	0.0458310	0.2852109	0.4485903	0.5944150	0.5563961	0.1689361	0.0323733	0.5218003	0.3870906	0.6046993	0.7307442	0.0346832	0.5963401	0.6969938	0.2266507	0.7791436	0.0892701	0.0842406	0.7537652	0.6404610	0.8168879	0.5792408	0.6679843	0.0563987	0.7514276	0.1012606	0.2863985	0.0258813	0.7313648	0.6452947	0.6748065	0.4203285	0.0000199	0.6548358	0.0532477	0.1304205	0.0328631	0.2187782	0.3370185	0.3724608	0.0064930	0.0693780	0.6400082	0.5952388	0.6495365	0.2764929	0.7246335	0.3852525	0.3994247	0.5830335	0.4145222	0.3353419	0.3908782	0.1983833	0.4514589	0.1399303	0.0736148	0.5385781	0.0387156	0.2456619	0.0091242	0.1112277	0.3071137	0.4207192	0.2680901	0.3743504	0.4993299	0.2872455	0.3216598	0.5968494	0.4719384	0.4030616	0.4331960	0.5351174	0.5043452	0.1841193	0.5801718	0.6175059	0.6259436	0.4107905	0.0487055	0.4224214	0.0012358	0.0272318	0.0588090	0.4763473	0.3391533	0.2217646	0.0279087	0.2459937	0.2500668	0.4697152	0.2432805	0.3758691	0.5660743	0.0350585	0.4828984	0.5876376	0.0305130	0.6541102	0.7002245	0.1228183	0.5783755	0.5764559	0.1670456	0.2379262	0.6130443	0.5238363	0.5915744
6900	0.6270438	0.6832267	0.6124762	0.5122383	0.5703549	0.3888098	0.2151430	0.4050081	0.4290107	0.5961683	0.4453606	0.6186419	0.0982770	0.5935479	0.3544233	0.5902194	0.1516088	0.5067173	0.7353083	0.4526648	0.2553836	0.6511095	0.6854901	0.3737061	0.6199065	0.6646376	0.2342603	0.7063453	0.4998474	0.5192490	0.7018688	0.7451915	0.5589524	0.6012972	0.5735032	0.6337339	0.6492510	0.4983215	0.3392057	0.6956610	0.4693335	0.0438161	0.2150141	0.5036863	0.7187014	0.4678656	0.2805900	0.0419934	0.6013942	0.3584324	0.7203230	0.5882422	0.0318327	0.6187501	0.7052749	0.2852212	0.6702444	0.0892137	0.1458377	0.5795967	0.5428357	0.7190040	0.7936850	0.5646266	0.0459848	0.6854866	0.0948420	0.3377687	0.0735402	0.6104146	0.7129560	0.7273844	0.5196345	0.0014565	0.5766086	0.0178894	0.1412874	0.0220678	0.2579916	0.4361629	0.4235161	0.0210436	0.0262495	0.5877915	0.5672238	0.7108465	0.2845489	0.6865635	0.4030185	0.4041495	0.5232705	0.5425603	0.2837337	0.4138739	0.1972089	0.4355056	0.1310438	0.0656943	0.5157467	0.0286747	0.2586662	0.0238979	0.1226641	0.3965382	0.3660261	0.2609992	0.4234772	0.5349906	0.2536424	0.4890842	0.4669219	0.5037536	0.5196874	0.5916607	0.5204137	0.6956556	0.1264986	0.5740409	0.5189132	0.5697826	0.5268178	0.0451616	0.4954455	0.0787727	0.1053808	0.0823211	0.5558846	0.4455271	0.2852511	0.0025805	0.3529095	0.2889163	0.4184352	0.2071581	0.3606409	0.5994996	0.0146166	0.4845361	0.5685381	0.0393791	0.5378784	0.6656050	0.1051176	0.4975198	0.5557558	0.0909916	0.2780692	0.5459592	0.5364265	0.5986689
7000	0.6164448	0.7167197	0.6720838	0.6014535	0.5656952	0.3798271	0.2194892	0.2188841	0.4470270	0.5570014	0.3453388	0.7210224	0.0818010	0.6558957	0.3502321	0.6335685	0.2442562	0.3622979	0.5628854	0.4948659	0.2565817	0.6666293	0.5602700	0.4730382	0.6298511	0.7615428	0.2591136	0.5943544	0.4442830	0.4535870	0.7945028	0.7041551	0.5279975	0.6159107	0.6393355	0.6967765	0.6014564	0.4365219	0.2924870	0.5606692	0.4501820	0.0142295	0.2142580	0.5467961	0.6276475	0.5004659	0.1891577	0.0435540	0.7768508	0.3912456	0.6791015	0.6328998	0.0283619	0.7456732	0.6768683	0.1873062	0.7409921	0.1280986	0.1289115	0.7343224	0.5936555	0.6115147	0.7082647	0.7830036	0.0880441	0.7547651	0.0753505	0.3101082	0.0411265	0.7332586	0.6978258	0.6385776	0.5962834	0.0037218	0.7373686	0.0350627	0.1010255	0.0723870	0.2945610	0.3618193	0.3757654	0.0274525	0.0578378	0.4681524	0.6020029	0.8308094	0.3152909	0.7502364	0.3642574	0.3920379	0.6605543	0.3829413	0.3187293	0.6118071	0.1706715	0.4062424	0.1741245	0.0952217	0.4903012	0.0730684	0.1665867	0.0095690	0.1244343	0.2459887	0.3181327	0.2640966	0.5876545	0.5708070	0.2703410	0.3922604	0.4766323	0.4986866	0.3648083	0.5239984	0.5181528	0.5480983	0.1935563	0.5566302	0.7013856	0.6176402	0.3653061	0.0416329	0.4578880	0.0146161	0.0457077	0.0703217	0.5147314	0.4389393	0.2351580	0.0108546	0.2722120	0.2349614	0.4006191	0.2072311	0.3849537	0.5371960	0.0110486	0.5308226	0.5836250	0.0318924	0.5264408	0.8383955	0.1212498	0.7025006	0.5643447	0.1100084	0.2479014	0.6372495	0.6236437	0.6658069
7100	0.6126563	0.6663088	0.6149314	0.5627499	0.4708944	0.3754223	0.1712502	0.3157338	0.3383271	0.5514590	0.3716371	0.6564250	0.1161530	0.7173572	0.4204876	0.5776216	0.2670578	0.3784549	0.6694108	0.4972520	0.2256961	0.6364646	0.7075857	0.4120771	0.4922754	0.6391509	0.2708975	0.6547249	0.4008156	0.4539731	0.6750449	0.6936500	0.5413719	0.6190479	0.5642510	0.7161027	0.6699663	0.4601129	0.3042688	0.5256892	0.4968988	0.0437176	0.2105179	0.5134864	0.6008870	0.5767582	0.1996711	0.0558069	0.5736536	0.3132869	0.7047610	0.7634768	0.0527201	0.6555967	0.5725394	0.2275068	0.6626385	0.1313607	0.0987084	0.6691979	0.5578148	0.6926327	0.7162484	0.6594151	0.0974951	0.6609821	0.0956952	0.3718123	0.0399194	0.5492345	0.8599387	0.6953102	0.5745605	0.0031785	0.6079886	0.0640907	0.1389159	0.0355114	0.2451187	0.3489610	0.3143069	0.0191729	0.0365050	0.7100468	0.5777716	0.8121307	0.2886992	0.7031792	0.2818966	0.3709272	0.5922600	0.4271696	0.3366170	0.3919668	0.1904428	0.3775098	0.1471661	0.1050879	0.5722822	0.0305762	0.2529140	0.0076176	0.1663081	0.2884726	0.3936006	0.2937817	0.3908962	0.6384760	0.2511823	0.3882659	0.5221120	0.4830563	0.4613866	0.4576665	0.6410921	0.6007276	0.1683796	0.5634652	0.4530277	0.6782940	0.3845212	0.0558249	0.4658065	0.0094220	0.0848896	0.0553507	0.5680252	0.3786998	0.3182917	0.0274337	0.2626928	0.2303030	0.3920284	0.1906259	0.3105049	0.5107227	0.0139807	0.4464577	0.6011272	0.0619565	0.6217363	0.6097975	0.2033106	0.5928169	0.5192904	0.1497309	0.3279633	0.6824922	0.6193567	0.6279555
7200	0.6593476	0.7909185	0.6903236	0.6400269	0.7106102	0.4543404	0.1402976	0.4238923	0.3646957	0.5809346	0.5057707	0.6135841	0.0885015	0.6065551	0.3775255	0.5415712	0.2236672	0.3731405	0.7030097	0.5150276	0.3236074	0.6777787	0.6670813	0.3358495	0.7246747	0.6616136	0.2456036	0.4802608	0.3861481	0.6236223	0.6425612	0.6372488	0.7160062	0.6108146	0.6932471	0.6508322	0.6503113	0.4798812	0.3027682	0.6107626	0.4134228	0.0422556	0.1857731	0.5061317	0.7534426	0.3928111	0.2010622	0.0723891	0.6309144	0.2808699	0.7186900	0.6387153	0.0350578	0.7565158	0.5559311	0.2232851	0.6091551	0.1245290	0.1064637	0.7086055	0.5244341	0.6436542	0.6546808	0.7111936	0.0647967	0.5889043	0.0799726	0.4058734	0.0387998	0.6482024	0.6773046	0.4755941	0.4389628	0.0004712	0.8393235	0.0258876	0.0670471	0.0686797	0.3560017	0.3416683	0.3077350	0.0107144	0.0423958	0.6502507	0.5447890	0.7727439	0.3638369	0.6234947	0.3687056	0.3530771	0.6935778	0.4498442	0.2803333	0.4275488	0.1957340	0.2819004	0.1169678	0.1094899	0.5469779	0.0506051	0.1294289	0.0011255	0.1539058	0.3868916	0.3746640	0.1806513	0.3546954	0.6441979	0.2769017	0.3709158	0.4905883	0.6333264	0.4078694	0.4461017	0.5868795	0.6135403	0.1603840	0.5656196	0.7516309	0.7091348	0.3235841	0.0595426	0.5317556	0.0391919	0.0274157	0.0965713	0.4882014	0.3226026	0.2065825	0.0149763	0.2088467	0.1214968	0.4602353	0.2051882	0.3166911	0.5532979	0.0238381	0.5217983	0.6890732	0.0614592	0.5729463	0.6515509	0.0745813	0.7241317	0.5344626	0.1858006	0.2633985	0.6885014	0.6041216	0.6225007
7300	0.6284273	0.7460660	0.6062790	0.6350331	0.6350886	0.4666603	0.2504635	0.3865147	0.4391845	0.4607578	0.3999054	0.6991340	0.1224369	0.5783467	0.3720185	0.5560248	0.1874575	0.4633319	0.7105456	0.4507349	0.2346745	0.7237930	0.6920071	0.3812039	0.6580406	0.5463860	0.3272997	0.5130461	0.5072449	0.5272292	0.5817306	0.6373786	0.6867126	0.9330800	0.6310287	0.6800614	0.7279932	0.5157357	0.2981267	0.5894290	0.4692309	0.0197240	0.1617928	0.5147022	0.6166686	0.5175551	0.1643080	0.0439341	0.7159948	0.3862870	0.5673257	0.6765157	0.0256880	0.7554879	0.5996208	0.2156968	0.7211632	0.1039452	0.1180568	0.7855245	0.5850956	0.5865022	0.7490480	0.5920782	0.1169054	0.6718679	0.0536154	0.3386596	0.0357387	0.7408103	0.6307485	0.7559139	0.5116084	0.0003161	0.6552295	0.0134423	0.1216763	0.0354518	0.2247733	0.2629625	0.4774195	0.0224939	0.0491835	0.4849087	0.6452975	0.6419162	0.3092629	0.7534103	0.2878231	0.3164153	0.5853354	0.4117330	0.2896129	0.3970811	0.1639038	0.3150738	0.0904690	0.0905293	0.5595746	0.0323413	0.1912568	0.0087908	0.1501214	0.3153958	0.3977481	0.2370599	0.4673602	0.5146214	0.2626708	0.3485819	0.5870729	0.4451443	0.5815623	0.4630931	0.4391918	0.6162450	0.0976432	0.5362216	0.7347083	0.6534756	0.3160031	0.0297645	0.4117824	0.0179215	0.0479579	0.0690889	0.4521808	0.3024117	0.2392523	0.0058244	0.2681429	0.2274515	0.3862892	0.2073521	0.3777093	0.5864832	0.0071785	0.4164388	0.6527681	0.0406803	0.5667047	0.6049433	0.1298343	0.7051091	0.6169138	0.2224628	0.2991034	0.5568493	0.5518391	0.5539972
7400	0.5667301	0.7301671	0.7586543	0.5069186	0.5678684	0.5435166	0.1372022	0.2998760	0.3874775	0.4843604	0.3634506	0.6627490	0.0687068	0.6553595	0.3548984	0.6381361	0.2018671	0.3589091	0.6619442	0.3570678	0.4333662	0.5965047	0.7320483	0.3099135	0.4901193	0.6410321	0.2189897	0.9089327	0.4396606	0.3863743	0.6482679	0.6832502	0.6192581	0.6804374	0.7203126	0.5284513	0.6186027	0.5875043	0.3813567	0.6375973	0.4742856	0.0207459	0.1755535	0.6176288	0.7035128	0.5838662	0.1946517	0.0595645	0.6850968	0.3283779	0.5973541	0.6320414	0.0514701	0.7198043	0.6970226	0.3069905	0.7192483	0.1139816	0.1297855	0.6132540	0.4556952	0.5828081	0.5927456	0.5347588	0.1259832	0.6485464	0.1035780	0.3920055	0.0672142	0.7697196	0.5955618	0.6982393	0.5084778	0.0002708	0.6297163	0.0165938	0.1108291	0.0292746	0.2552008	0.3166579	0.3691178	0.0279297	0.0691353	0.5713741	0.6596953	0.5639209	0.2963876	0.7468992	0.2065520	0.2836849	0.5924601	0.5719532	0.2781298	0.4195532	0.1884704	0.4950688	0.2489755	0.0584156	0.6200324	0.0558136	0.2047731	0.0080429	0.1719795	0.3617891	0.4535140	0.2199591	0.3769254	0.4144594	0.3197968	0.4963137	0.5396730	0.5015157	0.4785509	0.5389664	0.4604419	0.5515309	0.1493950	0.4994950	0.6653141	0.6292328	0.3785001	0.0406636	0.3109550	0.0134025	0.0864415	0.0761288	0.6254621	0.3159920	0.2848353	0.0215161	0.2172149	0.2702984	0.4177304	0.2409322	0.3280572	0.5978924	0.0087066	0.3925518	0.6598967	0.0690169	0.6283927	0.6725446	0.1247581	0.6673554	0.5074930	0.1840441	0.2705228	0.6989170	0.4606761	0.5909690
