"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
1000	0.0606112	0.9933802	0.0445126	0.1346238	0.8773323	0.0774818	0.3926402	1.0520529	0.9274468	1.0700525

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0501300	0.9348424	0.0691190	0.1662547	0.7669039	0.1896599	0.4249653	1.0014969	0.9656657	1.0325859
100	0.0780297	0.8844733	0.0819023	0.1937978	0.8974678	0.2394931	0.4111077	1.0299718	0.9944634	1.0385729
150	0.0481740	0.8050842	0.0627430	0.2526868	0.8945714	0.3237483	0.3913016	1.0044910	1.0133010	1.0151467
200	0.0522824	0.6878917	0.0391996	0.2254795	0.8750915	0.2039214	0.4120795	1.1116755	0.9479308	1.0214379
250	0.0801693	0.7303677	0.0757441	0.1965753	0.9552598	0.1452431	0.4007562	1.0592360	0.9115268	0.9572601
300	0.0834989	0.7560539	0.0824829	0.2887847	0.9718800	0.2639603	0.4045555	1.1501532	1.0466169	0.9426120
350	0.0609549	0.7915448	0.1071503	0.3146540	0.8562529	0.4930726	0.3829290	1.0633088	1.0119225	1.0384739
400	0.0635378	0.8840310	0.1080528	0.3275624	0.7259119	0.5620006	0.3642097	0.9412727	1.0894605	1.0644605
450	0.0702491	0.9042741	0.0800671	0.2820518	0.7372459	0.5684584	0.3361884	0.8696791	1.1242893	1.0579788
500	0.0736822	0.7920483	0.0907429	0.2310315	0.8217960	0.3684803	0.3560464	1.0458324	1.1212879	1.0532359
550	0.0822614	0.9363047	0.0881118	0.2283471	0.8741777	0.3595514	0.3776212	1.0238932	1.0786966	1.0339219
600	0.0832455	0.9286398	0.0600377	0.2055637	0.8429849	0.4030235	0.4133280	1.0541930	0.9667923	0.9349182
650	0.1049373	1.0208695	0.0851656	0.2479383	0.8927987	0.2995701	0.3288029	0.9899976	0.9102230	1.0371392
700	0.0793534	1.0603873	0.0838981	0.2206775	0.8132595	0.4237657	0.3040408	1.0372040	0.8560765	0.9353779
750	0.0521405	1.0400823	0.0605916	0.1886340	0.8974136	0.3527851	0.3822824	1.0429720	0.9181244	0.9533028
800	0.0527852	1.0055740	0.0573662	0.1903474	0.9239179	0.1811819	0.3354144	1.0225827	0.9967747	0.9818739
850	0.0657197	1.0558076	0.0471139	0.1521908	0.9438787	0.1017648	0.3621782	1.0753127	1.0038096	0.9978087
900	0.0668223	0.9573154	0.0606784	0.1456345	0.9715125	0.0530043	0.3881225	0.9324736	1.0637545	1.1173309
950	0.0682469	0.9536910	0.0668986	0.1565036	1.0658273	0.1802249	0.4078207	0.8242350	0.9416699	1.1436315
1000	0.0632334	1.0039558	0.0490023	0.1373901	0.9938727	0.1835887	0.3839397	0.9259512	1.0002251	0.9834765

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0603833	1.0380983	0.0640579	0.2048161	0.8704577	0.2353306	0.3165169	0.9033889	0.9456622	1.0386125
100	0.0956793	0.9981663	0.0633864	0.1423977	0.8159183	0.1810991	0.2680236	0.9143805	0.9935168	0.9115597
150	0.0570226	0.9486048	0.0491259	0.1787015	0.8273518	0.1644478	0.1868158	0.8935897	1.0305058	1.0400504
200	0.0801239	0.9654895	0.0539160	0.1493598	0.8597254	0.0989829	0.1784818	0.8985109	1.0694994	1.1180097
250	0.0851593	1.0143773	0.0696114	0.1494962	0.7833443	0.1184923	0.2110386	0.9085120	1.1259421	1.1772945
300	0.0774853	1.0962294	0.0486059	0.1649734	0.8945171	0.1562173	0.2111488	1.0446058	1.0680400	0.9257740
350	0.0371275	1.0530125	0.0592278	0.1121478	0.8770238	0.1066495	0.1617899	1.0618648	1.0405897	0.9781255
400	0.0660823	1.0555572	0.0413034	0.1278638	0.8515271	0.0525392	0.1972826	1.0553669	1.0206022	1.0168322
450	0.0536567	1.0165862	0.0516855	0.1053505	0.9709325	0.0790606	0.1800655	1.0293504	0.9522664	0.9172450
500	0.0401594	1.0247756	0.0622255	0.0939020	0.8685675	0.1282595	0.1841095	0.9876631	0.9608040	0.9019750
550	0.0534903	1.0625777	0.0492615	0.1662821	0.9490476	0.1121398	0.2511485	0.9680769	1.0000308	0.9685010
600	0.0276636	1.1351491	0.0386607	0.1400873	0.9199195	0.0688154	0.3772471	1.0031542	0.9901723	1.0292918
650	0.0378384	1.0320406	0.0704322	0.1689168	0.9600631	0.1241739	0.3910366	1.0768156	1.0886529	0.9616785
700	0.0457379	0.9975476	0.0497882	0.1320655	0.8564897	0.1131820	0.4010456	0.9409510	1.0664913	1.0056836
750	0.0713695	1.0482026	0.0674590	0.2117504	0.8660054	0.1119730	0.3790279	1.0743905	0.9626120	1.0211583
800	0.0692661	1.0279934	0.0697775	0.1813447	0.9049215	0.1719763	0.3636394	0.9259194	1.0592423	0.9831594
850	0.0595597	0.9703320	0.0700999	0.2002390	0.9023209	0.2181111	0.4004328	0.9331028	0.9717790	1.0029990
900	0.0618470	0.9655804	0.0545573	0.2042581	0.9888900	0.2407540	0.4349525	0.9981343	0.9747698	1.1094281
950	0.0930307	1.0475335	0.0598993	0.1898841	1.1290745	0.2537839	0.4080559	1.0553106	1.0093409	0.9838336
1000	0.0802814	0.9498671	0.0504502	0.1518685	0.9984349	0.2099115	0.4299530	0.8733092	0.9461902	0.8959451

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0674429	0.8767924	0.0484502	0.1485840	0.9114733	0.3985711	0.4395368	0.9189399	0.9245297	1.0352196
100	0.0237027	0.5983605	0.0795243	0.1479980	0.8745559	0.5795224	0.4056000	1.0546123	0.9061217	1.1097384
150	0.0329595	0.4164937	0.0807233	0.1824628	0.9924344	0.6233584	0.3785376	1.0251290	1.0105599	1.0611658
200	0.0403595	0.3348224	0.1611741	0.2050617	0.8868483	0.7279883	0.3505400	1.0211374	0.9057260	1.0430480
250	0.0737535	0.2498263	0.2490912	0.2311681	0.8126725	0.8797311	0.3081569	0.9955356	0.9936388	0.8739554
300	0.1518153	0.2312065	0.3099649	0.2532352	0.8569347	0.9455996	0.2563312	0.9993215	0.9579316	0.9425825
350	0.2228677	0.1994110	0.4201593	0.2494739	0.9501131	0.9805122	0.2120131	0.9373338	1.0544661	0.9772219
400	0.2912102	0.2143623	0.4253701	0.3246797	0.9552137	1.0718437	0.2284075	0.9836473	1.1250789	0.9546370
450	0.2881937	0.1956434	0.4025640	0.2585192	0.8745516	1.0003759	0.1875137	1.0041118	1.0563832	0.9200838
500	0.3101354	0.2378502	0.4534163	0.3035054	0.8692355	0.9972258	0.1820634	0.9264443	1.0104736	1.0407143
550	0.3134798	0.4287083	0.4126723	0.2417487	0.9040714	1.0658305	0.1490761	1.1048872	1.0859638	1.0295347
600	0.1569199	0.7204659	0.2543518	0.2480160	0.8404584	0.9454697	0.1483223	1.1032470	1.0372922	1.0794325
650	0.0925330	0.8076808	0.1518574	0.3286465	0.8585691	1.0578324	0.1683247	1.0465255	1.0589875	1.0321033
700	0.0844705	0.8686067	0.0990097	0.2845997	0.8201436	0.8719019	0.2117769	0.9667199	0.9584933	0.9296752
750	0.1233944	0.9046560	0.0830487	0.2083034	0.7286918	0.6557906	0.2904941	0.9158740	0.9749831	0.9883769
800	0.0859768	0.8526269	0.0624630	0.1706342	0.7981651	0.3992983	0.3535028	1.0367299	0.9856759	1.0557890
850	0.0714016	0.8760478	0.0474576	0.1769233	0.8252787	0.2785838	0.3920930	1.0186659	1.0616883	1.0589303
900	0.0667227	0.9838350	0.0458657	0.1348066	0.9128382	0.1911365	0.3929686	1.1954763	0.9253068	0.9849139
950	0.0568784	1.0346767	0.0406485	0.1291719	0.9250283	0.1467184	0.3946736	0.9512886	0.9441255	1.0208583
1000	0.0677866	1.0067664	0.0612280	0.1735399	0.8665476	0.1173913	0.4193287	0.8898163	1.0373480	1.0623332

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0374323	0.9405952	0.0707634	0.1774733	0.8541589	0.1837730	0.3061439	0.8564175	0.8325396	1.0413203
100	0.0205458	0.9975627	0.0939904	0.1319213	0.8619158	0.3491149	0.2412553	1.0209593	0.6702067	1.0133527
150	0.0085101	1.0142254	0.0584895	0.1800117	0.8519691	0.4475698	0.2056586	1.0621634	0.6261160	0.9353890
200	0.0011532	1.0103072	0.0540059	0.1511499	0.8592620	0.2920988	0.1798185	1.0197373	0.6064945	0.9214478
250	0.0020289	1.0090779	0.0528711	0.1707299	0.8814003	0.1932817	0.1956769	1.1258557	0.5168228	0.9622686
300	0.0001159	1.0292816	0.0517237	0.1911944	1.0079969	0.1401956	0.1820438	0.8635128	0.5140941	0.9695668
350	0.0007109	1.0622650	0.0421047	0.1243076	1.0277786	0.1142876	0.2060276	0.8586008	0.5752018	1.0262875
400	0.0031329	1.0866084	0.0645292	0.1208290	1.0720015	0.1213290	0.2719152	0.9400023	0.5513394	1.0513674
450	0.0069002	1.0143722	0.0756296	0.1557851	0.9359953	0.1485046	0.2409057	0.9369690	0.6440051	0.9409188
500	0.0013794	1.0517549	0.0456147	0.1660853	0.9025119	0.1790110	0.2009432	0.9279405	0.5854244	1.0720041
550	0.0173840	1.0867576	0.0729364	0.1500840	0.8647051	0.0813422	0.2513545	0.9916265	0.6192120	1.0085797
600	0.0440693	1.0291766	0.0698621	0.1807399	0.9391659	0.1657403	0.3291928	1.0110691	0.8837372	0.9686423
650	0.0533415	1.0426012	0.0572651	0.1278104	0.9078067	0.1960982	0.3504969	1.0298526	1.0066634	1.0500767
700	0.0702257	1.0006977	0.0546843	0.1308488	0.9327202	0.1452513	0.4042991	0.9837982	1.1126956	1.0949598
750	0.0687662	0.9939121	0.0426139	0.1175484	0.9333780	0.1483825	0.3506373	0.9254144	1.0197632	0.9730416
800	0.0780333	0.9680425	0.0739798	0.1480355	0.8798288	0.1596230	0.4291413	1.0526942	1.0073179	1.1244332
850	0.0568420	0.9988910	0.0777569	0.1359943	0.8405182	0.2050010	0.4033710	0.9586390	1.0124780	1.0114885
900	0.0878103	1.1350060	0.0690696	0.1840082	0.7861699	0.2937549	0.3800385	1.0366851	1.0362115	0.9471388
950	0.0955970	1.0706694	0.0687502	0.1560459	0.9036133	0.2519242	0.3737789	0.9932518	0.9987402	1.0050131
1000	0.0847693	1.0361023	0.0432897	0.1452982	0.8423985	0.2033886	0.3849314	0.9459902	1.0227712	1.0989364

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0702889	0.8945210	0.0595881	0.1917167	0.8382768	0.3751657	0.3759045	1.0111067	0.8617847	1.0465874
100	0.0502589	0.6243089	0.0182244	0.1344459	0.8630998	0.1727229	0.3055560	0.9190529	0.9490364	1.0797184
150	0.0520713	0.4450318	0.0367991	0.0867253	1.0141942	0.0645348	0.2530177	0.9723321	0.9038957	1.1307632
200	0.1122208	0.3412542	0.0458752	0.0897414	0.9167994	0.0250055	0.2445037	0.9988217	0.8313953	1.0692440
250	0.1181938	0.3419958	0.0423172	0.1301765	0.8825849	0.0524444	0.2392954	1.0075688	0.8573270	0.9258139
300	0.1776419	0.3289057	0.0703259	0.1113077	0.8614312	0.0609930	0.2357884	0.9821759	0.7988347	1.1306623
350	0.1921678	0.3203706	0.0482065	0.1436835	0.9369304	0.1833508	0.2291099	1.0505584	0.7770151	0.9662469
400	0.2748831	0.3393912	0.0542175	0.1442080	1.0713364	0.1315363	0.2226379	0.9522384	0.7346359	1.1173501
450	0.2596635	0.3257272	0.0377452	0.1098717	1.0069013	0.1239524	0.1867217	0.9618017	0.7508626	0.9803432
500	0.2268317	0.3198774	0.0596621	0.1022939	0.9135715	0.0356725	0.2027243	1.0541686	0.8144457	1.0518965
550	0.2049713	0.4338191	0.1339867	0.1482066	0.9686338	0.1990750	0.2252968	0.9819218	0.9750807	0.9655795
600	0.1642755	0.7071501	0.1373928	0.1933030	0.8046912	0.5687980	0.2810833	1.0169438	0.9818503	0.9361709
650	0.1190961	0.8457284	0.1311206	0.1949204	0.8841542	0.7310880	0.2700808	1.0889358	1.0046558	1.0746753
700	0.0888249	0.9604453	0.1165307	0.2062787	0.7976902	0.9086971	0.2805298	0.9397418	1.1172412	1.0807686
750	0.0630742	0.9953358	0.1198291	0.2242371	0.8394401	0.7939607	0.2805807	0.9558199	1.1045688	1.0422050
800	0.0835948	0.9394989	0.0766344	0.2372712	0.8894570	0.7427510	0.3171547	1.0714386	1.0529139	0.9521272
850	0.0954276	0.8881893	0.0561291	0.2406177	0.8341772	0.3362647	0.3626324	1.0665665	1.0624207	1.1304561
900	0.0905851	0.9317899	0.0835382	0.2151428	0.8866776	0.3332060	0.3979076	0.9340053	1.0145035	0.9263397
950	0.0808379	1.0744169	0.0743115	0.2071496	0.8561251	0.2134565	0.3657007	1.0733033	1.0879293	0.9107688
1000	0.0532842	1.0515613	0.0499956	0.2006982	1.0399306	0.2135400	0.3753104	0.9708502	1.0278756	0.9224702

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0698195	0.8494249	0.0479086	0.1370502	0.9488769	0.1444646	0.2488670	0.9549253	1.0234117	0.9402775
100	0.0735534	0.5770148	0.0237899	0.1091591	1.0266885	0.0915617	0.1271910	1.1155687	1.0172283	0.9790718
150	0.0788066	0.3635817	0.0217857	0.1227505	1.0477846	0.0608793	0.0625200	0.9088410	1.0077938	1.0305440
200	0.0920466	0.3367952	0.0223504	0.1119841	0.9467193	0.0372802	0.0470044	0.9541564	1.0214144	1.0444709
250	0.1304657	0.2377551	0.0263254	0.0604967	1.0054659	0.0447918	0.0205703	0.9802003	1.0316549	1.0118017
300	0.2593972	0.2089316	0.0483047	0.1030203	1.0237408	0.0372310	0.0171292	0.9029039	1.1995722	0.9796513
350	0.5007887	0.2068991	0.0232841	0.0958176	0.9187263	0.0375526	0.0115821	0.9970629	1.0917158	1.1100035
400	0.6341329	0.2227367	0.0385927	0.0911479	0.9735783	0.0526972	0.0097503	1.0085772	1.0712870	1.0330745
450	0.6540623	0.2247040	0.0479325	0.1194666	0.9287453	0.0743745	0.0097597	0.9740173	1.1238003	0.9469935
500	0.6882426	0.1740412	0.0335293	0.1030238	0.9718354	0.0548775	0.0054439	0.8891269	1.1641413	0.9976937
550	0.7497853	0.3110071	0.1917859	0.1279693	0.9680737	0.2665771	0.1079734	0.9694267	1.1333895	0.9630503
600	0.5362524	0.6531144	0.2528304	0.1736478	0.8223621	0.7121873	0.1931869	0.9384756	1.0865084	1.0729933
650	0.3172418	0.8586016	0.1774990	0.2149463	0.8019219	0.8781432	0.2202312	0.9307182	1.0495052	1.0701369
700	0.1821956	0.9047131	0.1219713	0.2742877	0.8415651	0.9051210	0.2929988	1.0094290	1.0994697	1.0036849
750	0.1336313	0.8810643	0.0903110	0.3432751	0.8314717	0.8209124	0.3679174	1.0017669	1.0726214	0.8755499
800	0.1419046	0.9402251	0.0659925	0.2967469	0.8976705	0.4330798	0.3630993	0.9423456	1.0385854	1.0090445
850	0.1132612	0.9473611	0.0580580	0.2126350	0.9387041	0.2977630	0.3653001	1.0043162	0.9812990	1.1002982
900	0.0829455	0.9608462	0.0569404	0.1380640	0.9717614	0.2072926	0.4075677	1.1099353	0.9984652	0.9371650
950	0.0857435	0.9899213	0.0743278	0.1606434	0.9275888	0.1891493	0.3660743	1.0515335	1.0382433	1.0156361
1000	0.0692586	1.0278359	0.0549883	0.1369218	0.8671590	0.1700033	0.3974436	1.0683109	1.0583113	0.9578314

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0434257	0.9331005	0.0330938	0.1314881	0.8038138	0.1418086	0.3845637	1.0050934	1.0054340	1.0364975
100	0.0290327	0.9466062	0.0309956	0.0825088	0.8816300	0.0814831	0.3660934	0.9864172	1.0014653	1.0042868
150	0.0250967	0.9017905	0.0162822	0.1022583	0.9328529	0.0355344	0.4140283	1.0306433	0.9617141	1.1019557
200	0.0090207	0.8322921	0.0135591	0.0563558	0.8393016	0.0347575	0.3771470	0.9695788	1.0204871	1.0254201
250	0.0015019	0.9633706	0.0069625	0.0560966	1.0893260	0.0315747	0.4478038	1.0404574	1.0435609	1.1490315
300	0.0015444	0.9724043	0.0057390	0.0259149	1.0803267	0.0245189	0.4221578	1.0982040	0.9465426	0.9947318
350	0.0019724	0.9071660	0.0069720	0.0211893	0.9768697	0.0180333	0.4421190	1.0492494	0.9694007	1.0067226
400	0.0011274	0.9442829	0.0024168	0.0116337	0.9613991	0.0131706	0.4431746	0.9776630	1.1391257	1.0236255
450	0.0015743	0.9666130	0.0172750	0.0122154	1.0216073	0.0153203	0.4527256	1.0234149	1.0701002	0.8354391
500	0.0043883	1.0109880	0.0147868	0.0379315	0.9368766	0.0172008	0.4226120	0.9961306	1.0601475	0.9545565
550	0.0191020	1.0261417	0.0332524	0.0549784	0.9222165	0.0105871	0.4833395	0.9297236	0.9452866	1.1327712
600	0.0561889	1.0314332	0.0405436	0.0424098	0.8801197	0.0406963	0.5200089	0.9305592	0.9339327	1.0625451
650	0.0805982	1.1374148	0.0432741	0.0926090	1.0148642	0.0495170	0.4856778	0.8499982	0.9798180	1.0050739
700	0.0872200	1.1022614	0.0384537	0.0784693	1.0145373	0.0664852	0.4466888	0.9163084	1.1465838	1.0016315
750	0.0793088	1.0123538	0.0635754	0.1178983	0.9971606	0.0816554	0.4714088	0.8899827	1.0447822	0.9964716
800	0.0909669	0.9817451	0.0701789	0.1820077	0.9000527	0.1299431	0.3928095	0.9569847	1.1159402	1.0076036
850	0.0699956	0.9679959	0.0683777	0.1941291	0.9061803	0.2397050	0.4446265	1.0076753	0.9904635	1.0206760
900	0.0716692	0.9326935	0.0416614	0.1456246	0.8833136	0.1506874	0.4638910	0.9799528	1.0538399	0.9431631
950	0.0597182	0.9565709	0.0731510	0.1457078	0.7830191	0.1161035	0.3685323	0.9775999	0.9664074	0.9073494
1000	0.0682141	0.9673381	0.0658290	0.1877848	0.9412676	0.1786245	0.3294334	0.9032134	0.9486743	1.0236083

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0843922	0.8717266	0.0395995	0.1530532	0.7972591	0.2557113	0.3410661	1.0152015	0.8533824	1.0177015
100	0.0543930	0.8019859	0.0220966	0.1246272	0.9528003	0.0779190	0.3825721	1.0835907	0.6409508	1.0040164
150	0.0555679	0.7051857	0.0243637	0.0822783	0.9541934	0.0603280	0.4134843	1.0557021	0.5023578	0.9052608
200	0.0773961	0.5213677	0.0104942	0.0740751	0.9450555	0.0386053	0.3970043	0.9360192	0.4427313	0.9676474
250	0.0543490	0.4592845	0.0271275	0.0386397	0.8681469	0.0235039	0.4977189	0.9827115	0.4515636	1.0477360
300	0.0641649	0.4879571	0.0282634	0.0742517	0.8919649	0.0289442	0.5407644	1.0406719	0.4175360	0.9349419
350	0.0940463	0.5015543	0.0061803	0.0546498	0.9229047	0.0303919	0.4506705	0.9404114	0.4245317	0.9726165
400	0.0893979	0.5052787	0.0046903	0.0329399	0.9545827	0.0143344	0.5479615	0.9990189	0.4068044	1.0055406
450	0.1222728	0.4558611	0.0055209	0.0057966	0.9847053	0.0291908	0.4497273	0.8623973	0.4568322	0.9274662
500	0.1040393	0.4808953	0.0070694	0.0240503	0.9088834	0.0215943	0.4690362	0.8467862	0.4692184	0.9873293
550	0.0913073	0.6661462	0.0513043	0.0354433	0.9364203	0.0436126	0.4197423	0.9882494	0.6625404	1.0475286
600	0.0868263	0.8274861	0.0711383	0.0889677	0.9202144	0.0902922	0.4065800	1.0304280	0.8675019	0.9856028
650	0.0470758	0.9082285	0.0486986	0.1377248	0.9090048	0.1159752	0.3524494	1.0661624	0.9146161	0.9989863
700	0.0620189	0.9926316	0.0779034	0.1685533	0.9546465	0.1317519	0.4403861	0.9742977	0.9640400	0.9108095
750	0.0755548	0.9759079	0.0875346	0.1916369	0.9020643	0.2894753	0.4362797	0.9222481	0.9439613	0.9498676
800	0.0480598	0.9593541	0.0698716	0.1851279	0.9136284	0.3155937	0.4206216	0.9665591	0.9082543	1.0646798
850	0.0399711	0.9160192	0.0490604	0.1703558	0.8746797	0.1850183	0.3520244	1.0059042	0.9183816	0.9773427
900	0.0397019	0.9911035	0.0498942	0.1735114	0.9271692	0.1025046	0.3460496	1.0788759	1.0378767	0.9771914
950	0.0405586	1.0313926	0.0297119	0.1322465	0.8280736	0.1074185	0.3541793	1.0388025	1.0488950	0.9449537
1000	0.0795790	1.0761495	0.0409653	0.0982752	0.9273873	0.0495449	0.4152006	1.0300463	1.0437346	0.9542624

0	0.0530248	1.1207783	0.0843959	0.2049674	0.8690287	0.1793440	0.3828486	1.1303030	0.9488579	0.9595163
50	0.0677075	0.8024448	0.0334314	0.1556410	0.9271194	0.0815717	0.3532505	1.1456206	0.9249660	0.9721774
100	0.0698774	0.5802346	0.0274614	0.0967708	0.8853499	0.0449886	0.3936879	1.0364140	0.8583093	1.0040156
150	0.1003622	0.4104847	0.0325503	0.1102554	0.9966113	0.0300652	0.4863458	0.9284699	0.8165328	0.9523853
200	0.1439414	0.3290208	0.0499871	0.0825648	1.0518169	0.0211645	0.4434619	1.0043149	0.7042309	0.9134231
250	0.2570679	0.2523471	0.0387508	0.0957657	1.0604349	0.0545901	0.4768910	1.0708842	0.7332060	0.9734763
300	0.3197323	0.2019743	0.0321940	0.0824329	1.0121454	0.0506989	0.4200485	1.0259762	0.6650033	1.0373436
350	0.5056806	0.2129723	0.0164545	0.0902493	0.9903542	0.0383762	0.3923250	1.0519448	0.7216019	1.1197520
400	0.5545097	0.2639220	0.0321973	0.0935293	0.9026316	0.0363345	0.4079252	1.0426259	0.7586621	1.0237909
450	0.5511256	0.2217258	0.0350094	0.0677100	1.0930590	0.0177954	0.4895611	1.0488278	0.7908489	1.0068481
500	0.5801608	0.2571089	0.0523592	0.0829856	1.0544880	0.0640951	0.5255143	0.9982162	0.7660036	1.0568854
550	0.4892761	0.4607718	0.1684622	0.1417046	1.0444710	0.2248453	0.4786188	0.9485215	0.8609122	0.9658482
600	0.3511855	0.6531787	0.1694304	0.2164865	0.8552240	0.5832542	0.3584786	1.0642112	0.9346415	0.9863149
650	0.1911474	0.7664893	0.1548674	0.2430850	0.9340856	0.9314866	0.3665124	1.0441460	1.0695037	1.0273488
700	0.1006221	0.9701095	0.0917104	0.2302926	0.8900303	0.8176679	0.3448060	1.0481177	1.1095188	0.9946174
750	0.0720798	0.9912176	0.0731848	0.2175192	0.9038932	0.6191581	0.3636906	1.0227616	1.1455559	0.9249442
800	0.0774638	1.0282881	0.0664010	0.2171778	0.9470073	0.3990201	0.4023501	1.0726240	1.0708970	0.9112508
850	0.0567828	1.1302726	0.0528463	0.1617682	0.9454537	0.3154493	0.4011836	1.0266328	1.0943090	0.9640590
900	0.0843639	1.1474638	0.0534082	0.1582191	1.0247781	0.2096294	0.3864505	0.9330865	0.8899113	0.9198454
950	0.0387739	1.1220221	0.0477854	0.1525254	0.9299267	0.1518200	0.4504241	0.9641812	0.9565482	1.0404966
1000	0.0448271	1.0038372	0.0573075	0.1442907	0.9516191	0.1122211	0.3510194	1.0913243	0.9924969	1.0419936
