"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
200	0.4548545	0.6627333	0.7305242	0.3994926	0.2410660	0.0243442	0.0288645	0.1438903	0.1919637	0.8701292	0.6593001	0.3347982	0.6177628	0.5629100	0.4245043	0.0872812	0.3309712	0.4224990	0.0000068	0.1752142	0.1645806	0.6271317	0.0383907	0.2997934	0.7194798	0.3257509	0.2674022	0.0115422	0.1739720	0.5834708	0.0480740	0.5780412	0.5110469	0.6919216	0.3466012	0.2211313	0.1322376	0.7516204	0.4569023	0.3017125	0.4177961	0.1098477	0.6715141	0.6364450	0.1743181	0.3607228	0.2284814	0.0013227	0.0232470	0.6606229
300	0.4230102	0.7660528	0.6672343	0.4032279	0.2216312	0.0170838	0.0007131	0.2187903	0.0782742	0.5680308	0.7700707	0.2873308	0.5554615	0.6080850	0.2431540	0.0890013	0.3081833	0.3712534	0.0015320	0.3002676	0.0502460	0.6694135	0.0058108	0.3328915	0.8060825	0.1877127	0.3477008	0.0008119	0.0823984	0.6159009	0.1006692	0.4587403	0.7885513	0.7309327	0.6158978	0.3841069	0.0816114	0.7408800	0.4815544	0.2611535	0.5354549	0.1377174	0.7989625	0.7354401	0.2516546	0.3342941	0.2228722	0.0012280	0.0232546	0.6615441
400	0.4029039	0.7059444	0.7377559	0.3844486	0.3551388	0.0273223	0.0213322	0.1581477	0.0472345	0.6590707	0.7212905	0.2672020	0.6075831	0.6271400	0.1531856	0.1249668	0.2814264	0.3392688	0.0015064	0.2244894	0.0143370	0.7631163	0.0133794	0.2847831	0.7479290	0.3161243	0.2602757	0.0003466	0.0696921	0.6275358	0.0933992	0.3789667	0.6935165	0.7265286	0.5551967	0.5726265	0.0644840	0.6913473	0.5095779	0.3632331	0.5481490	0.1638267	0.6614144	0.5654504	0.1942644	0.2577584	0.1791398	0.0011548	0.0497008	0.7120827
500	0.5258484	0.6333036	0.6417757	0.3889146	0.2191827	0.0222833	0.0179454	0.1030516	0.0746730	0.6381393	0.8620040	0.3614346	0.5808794	0.6965031	0.2504135	0.1485643	0.2616677	0.2927247	0.0073244	0.1976461	0.0622770	0.6798805	0.0136722	0.3092117	0.7898641	0.1394584	0.2033514	0.0013261	0.1234544	0.4895658	0.0864216	0.3201788	0.7173857	0.8545418	0.5284216	0.6113341	0.1294282	0.7898035	0.4867940	0.2904565	0.5664474	0.2359035	0.6513077	0.6538969	0.1933373	0.3796811	0.2930536	0.0008072	0.0377823	0.8413625
600	0.5063301	0.6455455	0.7793306	0.4072271	0.3065744	0.0370098	0.0576449	0.0815026	0.0861653	0.6204797	0.7268616	0.2915899	0.8004784	0.4814917	0.2341873	0.6024033	0.3318344	0.6125322	0.0021103	0.3220082	0.4452106	0.6492037	0.1253093	0.2490472	0.8539456	0.2817903	0.6396445	0.0547173	0.7384499	0.5160257	0.0454849	0.4318297	0.7556974	0.7670330	0.5667410	0.5926150	0.5290728	0.6933002	0.5854221	0.2209234	0.7231816	0.2542619	0.4588972	0.4635990	0.2418875	0.4326218	0.1970441	0.0134369	0.0195579	0.8306560
700	0.5123489	0.8340825	0.7890293	0.4186622	0.2272484	0.0279350	0.0689416	0.0793820	0.1940931	0.7114830	0.7327429	0.3091196	0.7128404	0.4546902	0.2471747	0.7893121	0.3798598	0.5830641	0.0038756	0.1899851	0.7022539	0.5687339	0.1678551	0.1054342	0.7388448	0.4120022	0.8723321	0.0274570	0.7339041	0.6700693	0.0345639	0.6108719	0.6849549	0.7481433	0.2831081	0.3676778	0.6060115	0.8253997	0.7026676	0.2237199	0.5016666	0.5548741	0.5267715	0.3152846	0.2634811	0.2106577	0.0767350	0.1501711	0.0233309	0.7006453
800	0.4278838	0.7690205	0.7468242	0.3716230	0.2582278	0.0195592	0.0855897	0.0220859	0.4011418	0.7354631	0.8056696	0.3169832	0.7756181	0.3831201	0.3889352	0.8379348	0.3809232	0.6994257	0.0005814	0.2966647	0.6749880	0.6316227	0.1350923	0.0801930	0.9117075	0.5260654	0.7306519	0.0438848	0.6228393	0.5420806	0.0260524	0.5722232	0.7425808	0.7322462	0.1771982	0.3051516	0.6967949	0.7273012	0.7629442	0.3043418	0.4701274	0.5921442	0.3896838	0.3532555	0.2800708	0.1332445	0.0511592	0.1917254	0.0232554	0.5222119
900	0.5113005	0.6294068	0.7086197	0.3805554	0.2326025	0.0290507	0.0379950	0.0194035	0.5591040	0.7083404	0.7903108	0.2620623	0.6426794	0.2814926	0.6207520	0.9100821	0.3862995	0.7925382	0.0054856	0.1857761	0.7751575	0.5849090	0.0928358	0.1096086	0.6472089	0.3359221	0.6224733	0.0203100	0.6088741	0.5329989	0.0402838	0.9793607	0.7641615	0.6794350	0.2337429	0.1253125	0.7337791	0.6658426	0.5585349	0.4800616	0.4289901	0.5586142	0.5182958	0.2880393	0.2783919	0.2031921	0.1117648	0.1655210	0.0056053	0.7831444
1000	0.4668064	0.6586933	0.7639571	0.3373669	0.2337161	0.0220232	0.0504836	0.0184094	0.5146667	0.7227256	0.5869172	0.3336965	0.5837664	0.3915288	0.5412168	0.6733516	0.4238075	0.7445842	0.0052138	0.2240565	0.7738264	0.6349902	0.2163266	0.0353316	0.7389913	0.3449393	0.6812491	0.0208401	0.7047897	0.5807790	0.0286866	0.6826972	0.7363750	0.8845568	0.2220639	0.1909315	0.7372516	0.7212038	0.7503926	0.3698994	0.5243120	0.5996374	0.4597515	0.2735146	0.3370273	0.2680336	0.1471851	0.1839589	0.0146335	0.7545393

0	0.4453216	0.7053598	0.5874666	0.3332170	0.3698593	0.0356423	0.0585971	0.0381582	0.5248910	0.7761663	0.6435558	0.3358195	0.6211337	0.4728323	0.6067890	0.7661459	0.3684486	0.6959314	0.0015363	0.3017559	0.7911396	0.5312671	0.1764305	0.1938189	0.6518865	0.4190209	0.6897335	0.0335331	0.7434175	0.5537505	0.0204038	0.6639702	0.7335525	0.7401398	0.2453157	0.1123713	0.7227775	0.6637882	0.7969262	0.3066879	0.4410465	0.5945768	0.5296433	0.3551722	0.2437990	0.1599307	0.0713469	0.1481416	0.0102130	0.6521082
100	0.4262730	0.7427427	0.6877001	0.3916433	0.1619665	0.4151424	0.0953673	0.0404705	0.3534062	0.4103092	0.7064071	0.1918629	0.8219524	0.5103049	0.5780043	0.4759203	0.4384954	0.3041882	0.0123681	0.2651002	0.6477829	0.5139892	0.1422288	0.0721728	0.5206392	0.4300102	0.4938046	0.0283679	0.7383927	0.6183210	0.0142978	0.8358419	0.6743843	0.5234471	0.1873304	0.2930625	0.6274400	0.6219054	0.5846116	0.3136898	0.3994216	0.7843113	0.4169621	0.3062988	0.2011278	0.2958359	0.1093051	0.1269792	0.1179814	0.1425521
200	0.3883193	0.6535611	0.6814426	0.3645451	0.1073404	0.4310150	0.0378567	0.0262989	0.2941881	0.3843972	0.8180685	0.1985219	0.7782975	0.3985986	0.5653207	0.3723944	0.2398296	0.1908717	0.0105728	0.2018966	0.6657206	0.5632933	0.2124716	0.1408446	0.7007461	0.2901896	0.4485775	0.0217766	0.6568045	0.6680931	0.0046436	0.6480574	0.6941371	0.6642169	0.2591601	0.1766819	0.7596830	0.7426710	0.6439100	0.3744464	0.3539850	0.5468029	0.5107475	0.1553039	0.2938474	0.3334771	0.2221991	0.1763612	0.1664479	0.0247964
300	0.4358581	0.6689051	0.7571729	0.3341354	0.1005078	0.4291361	0.0669329	0.0324450	0.5114897	0.2944612	0.8096883	0.1281726	0.7904324	0.4022327	0.5954710	0.4019946	0.1806722	0.1171502	0.0017413	0.2476277	0.6883281	0.5608006	0.1758771	0.1584175	0.7711450	0.3153065	0.4995152	0.0135649	0.7939017	0.4985236	0.0056021	0.6031404	0.7446069	0.7497938	0.3326581	0.3359145	0.7114106	0.5268818	0.7353862	0.4019544	0.3761622	0.6650199	0.4336366	0.0942720	0.1957623	0.2804665	0.2507554	0.1715952	0.2367001	0.0178874
400	0.5038207	0.5738802	0.7708778	0.4436707	0.0996914	0.4274778	0.0610746	0.0274675	0.4685367	0.3057409	0.7120472	0.1281425	0.8825014	0.3880690	0.4181188	0.6190477	0.2578333	0.0941767	0.0011911	0.2593404	0.7406055	0.5026776	0.1683370	0.1715669	0.7400243	0.2441623	0.4517786	0.0156130	0.6838008	0.6797972	0.0034531	0.7094690	0.6856536	0.8083870	0.4364773	0.4575955	0.6277975	0.5884361	0.8690401	0.3028297	0.3219822	0.7509339	0.4393798	0.0769756	0.2402698	0.3696278	0.2293420	0.1348473	0.1359034	0.0095353
500	0.5943672	0.6549346	0.9468164	0.4602370	0.0570817	0.5049483	0.0877046	0.0710531	0.5779463	0.3539079	0.8819538	0.1335480	0.7492426	0.2641010	0.4980125	0.5256430	0.1429353	0.1005440	0.0057784	0.2675117	0.7333175	0.5746889	0.1655021	0.1569061	0.7446123	0.3353753	0.4745683	0.0387285	0.7531157	0.5728210	0.0000914	0.7017823	0.5980643	0.6916297	0.3602569	0.3602625	0.7708492	0.7167940	0.5826655	0.4014451	0.2817175	0.5197799	0.4367398	0.0663718	0.2554711	0.2457362	0.2466381	0.2087745	0.2397919	0.0104673
600	0.6724469	0.5663355	0.7915539	0.4340972	0.1478583	0.1589848	0.0525529	0.0731731	0.5346505	0.3081269	0.8037130	0.2014223	0.9146041	0.4396797	0.5083458	0.7156603	0.2479152	0.5565960	0.0012122	0.1593220	0.7302908	0.6230096	0.2134947	0.0976316	0.7016406	0.3480849	0.6027228	0.0430742	0.5836023	0.4891392	0.0165750	0.5711536	0.4721609	0.7354575	0.3390697	0.3878678	0.6934049	0.8457169	0.6214646	0.2418473	0.3631117	0.4500324	0.5096145	0.2171026	0.2173935	0.1504351	0.2656375	0.2487181	0.0899042	0.5352709
700	0.5334089	0.8500041	0.7488530	0.4269453	0.1787962	0.0221795	0.0753414	0.0367370	0.4060940	0.6589684	0.6315199	0.4171147	0.5616569	0.3669529	0.4463572	0.7210457	0.2732257	0.6587558	0.0222654	0.2418837	0.6164082	0.5107035	0.1704166	0.0493664	0.8466008	0.5234642	0.7710776	0.0282563	0.7518287	0.6069854	0.0618942	0.7467508	0.6434810	0.6256332	0.2522640	0.2573239	0.7168274	0.6578561	0.7087126	0.2997160	0.5563235	0.6020539	0.5737388	0.2782019	0.3238275	0.1873197	0.2189718	0.1063041	0.0370877	0.6946176
800	0.4295815	0.7637880	0.6184836	0.3508625	0.2037675	0.0281403	0.0633231	0.0186947	0.3489735	0.5810317	0.7534795	0.3700827	0.6124778	0.2969471	0.6035830	0.7239319	0.3912431	0.6063504	0.0042446	0.2256344	0.7276465	0.5665085	0.1540280	0.0296354	0.6400315	0.4019678	0.8160551	0.0498671	0.6983173	0.5290799	0.0265927	0.6296852	0.7019109	0.7198583	0.2262494	0.2448332	0.6232223	0.7368538	0.7044593	0.3660334	0.4923985	0.6428120	0.4950416	0.2509650	0.2648329	0.1319949	0.1096045	0.1279546	0.0104532	0.7368838
900	0.4838554	0.6079430	0.8670055	0.4063760	0.1931648	0.0082302	0.0533375	0.0342661	0.3703235	0.6952269	0.6027943	0.4466458	0.6431090	0.4438055	0.5375342	0.6904415	0.3513286	0.6266511	0.0015407	0.1969581	0.7157474	0.5440888	0.1276344	0.1472557	0.7428449	0.4369496	0.6511099	0.0164810	0.7931005	0.4662071	0.0226623	0.6470946	0.7762095	0.6992541	0.2732537	0.1637471	0.7909778	0.7148402	0.6634689	0.3539464	0.5385009	0.5254955	0.4708876	0.3129485	0.2599485	0.1596358	0.1303749	0.1416771	0.0087509	0.6531333
1000	0.5796807	0.6470560	0.7016403	0.4202419	0.2521397	0.0368603	0.0406504	0.0116784	0.5993727	0.7709875	0.6864554	0.4157072	0.6805893	0.4911852	0.6514729	0.7113563	0.3256564	0.5908884	0.0000584	0.2626823	0.7727236	0.4365914	0.1799202	0.1048257	0.5629053	0.4902357	0.5920980	0.0401664	0.6516119	0.5082102	0.0467042	0.6767651	0.7428343	0.5624237	0.2125911	0.1911307	0.8019113	0.6768458	0.6133687	0.3682109	0.5114659	0.6229622	0.6105533	0.2309743	0.3016537	0.1201865	0.0543401	0.1626428	0.0193352	0.5982753

0	0.4331903	0.8081414	0.7411399	0.4188018	0.2852771	0.0285748	0.0606912	0.0287949	0.6700597	0.6850703	0.6293049	0.3180254	0.7651629	0.3845806	0.5952762	0.6473003	0.4457673	0.6400197	0.0004276	0.2518288	0.7277330	0.4845971	0.1742428	0.0839963	0.7456214	0.4591431	0.7699807	0.0187191	0.7712989	0.5769847	0.0076264	0.6812841	0.6676547	0.6074803	0.2322946	0.1568293	0.7617980	0.6010513	0.8036791	0.2989768	0.5546865	0.6033296	0.4607499	0.3369592	0.2034920	0.1109861	0.0633262	0.1737329	0.0025972	0.8650770
100	0.4473869	0.6634184	0.3507257	0.2860791	0.3560782	0.2812032	0.1175214	0.1557411	0.2890863	0.6977032	0.5506010	0.1507570	0.2830767	0.3918588	0.6357914	0.6261543	0.4190868	0.8138038	0.0026782	0.3808613	0.6650389	0.3343330	0.2090837	0.1761041	0.7631610	0.3652767	0.7583934	0.0384687	0.4704212	0.4102560	0.0235599	0.6964045	0.7007545	0.7167970	0.1881320	0.5748825	0.6591808	0.6797454	0.7257970	0.6036462	0.3822348	0.1026344	0.3554225	0.2885891	0.2688999	0.1443801	0.1373606	0.1638229	0.0186118	0.5842893
200	0.3108048	0.7477887	0.1956058	0.1129990	0.7219038	0.3936551	0.3091693	0.3544464	0.0979513	0.4832022	0.4257620	0.0578206	0.2536798	0.3757115	0.5555844	0.7458651	0.4601776	0.8325335	0.0020883	0.4901781	0.7952769	0.1928544	0.2745510	0.3591698	0.8509334	0.3498714	0.8390029	0.0109242	0.4547001	0.3121112	0.0449967	0.6375304	0.7081383	0.6820812	0.3411239	0.6177572	0.6174079	0.7505784	0.7836011	0.6941202	0.6672912	0.0084761	0.1997679	0.3533538	0.3898175	0.1066441	0.2765446	0.0781857	0.0126581	0.6433528
300	0.2325978	0.8523337	0.1300659	0.0743682	0.7178781	0.3550905	0.5731579	0.4023643	0.0421887	0.5035013	0.3505283	0.0660524	0.2243181	0.3468592	0.5825531	0.6806763	0.4727840	0.7229481	0.0190142	0.4432656	0.6476084	0.1499749	0.3578703	0.2941049	0.6777484	0.3896587	0.6793226	0.0017085	0.4357862	0.5139638	0.0215903	0.8397026	0.6500916	0.7086522	0.1823963	0.6551841	0.7955883	0.6768623	0.6958516	0.6597490	0.6385286	0.0137884	0.1979176	0.2867802	0.5711828	0.1116925	0.3419654	0.1327888	0.0064544	0.6836383
400	0.1912519	0.6632159	0.1656492	0.0786966	0.6198536	0.6251736	0.7141498	0.4843428	0.0383378	0.3793985	0.2215417	0.0328398	0.1762058	0.4250506	0.6211345	0.6196968	0.4974559	0.7569277	0.0111430	0.5486690	0.8563252	0.2003422	0.4247638	0.3133796	0.7120830	0.5390135	0.5798354	0.0039195	0.4298259	0.3701686	0.0450675	0.8735013	0.8516929	0.7532987	0.1845973	0.4781846	0.9340020	0.7337247	0.8793094	0.7137182	0.6434285	0.0026228	0.1689645	0.3099502	0.4690973	0.1305416	0.3490372	0.1278953	0.0017801	0.6338684
500	0.1942998	0.7764850	0.2141837	0.0679868	0.7897509	0.5330268	0.6573038	0.4670786	0.0213007	0.5073037	0.2127409	0.0477135	0.1758758	0.4003460	0.7538708	0.8794866	0.4469379	0.6933762	0.0190231	0.4325109	0.6839163	0.1555066	0.4166188	0.2830223	0.8033474	0.4078964	0.8051360	0.0061479	0.3869911	0.4423181	0.0225240	0.8214001	0.7218620	0.6331256	0.1575756	0.7475322	0.6589842	0.7625770	0.6403015	0.7378300	0.5503990	0.0007744	0.2443074	0.3405800	0.3953738	0.1210510	0.3392397	0.1897475	0.0062574	0.6042064
600	0.3361806	0.9079382	0.6228512	0.2637299	0.6884229	0.4680545	0.3791953	0.4693165	0.0338708	0.3494050	0.3250149	0.4566139	0.6434536	0.3234882	0.6290877	0.6014779	0.3836366	0.8379582	0.0072842	0.4883269	0.6368975	0.3307895	0.3019554	0.2786448	0.7733340	0.5335367	0.7165660	0.0146581	0.7447190	0.5901442	0.0392027	0.7985649	0.7178568	0.7140796	0.2416205	0.2123912	0.6585773	0.6495317	0.7571432	0.3946224	0.5687813	0.1798239	0.3543998	0.2950214	0.4110574	0.1272172	0.2148528	0.1606290	0.0130817	0.5956912
700	0.4444181	0.7281964	0.8307175	0.3655554	0.3246205	0.1720194	0.1570946	0.2392661	0.0305112	0.2531630	0.4750707	0.6523919	0.7746608	0.4379831	0.6221757	0.7049721	0.3263207	0.6673109	0.0006682	0.2706540	0.7514875	0.4513217	0.2149316	0.2160494	0.8246508	0.4709072	0.7403793	0.0191497	0.6721902	0.6173863	0.0092463	0.5758720	0.5342415	0.6763084	0.3066254	0.1793647	0.6479155	0.7591604	0.6700706	0.3184158	0.5439089	0.1354468	0.4087265	0.2929692	0.2652160	0.1671874	0.1106647	0.1253747	0.0184784	0.6358954
800	0.5483860	0.6174544	0.7859678	0.4356153	0.1675759	0.0782588	0.0981365	0.0542163	0.0776374	0.5675322	0.6978472	0.5435257	0.7994638	0.4214402	0.6225351	0.6289235	0.3534313	0.7020374	0.0065613	0.2955799	0.6934931	0.5126156	0.1810291	0.1019336	0.7030893	0.4033077	0.7577150	0.0284493	0.5938534	0.6420053	0.0361125	0.7288292	0.6514977	0.6639263	0.2983170	0.1230472	0.6650035	0.6890824	0.5489109	0.2978047	0.5024234	0.1597462	0.4737925	0.3276206	0.3579447	0.1044745	0.0800621	0.1497020	0.0025983	0.7565914
900	0.5015643	0.7319819	0.7771474	0.4345850	0.2080963	0.0136877	0.0879632	0.0263066	0.2467324	0.6613581	0.7242399	0.5063559	0.7555948	0.3579825	0.5620498	0.6504528	0.3638867	0.8018689	0.0084207	0.3380906	0.6258108	0.4926699	0.1083413	0.1097302	0.7027608	0.4189171	0.6243035	0.0258516	0.7848413	0.6594973	0.0283522	0.6949435	0.7258100	0.7790326	0.2298934	0.1578261	0.7764133	0.7711415	0.5882642	0.4075260	0.4997395	0.4411814	0.4334578	0.2577655	0.2584936	0.1516050	0.0561997	0.1452237	0.0055928	0.6777931
1000	0.4811817	0.7511799	0.5841407	0.4505985	0.2211073	0.0363961	0.0925812	0.0187956	0.4645438	0.7122474	0.7452283	0.2677979	0.6779371	0.3250714	0.6013148	0.6408739	0.3758891	0.8039020	0.0073529	0.2184855	0.6298528	0.5709341	0.1506510	0.1191973	0.6758374	0.4826126	0.6864708	0.0168488	0.6248793	0.4913519	0.0202329	0.7275064	0.8057869	0.8224667	0.1714278	0.1583203	0.7458672	0.7269531	0.6645209	0.3445779	0.5385755	0.6265753	0.4841963	0.3739060	0.3047036	0.0952189	0.0731809	0.0825268	0.0064443	0.6332591

