"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
100	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0375616	0.0399522	0.1722600	0.5708012	0.9979030	0.9995701	0.4916072	0.8858432	0.6428746	0.8259206	0.2620487	0.5120338	0.7061512	0.0010834	0.3149682	0.3695281	0.8562843	0.0866143	0.2342408	1.0000000	0.4962884	0.5234457	0.0110394	0.2116154	0.7709776	0.0498180	0.9203825	1.0000000	1.0000000	0.3447761	0.2341255	0.4458326	1.0000000	0.7617262	0.4849451	0.6892309	0.4608323	0.8437088	0.4828182	0.3374584	0.2891680	0.1879706	0.0369208	0.0115847	0.9312905
200	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0371821	0.0168896	0.2260654	0.2205688	0.9868424	0.9998967	0.4913914	0.8599632	0.7230613	0.6893654	0.1370539	0.4479532	0.5717988	0.0005966	0.2724630	0.1078449	0.9776014	0.0272972	0.3923619	1.0000000	0.3276201	0.3861626	0.0017498	0.1447734	0.7554372	0.0940470	0.7328609	1.0000000	1.0000000	0.5902377	0.3811584	0.2010732	1.0000000	0.6978720	0.4653005	0.7225361	0.1375096	0.9145383	0.8669422	0.3408215	0.4553047	0.3033201	0.0023610	0.0296269	0.9769013
300	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370951	0.0125756	0.2356408	0.1065793	0.9789675	0.9999811	0.4912035	0.8576713	0.7397454	0.4363683	0.1286723	0.4168139	0.5445210	0.0005640	0.2629535	0.0570375	0.9979757	0.0165881	0.4171370	1.0000000	0.2768853	0.3687538	0.0006371	0.1413088	0.7605265	0.1324570	0.5743193	1.0000000	1.0000000	0.8170612	0.6501138	0.1541307	1.0000000	0.6907805	0.4597815	0.7867177	0.1615087	0.9267728	0.9701170	0.3685914	0.4614633	0.3349374	0.0001269	0.0456018	0.9941985
400	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370824	0.0119170	0.2370503	0.0801203	0.9775509	0.9999964	0.4911264	0.8575073	0.7415597	0.3323551	0.1281925	0.4087914	0.5399141	0.0005618	0.2617085	0.0483486	0.9998222	0.0149280	0.4214649	1.0000000	0.2683341	0.3668245	0.0005486	0.1411297	0.7614439	0.1376001	0.5160404	1.0000000	1.0000000	0.8858874	0.7665981	0.1467804	1.0000000	0.6901210	0.4625553	0.8254518	0.2825023	0.9267577	0.9864250	0.3767906	0.4602644	0.3419907	0.0000107	0.0506256	0.9972203
500	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370808	0.0118255	0.2372408	0.0747347	0.9774033	0.9999988	0.4911036	0.8574967	0.7416668	0.3082377	0.1281664	0.4071871	0.5391932	0.0005617	0.2616324	0.0469138	0.9999651	0.0146651	0.4222445	1.0000000	0.2671906	0.3666186	0.0005434	0.1411204	0.7604966	0.1325063	0.5002905	1.0000000	1.0000000	0.9007776	0.7953309	0.1457324	1.0000000	0.6900637	0.4625129	0.8390196	0.3210418	0.9259276	0.9899552	0.3791178	0.4601244	0.3438731	0.0000052	0.0519110	0.9976528
600	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0371382	0.0651714	0.1042980	0.1059394	0.9943733	0.9999665	0.4911000	0.9716528	0.6489082	0.3139986	0.8661163	0.4521382	0.8329335	0.0044772	0.2690181	0.6771513	0.9665961	0.1642231	0.3645838	1.0000000	0.4117420	0.8431512	0.0278658	0.9295046	0.7669558	0.0973353	0.6030173	1.0000000	1.0000000	0.8409038	0.7972340	0.6997582	1.0000000	0.9283326	0.4632493	0.8214087	0.3715010	0.7772507	0.6812297	0.3934764	0.4896867	0.2528904	0.0135402	0.0350735	0.9951260
700	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0374875	0.0882326	0.0503676	0.3818696	0.9988374	0.9996969	0.4911689	0.9975328	0.5945446	0.4104927	0.9911110	0.5123062	0.9672699	0.0049640	0.3112033	0.9387964	0.8328170	0.2242159	0.1825607	1.0000000	0.5613171	0.9804320	0.0371815	0.9963466	0.7862091	0.0570747	0.8241701	1.0000000	1.0000000	0.5166234	0.6780065	0.9444991	1.0000000	0.9921865	0.4766059	0.7362718	0.5990061	0.7106256	0.4504743	0.3832918	0.2584444	0.1515046	0.1399701	0.0151142	0.9649797
800	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0377587	0.0925463	0.0422242	0.6764559	0.9991504	0.9994404	0.4913571	0.9998246	0.5886842	0.6526976	0.9994927	0.5294119	0.9945453	0.0049966	0.3369072	0.9895976	0.7732280	0.2328180	0.1203447	1.0000000	0.5937073	0.9978406	0.0385148	0.9998111	0.7891468	0.0445686	0.9167790	1.0000000	1.0000000	0.3592236	0.4140507	0.9914393	1.0000000	0.9992779	0.4888596	0.6974103	0.8205250	0.6951226	0.4305454	0.3726206	0.2019328	0.1278981	0.2151265	0.0096757	0.9328319
900	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378480	0.0932048	0.0414981	0.7904421	0.9991615	0.9993405	0.4915205	0.9999887	0.5885203	0.7882431	0.9999724	0.5332514	0.9991519	0.0049987	0.3435275	0.9982854	0.7618609	0.2327881	0.1098371	1.0000000	0.5984510	0.9997699	0.0386700	0.9999902	0.7868086	0.0418129	0.9424313	1.0000000	1.0000000	0.3245324	0.2755749	0.9987893	1.0000000	0.9999373	0.4896611	0.6899248	0.8614086	0.6913151	0.4293814	0.3696281	0.1946123	0.1242750	0.2329995	0.0086472	0.9219747
1000	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378679	0.0932964	0.0414988	0.8189826	0.9991597	0.9993142	0.4916006	0.9999993	0.5886060	0.8244802	0.9999985	0.5341251	0.9998727	0.0049989	0.3445002	0.9997200	0.7607428	0.2327439	0.1085091	1.0000000	0.5990480	0.9999757	0.0386864	0.9999995	0.7867187	0.0413316	0.9484830	1.0000000	1.0000000	0.3180285	0.2384689	0.9998373	1.0000000	0.9999947	0.4885883	0.6879317	0.8688126	0.6906475	0.4293987	0.3681570	0.1939280	0.1234918	0.2362799	0.0085026	0.9197781

0	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378722	0.0933102	0.0415225	0.8255774	0.9991589	0.9993072	0.4916433	1.0000000	0.5886407	0.8338751	1.0000000	0.5342964	1.0000000	0.0049989	0.3446667	1.0000000	0.7604738	0.2328198	0.1082086	1.0000000	0.5991263	1.0000000	0.0386883	1.0000000	0.7869524	0.0412726	0.9501272	1.0000000	1.0000000	0.3165488	0.2288889	1.0000000	1.0000000	1.0000000	0.4887608	0.6869514	0.8705821	0.6906008	0.4293816	0.3674536	0.1937870	0.1232770	0.2369451	0.0084705	0.9193772
100	0.6974412	1.0000000	1.0000000	0.5800321	0.1702919	0.5306648	0.0933102	0.0415224	0.8256234	0.6072879	0.9993073	0.3145565	1.0000000	0.5859216	0.8326171	0.7341703	0.4745954	0.4480971	0.0049989	0.3458815	1.0000000	0.7598086	0.2349535	0.1127024	1.0000000	0.5422803	0.7118190	0.0386883	1.0000000	0.7951050	0.0165123	0.9501272	1.0000000	1.0000000	0.3309163	0.2538611	1.0000000	1.0000000	1.0000000	0.4594665	0.5195528	0.8787163	0.6292984	0.4192786	0.3476493	0.4075402	0.1488016	0.2369457	0.1840433	0.1894207
200	0.6974412	1.0000000	1.0000000	0.5800321	0.1403578	0.6860864	0.0933102	0.0415224	0.8256320	0.4281813	0.9993073	0.2345327	1.0000000	0.5374460	0.8076054	0.6891438	0.3445622	0.1957583	0.0049989	0.3482625	1.0000000	0.7559240	0.2379437	0.1371822	1.0000000	0.4569488	0.6288014	0.0386883	1.0000000	0.8048621	0.0036613	0.9501267	1.0000000	1.0000000	0.4224195	0.3193491	1.0000000	1.0000000	1.0000000	0.4627735	0.4457003	0.9062555	0.6026918	0.2463905	0.3142603	0.4443961	0.2438985	0.2369541	0.2436484	0.0355704
300	0.6974412	1.0000000	1.0000000	0.5800321	0.1378158	0.7064715	0.0933102	0.0415224	0.8256335	0.4146793	0.9993073	0.2170480	1.0000000	0.4925217	0.7321128	0.6861245	0.2989807	0.1445255	0.0049989	0.3493386	1.0000000	0.7539315	0.2378277	0.1560638	1.0000000	0.4323540	0.6182740	0.0386883	1.0000000	0.8037865	0.0006852	0.9501263	1.0000000	1.0000000	0.4955959	0.4344638	1.0000000	1.0000000	1.0000000	0.4667476	0.4469136	0.9094240	0.5965314	0.0787811	0.3052884	0.4463809	0.3111335	0.2369604	0.2520648	0.0220326
400	0.6974412	1.0000000	1.0000000	0.5800321	0.1376336	0.7086655	0.0933102	0.0415224	0.8256338	0.4138271	0.9993073	0.2136307	1.0000000	0.4766220	0.6714830	0.6859517	0.2901204	0.1358729	0.0049989	0.3494056	1.0000000	0.7541644	0.2374970	0.1623359	1.0000000	0.4282555	0.6171073	0.0386883	1.0000000	0.8027487	0.0001195	0.9501263	1.0000000	1.0000000	0.5176599	0.4993082	1.0000000	1.0000000	1.0000000	0.4658965	0.4545216	0.9094219	0.5951210	0.0449628	0.3041400	0.4466339	0.3336558	0.2369617	0.2530654	0.0210288
500	0.6974412	1.0000000	1.0000000	0.5800321	0.1376213	0.7088824	0.0933102	0.0415224	0.8256339	0.4137734	0.9993073	0.2129808	1.0000000	0.4728302	0.6488934	0.6859423	0.2886362	0.1345190	0.0049989	0.3493466	1.0000000	0.7543314	0.2375480	0.1635642	1.0000000	0.4277095	0.6169828	0.0386883	1.0000000	0.8029931	0.0000212	0.9501263	1.0000000	1.0000000	0.5217663	0.5186221	1.0000000	1.0000000	1.0000000	0.4655204	0.4572297	0.9096873	0.5949934	0.0401080	0.3038143	0.4466983	0.3387945	0.2369617	0.2531842	0.0209629
600	0.6974412	1.0000000	1.0000000	0.5800321	0.2797989	0.2161102	0.0933102	0.0415224	0.8256339	0.4317542	0.9993073	0.3899426	1.0000000	0.5248101	0.6448959	0.9517715	0.3491408	0.6862180	0.0049989	0.3491162	1.0000000	0.7549388	0.2354622	0.1538556	1.0000000	0.4986274	0.9051507	0.0386883	1.0000000	0.7949897	0.0247690	0.9501263	1.0000000	1.0000000	0.4894653	0.5019499	1.0000000	1.0000000	1.0000000	0.4949763	0.6196150	0.9085482	0.6562587	0.3009352	0.3287459	0.2329080	0.2628945	0.2369543	0.0776217	0.7954951
700	0.6974412	1.0000000	1.0000000	0.5800321	0.3097330	0.0606905	0.0933102	0.0415224	0.8256339	0.8558406	0.9993073	0.4699428	1.0000000	0.5724994	0.7092856	0.9967980	0.4767725	0.9385267	0.0049989	0.3468384	1.0000000	0.7588583	0.2323789	0.1246804	1.0000000	0.5776306	0.9881669	0.0386883	1.0000000	0.7851408	0.0376161	0.9501268	1.0000000	1.0000000	0.3760702	0.4035361	1.0000000	1.0000000	1.0000000	0.4917209	0.6848612	0.8736348	0.6831313	0.4200784	0.3601395	0.1960655	0.1634122	0.2369484	0.0180202	0.9330285
800	0.6974412	1.0000000	1.0000000	0.5800321	0.3122750	0.0403056	0.0933102	0.0415224	0.8256339	0.9880401	0.9993073	0.4874231	1.0000000	0.5852069	0.7927618	0.9998173	0.5221308	0.9897551	0.0049989	0.3450225	1.0000000	0.7608941	0.2325370	0.1121036	1.0000000	0.5959496	0.9986941	0.0386883	1.0000000	0.7861932	0.0405902	0.9501272	1.0000000	1.0000000	0.3282222	0.2875722	1.0000000	1.0000000	1.0000000	0.4876291	0.6894112	0.8707373	0.6891630	0.4288251	0.3665566	0.1941242	0.1316696	0.2369456	0.0096017	0.9263032
900	0.6974412	1.0000000	1.0000000	0.5800321	0.3124572	0.0381116	0.0933102	0.0415224	0.8256339	0.9984316	0.9993073	0.4908395	1.0000000	0.5879797	0.8246060	0.9999901	0.5320539	0.9984071	0.0049989	0.3446925	1.0000000	0.7606047	0.2329038	0.1088219	1.0000000	0.5987246	0.9998608	0.0386883	1.0000000	0.7872756	0.0411552	0.9501273	1.0000000	1.0000000	0.3183274	0.2418858	1.0000000	1.0000000	1.0000000	0.4885151	0.6873479	0.8713111	0.6904737	0.4293255	0.3671125	0.1938404	0.1247028	0.2369449	0.0085998	0.9208330
1000	0.6974412	1.0000000	1.0000000	0.5800321	0.3124695	0.0378947	0.0933102	0.0415224	0.8256339	0.9991112	0.9993073	0.4914892	1.0000000	0.5885224	0.8321787	0.9999995	0.5338983	0.9997609	0.0049989	0.3446943	1.0000000	0.7604158	0.2328473	0.1082538	1.0000000	0.5990794	0.9999853	0.0386883	1.0000000	0.7870215	0.0412534	0.9501273	1.0000000	1.0000000	0.3167843	0.2311466	1.0000000	1.0000000	1.0000000	0.4889151	0.6870259	0.8706513	0.6905987	0.4293601	0.3673897	0.1937644	0.1235291	0.2369451	0.0084806	0.9196088

0	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378722	0.0933102	0.0415225	0.8255774	0.9991589	0.9993072	0.4916433	1.0000000	0.5886407	0.8338751	1.0000000	0.5342964	1.0000000	0.0049989	0.3446667	1.0000000	0.7604738	0.2328198	0.1082086	1.0000000	0.5991263	1.0000000	0.0386883	1.0000000	0.7869524	0.0412726	0.9501272	1.0000000	1.0000000	0.3165488	0.2288889	1.0000000	1.0000000	1.0000000	0.4887608	0.6869514	0.8705821	0.6906008	0.4293816	0.3674536	0.1937870	0.1232770	0.2369451	0.0084705	0.9193772
100	0.5954775	1.0000000	0.3966182	0.3464254	0.5945756	0.5155453	0.1763924	0.2204323	0.5331130	0.7552614	0.7359304	0.2024801	0.4204826	0.5994799	0.8296029	1.0000000	0.6330068	1.0000000	0.0027654	0.5203863	1.0000000	0.4850945	0.2467460	0.2726020	1.0000000	0.5991263	1.0000000	0.0110348	0.6179364	0.6940162	0.0412726	0.9501282	1.0000000	1.0000000	0.2875831	0.7214227	1.0000000	1.0000000	1.0000000	0.8816449	0.7601647	0.1706057	0.4251507	0.4300959	0.4840416	0.1908754	0.2198037	0.1938693	0.0085917	0.9193775
200	0.3813696	1.0000000	0.2253177	0.1323403	0.9339867	0.6858583	0.5932718	0.3589821	0.1842725	0.7193978	0.5998576	0.0862333	0.2891028	0.5247233	0.8589430	1.0000000	0.7340479	1.0000000	0.0175515	0.6228068	1.0000000	0.3698426	0.4331045	0.4336252	1.0000000	0.5991263	1.0000000	0.0015384	0.5855437	0.6324400	0.0412728	0.9501359	1.0000000	1.0000000	0.2834024	0.8255521	1.0000000	1.0000000	1.0000000	0.9664187	0.8588771	0.0241624	0.2988351	0.4239058	0.5454478	0.1665071	0.4223534	0.1890264	0.0101770	0.9193985
300	0.3033402	1.0000000	0.2049247	0.1036601	0.9889839	0.7769359	0.8332999	0.5311759	0.0744546	0.7231005	0.4276291	0.0699666	0.2774681	0.5031706	0.8874806	1.0000000	0.6692839	1.0000000	0.0324095	0.7059051	1.0000000	0.2821445	0.5393490	0.4544961	1.0000000	0.5991263	1.0000000	0.0001777	0.5838647	0.7054138	0.0412729	0.9501383	1.0000000	1.0000000	0.2831822	0.8338824	1.0000000	1.0000000	1.0000000	0.9749167	0.8922403	0.0110594	0.2726097	0.4201917	0.5701730	0.1524312	0.4755977	0.1933365	0.0103381	0.9194151
400	0.2875553	1.0000000	0.2028851	0.1008971	0.9945460	0.8250145	0.8955265	0.6309888	0.0471843	0.6751461	0.3105743	0.0721057	0.2766355	0.4995200	0.8973735	1.0000000	0.6223551	1.0000000	0.0362682	0.7400161	1.0000000	0.2512520	0.5642628	0.4563159	1.0000000	0.5991263	1.0000000	0.0000193	0.5837779	0.7463196	0.0412728	0.9501341	1.0000000	1.0000000	0.2831733	0.8344144	1.0000000	1.0000000	1.0000000	0.9778124	0.9008318	0.0047585	0.2681567	0.4196192	0.5863639	0.1498227	0.4798750	0.1953462	0.0093907	0.9193764
500	0.2850382	1.0000000	0.2026938	0.1006357	0.9950511	0.8397711	0.9075050	0.6648522	0.0409563	0.6497277	0.2693761	0.0739107	0.2765814	0.4990031	0.8996857	1.0000000	0.6085819	1.0000000	0.0368419	0.7482872	1.0000000	0.2442725	0.5681864	0.4564677	1.0000000	0.5991263	1.0000000	0.0000025	0.5837734	0.7573440	0.0412727	0.9501310	1.0000000	1.0000000	0.2831737	0.8344453	1.0000000	1.0000000	1.0000000	0.9790053	0.9030169	0.0026021	0.2674651	0.4195356	0.5901243	0.1494245	0.4793482	0.1958529	0.0087717	0.9193515
600	0.4118666	1.0000000	0.8060582	0.3297431	0.8306799	0.5038305	0.6086870	0.5598141	0.0398318	0.4714748	0.4226242	0.6560975	0.8560955	0.4895151	0.9026926	1.0000000	0.5568565	1.0000000	0.0166321	0.6214969	1.0000000	0.4268210	0.4321672	0.3123272	1.0000000	0.5991263	1.0000000	0.0276541	0.9658368	0.7890061	0.0412727	0.9501294	1.0000000	1.0000000	0.3121398	0.3279272	1.0000000	1.0000000	1.0000000	0.5712867	0.8685471	0.2360394	0.5246551	0.4196662	0.4843680	0.1534932	0.3488788	0.2368554	0.0084379	0.9193472
700	0.6179506	1.0000000	0.9773572	0.5435477	0.4407328	0.1671720	0.2230368	0.2981151	0.0427229	0.4937601	0.7801162	0.8419743	0.9874750	0.5656187	0.8746958	1.0000000	0.5261901	1.0000000	0.0060703	0.4683287	1.0000000	0.6093581	0.2749837	0.1443686	1.0000000	0.5991263	1.0000000	0.0371504	0.9982295	0.8039465	0.0412726	0.9501274	1.0000000	1.0000000	0.3163200	0.2344371	1.0000000	1.0000000	1.0000000	0.5081728	0.7639682	0.2989173	0.6522958	0.4220198	0.3997816	0.1663843	0.1728376	0.2386138	0.0078542	0.9193747
800	0.6826758	1.0000000	0.9977500	0.5761373	0.3314849	0.0591055	0.1171320	0.1135207	0.0859433	0.9002923	0.9533352	0.6795910	0.9991097	0.5849702	0.8471171	1.0000000	0.5310587	1.0000000	0.0050933	0.3777747	1.0000000	0.7220161	0.2376878	0.1121099	1.0000000	0.5991263	1.0000000	0.0385112	0.9999085	0.7874441	0.0412726	0.9501268	1.0000000	1.0000000	0.3165392	0.2290581	1.0000000	1.0000000	1.0000000	0.4985328	0.7156771	0.3382970	0.6817491	0.4267252	0.3780893	0.1841935	0.1318197	0.2372711	0.0079370	0.9193770
900	0.6951695	1.0000000	0.9997896	0.5796529	0.3147767	0.0407115	0.0971079	0.0568867	0.3295528	0.9914258	0.9913569	0.5529974	0.9999424	0.5881329	0.8369267	1.0000000	0.5338331	1.0000000	0.0050074	0.3507083	1.0000000	0.7550406	0.2326015	0.1092505	1.0000000	0.5991263	1.0000000	0.0386696	0.9999953	0.7849835	0.0412726	0.9501272	1.0000000	1.0000000	0.3165485	0.2288864	1.0000000	1.0000000	1.0000000	0.4884351	0.6971118	0.5905023	0.6883067	0.4291056	0.3720035	0.1923584	0.1245911	0.2369926	0.0083201	0.9193772
1000	0.6971269	1.0000000	0.9999808	0.5799968	0.3127220	0.0382296	0.0938675	0.0444092	0.6256771	0.9986216	0.9980141	0.5077895	0.9999965	0.5885748	0.8344532	1.0000000	0.5342991	1.0000000	0.0049996	0.3454248	1.0000000	0.7601774	0.2328626	0.1084623	1.0000000	0.5991263	1.0000000	0.0386864	0.9999998	0.7871356	0.0412726	0.9501273	1.0000000	1.0000000	0.3165488	0.2288877	1.0000000	1.0000000	1.0000000	0.4879266	0.6888909	0.8095306	0.6902695	0.4294016	0.3693474	0.1937415	0.1231869	0.2369514	0.0084561	0.9193772

