"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
0	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378722	0.0933102	0.0415224	0.8256290	0.9991589	0.9993072	0.4916405	1.0000000	0.5886407	0.8338755	1.0000000	0.5342970	1.0000000	0.0049989	0.3446651	1.0000000	0.7604794	0.2328184	0.1082097	1.0000000	0.5991263	1.0000000	0.0386883	1.0000000	0.7869508	0.0412726	0.9501273	1.0000000	1.0000000	0.3165488	0.2288886	1.0000000	1.0000000	1.0000000	0.4887503	0.6869594	0.8705915	0.6905994	0.4293824	0.3674519	0.1937890	0.1232766	0.2369451	0.0084708	0.9193772
100	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0373617	0.0200606	0.2146085	0.3114602	0.9968167	0.9997279	0.4915312	0.8643108	0.6968605	0.8095912	0.1742637	0.4990397	0.5791819	0.0008539	0.2926418	0.2016180	0.9239824	0.0275709	0.2676666	1.0000000	0.4192117	0.4330026	0.0031137	0.1414170	0.7582291	0.0633182	0.8605411	1.0000000	1.0000000	0.3761910	0.2439028	0.2440132	1.0000000	0.7155156	0.4810492	0.6956006	0.3486407	0.9014825	0.5516345	0.3142392	0.3789370	0.2610195	0.0092802	0.0156748	0.9468400
200	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0371163	0.0126466	0.2346023	0.1075642	0.9839698	0.9999529	0.4912461	0.8578219	0.7410696	0.5714897	0.1306024	0.4367150	0.5425573	0.0005809	0.2644011	0.0718289	0.9959888	0.0153044	0.3993875	1.0000000	0.2911263	0.3735568	0.0005929	0.1411200	0.7557098	0.1215767	0.6079882	1.0000000	1.0000000	0.6775603	0.4724101	0.1569119	1.0000000	0.6921493	0.4607565	0.7607913	0.0650340	0.9273444	0.9422123	0.3574652	0.4672803	0.3333156	0.0003667	0.0390183	0.9897271
300	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370846	0.0118962	0.2369529	0.0781870	0.9782288	0.9999920	0.4911285	0.8575115	0.7420366	0.3537741	0.1282938	0.4134068	0.5393698	0.0005629	0.2618214	0.0507297	0.9998190	0.0146914	0.4182477	1.0000000	0.2698498	0.3673243	0.0005355	0.1411199	0.7623374	0.1424914	0.5166176	1.0000000	1.0000000	0.8532522	0.7152436	0.1468765	1.0000000	0.6902301	0.4604227	0.8228553	0.2181561	0.9278954	0.9792600	0.3753888	0.4607398	0.3412255	0.0000189	0.0494834	0.9968016
400	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370811	0.0118203	0.2372316	0.0741310	0.9774645	0.9999982	0.4911019	0.8574967	0.7417369	0.3106426	0.1281718	0.4080630	0.5390924	0.0005618	0.2615834	0.0472997	0.9999679	0.0146323	0.4216732	1.0000000	0.2673402	0.3666709	0.0005421	0.1411199	0.7609400	0.1356855	0.4990756	1.0000000	1.0000000	0.8941772	0.7848971	0.1457202	1.0000000	0.6900725	0.4629447	0.8403697	0.3095374	0.9262951	0.9885561	0.3785772	0.4601325	0.3436642	0.0000055	0.0516105	0.9976068
500	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0370806	0.0118126	0.2372644	0.0735742	0.9773958	0.9999991	0.4910971	0.8574960	0.7416665	0.3038240	0.1281653	0.4070540	0.5390682	0.0005617	0.2616479	0.0467421	0.9999762	0.0146194	0.4222784	1.0000000	0.2670681	0.3666024	0.0005432	0.1411199	0.7603719	0.1300067	0.4961495	1.0000000	1.0000000	0.9024865	0.7992832	0.1455870	1.0000000	0.6900595	0.4623176	0.8433736	0.3271049	0.9257084	0.9903579	0.3796134	0.4601169	0.3442310	0.0000050	0.0521753	0.9977054
600	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0372126	0.0850614	0.0609983	0.1708089	0.9969641	0.9999221	0.4911060	0.9931852	0.5948357	0.3297373	0.9539013	0.4705354	0.9598843	0.0047067	0.2804114	0.8450334	0.9243487	0.2246060	0.3426299	1.0000000	0.4982522	0.9335925	0.0356603	0.9997029	0.7749557	0.0678841	0.7479172	1.0000000	1.0000000	0.7759256	0.7903549	0.9015584	1.0000000	0.9745429	0.4647218	0.7761930	0.3675413	0.7232028	0.5287643	0.3987471	0.4063871	0.1785021	0.0333542	0.0225863	0.9906860
700	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0376220	0.0924753	0.0424108	0.5839586	0.9990474	0.9995875	0.4912553	0.9996741	0.5868153	0.4982221	0.9975625	0.5195026	0.9965087	0.0049796	0.3262898	0.9748078	0.7947498	0.2356215	0.1675059	1.0000000	0.5866653	0.9930376	0.0384460	0.9999999	0.7912283	0.0451395	0.9138633	1.0000000	1.0000000	0.4397068	0.5992113	0.9886580	1.0000000	0.9979091	0.4815508	0.6921125	0.7350839	0.6976137	0.4335366	0.3757192	0.2170937	0.1276376	0.1761443	0.0106677	0.9489584
800	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378159	0.0932257	0.0413598	0.7830114	0.9991609	0.9993843	0.4914763	0.9999844	0.5882287	0.7506611	0.9998711	0.5310283	0.9996961	0.0049976	0.3419858	0.9959046	0.7638258	0.2334798	0.1173535	1.0000000	0.5977389	0.9992700	0.0386689	1.0000000	0.7880909	0.0416779	0.9442665	1.0000000	1.0000000	0.3394958	0.3414253	0.9986932	1.0000000	0.9998283	0.4903422	0.6869433	0.8548178	0.6919629	0.4294200	0.3703258	0.1958852	0.1239940	0.2256254	0.0087387	0.9250953
900	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378623	0.0933016	0.0414617	0.8207367	0.9991611	0.9993239	0.4915922	0.9999993	0.5885718	0.8196539	0.9999932	0.5336265	0.9999736	0.0049988	0.3444230	0.9993342	0.7607216	0.2326389	0.1094431	1.0000000	0.5989773	0.9999235	0.0386867	1.0000000	0.7863311	0.0412614	0.9492168	1.0000000	1.0000000	0.3207525	0.2523100	0.9998494	1.0000000	0.9999859	0.4892483	0.6880083	0.8667362	0.6906112	0.4293599	0.3687731	0.1939922	0.1236179	0.2350329	0.0085020	0.9201779
1000	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378707	0.0933093	0.0415093	0.8254022	0.9991594	0.9993104	0.4916290	1.0000000	0.5886301	0.8314331	0.9999996	0.5342008	0.9999977	0.0049989	0.3446035	0.9998918	0.7606393	0.2328015	0.1084515	1.0000000	0.5991105	0.9999920	0.0386881	1.0000000	0.7868999	0.0412512	0.9499907	1.0000000	1.0000000	0.3173307	0.2333246	0.9999827	1.0000000	0.9999988	0.4884899	0.6870491	0.8700832	0.6905887	0.4294018	0.3676979	0.1938665	0.1232936	0.2366302	0.0084834	0.9194751

0	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378722	0.0933102	0.0415224	0.8256290	0.9991589	0.9993072	0.4916405	1.0000000	0.5886407	0.8338755	1.0000000	0.5342970	1.0000000	0.0049989	0.3446651	1.0000000	0.7604794	0.2328184	0.1082097	1.0000000	0.5991263	1.0000000	0.0386883	1.0000000	0.7869508	0.0412726	0.9501273	1.0000000	1.0000000	0.3165488	0.2288886	1.0000000	1.0000000	1.0000000	0.4887503	0.6869594	0.8705915	0.6905994	0.4293824	0.3674519	0.1937890	0.1232766	0.2369451	0.0084708	0.9193772
100	0.6974412	1.0000000	1.0000000	0.5800321	0.1427236	0.6501260	0.0933102	0.0415224	0.8256331	0.5072443	0.9993073	0.2272688	1.0000000	0.5757094	0.8300453	0.7025478	0.4434805	0.2096251	0.0049989	0.3468647	1.0000000	0.7589050	0.2371715	0.1146497	1.0000000	0.5016082	0.6571264	0.0386883	1.0000000	0.8017147	0.0048694	0.9501271	1.0000000	1.0000000	0.3457305	0.2627245	1.0000000	1.0000000	1.0000000	0.4565745	0.4251535	0.8949155	0.6071746	0.4061980	0.3290649	0.4416787	0.1829451	0.2369470	0.2370292	0.0395495
200	0.6974412	1.0000000	1.0000000	0.5800321	0.1377694	0.7037562	0.0933102	0.0415224	0.8256338	0.4194289	0.9993073	0.2135774	1.0000000	0.5091926	0.7831348	0.6868198	0.3257356	0.1408373	0.0049989	0.3489636	1.0000000	0.7545411	0.2384713	0.1404482	1.0000000	0.4391055	0.6211784	0.0386883	1.0000000	0.8058649	0.0005756	0.9501264	1.0000000	1.0000000	0.4510888	0.3554014	1.0000000	1.0000000	1.0000000	0.4649508	0.4336796	0.9101296	0.5975939	0.1696100	0.3056956	0.4465933	0.2893682	0.2369568	0.2521328	0.0210881
300	0.6974412	1.0000000	1.0000000	0.5800321	0.1376248	0.7084539	0.0933102	0.0415224	0.8256339	0.4141188	0.9993073	0.2128684	1.0000000	0.4792428	0.6956255	0.6859882	0.2948612	0.1348505	0.0049989	0.3494887	1.0000000	0.7538020	0.2375314	0.1574802	1.0000000	0.4289745	0.6174095	0.0386883	1.0000000	0.8028940	0.0000695	0.9501262	1.0000000	1.0000000	0.5073438	0.4666470	1.0000000	1.0000000	1.0000000	0.4668330	0.4530369	0.9094050	0.5952700	0.0565740	0.3040705	0.4465084	0.3304699	0.2369613	0.2530938	0.0209185
400	0.6974412	1.0000000	1.0000000	0.5800321	0.1376206	0.7088654	0.0933102	0.0415224	0.8256339	0.4137920	0.9993073	0.2128317	1.0000000	0.4730988	0.6538925	0.6859442	0.2894149	0.1343295	0.0049989	0.3493726	1.0000000	0.7542999	0.2374677	0.1626749	1.0000000	0.4277805	0.6170144	0.0386883	1.0000000	0.8027299	0.0000099	0.9501263	1.0000000	1.0000000	0.5201559	0.5110731	1.0000000	1.0000000	1.0000000	0.4656283	0.4576158	0.9095166	0.5949193	0.0416879	0.3039267	0.4466871	0.3385843	0.2369618	0.2531881	0.0209526
500	0.6974412	1.0000000	1.0000000	0.5800321	0.1376205	0.7089014	0.0933102	0.0415224	0.8256339	0.4137711	0.9993073	0.2128298	1.0000000	0.4720940	0.6439647	0.6859419	0.2885191	0.1342842	0.0049989	0.3493412	1.0000000	0.7543282	0.2375865	0.1636091	1.0000000	0.4276511	0.6169730	0.0386883	1.0000000	0.8031012	0.0000028	0.9501263	1.0000000	1.0000000	0.5221535	0.5213505	1.0000000	1.0000000	1.0000000	0.4655404	0.4580516	0.9097487	0.5950026	0.0396361	0.3037293	0.4466965	0.3397862	0.2369617	0.2531971	0.0209585
600	0.6974412	1.0000000	1.0000000	0.5800321	0.3073672	0.0966508	0.0933102	0.0415224	0.8256339	0.4585911	0.9993073	0.4772012	1.0000000	0.5610403	0.6507124	0.9833940	0.3814299	0.9246551	0.0049989	0.3487170	1.0000000	0.7558166	0.2332097	0.1502675	1.0000000	0.5424940	0.9598422	0.0386883	1.0000000	0.7884027	0.0364096	0.9501265	1.0000000	1.0000000	0.4605931	0.4890926	1.0000000	1.0000000	1.0000000	0.4979276	0.7050087	0.8915141	0.6784741	0.3891966	0.3489323	0.1987481	0.1974754	0.2369516	0.0246381	0.9494508
700	0.6974412	1.0000000	1.0000000	0.5800321	0.3123214	0.0430209	0.0933102	0.0415224	0.8256339	0.9288892	0.9993073	0.4908926	1.0000000	0.5839001	0.7551540	0.9991219	0.4948569	0.9934426	0.0049989	0.3458155	1.0000000	0.7602797	0.2318392	0.1220221	1.0000000	0.5917004	0.9957897	0.0386883	1.0000000	0.7840813	0.0407001	0.9501272	1.0000000	1.0000000	0.3522245	0.3578617	1.0000000	1.0000000	1.0000000	0.4895065	0.6974856	0.8684013	0.6882487	0.4277063	0.3669863	0.1938959	0.1355779	0.2369473	0.0095354	0.9369663
800	0.6974412	1.0000000	1.0000000	0.5800321	0.3124660	0.0383232	0.0933102	0.0415224	0.8256339	0.9946999	0.9993073	0.4916016	1.0000000	0.5878250	0.8178770	0.9999536	0.5265429	0.9994293	0.0049989	0.3446893	1.0000000	0.7610115	0.2328662	0.1113246	1.0000000	0.5982891	0.9995586	0.0386883	1.0000000	0.7871106	0.0412053	0.9501274	1.0000000	1.0000000	0.3223840	0.2617294	1.0000000	1.0000000	1.0000000	0.4875355	0.6879089	0.8713345	0.6903487	0.4292970	0.3671988	0.1939926	0.1248603	0.2369451	0.0085719	0.9227434
900	0.6974412	1.0000000	1.0000000	0.5800321	0.3124702	0.0379117	0.0933102	0.0415224	0.8256339	0.9988740	0.9993073	0.4916384	1.0000000	0.5885105	0.8313916	0.9999975	0.5329022	0.9999503	0.0049989	0.3446822	1.0000000	0.7604511	0.2329367	0.1086548	1.0000000	0.5990362	0.9999537	0.0386883	1.0000000	0.7872991	0.0412647	0.9501273	1.0000000	1.0000000	0.3173480	0.2348350	1.0000000	1.0000000	1.0000000	0.4887982	0.6866785	0.8711117	0.6906613	0.4293458	0.3672528	0.1937779	0.1234502	0.2369449	0.0084766	0.9198515
1000	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378757	0.0933102	0.0415224	0.8256339	0.9991399	0.9993073	0.4916403	1.0000000	0.5886208	0.8335497	0.9999999	0.5340519	0.9999957	0.0049989	0.3446902	1.0000000	0.7604192	0.2328042	0.1082380	1.0000000	0.5991168	0.9999951	0.0386883	1.0000000	0.7869066	0.0412717	0.9501273	1.0000000	1.0000000	0.3166475	0.2297808	1.0000000	1.0000000	1.0000000	0.4888940	0.6870453	0.8704898	0.6905934	0.4293685	0.3674732	0.1937666	0.1233360	0.2369451	0.0084677	0.9194356

0	0.6974412	1.0000000	1.0000000	0.5800321	0.3124703	0.0378722	0.0933102	0.0415224	0.8256290	0.9991589	0.9993072	0.4916405	1.0000000	0.5886407	0.8338755	1.0000000	0.5342970	1.0000000	0.0049989	0.3446651	1.0000000	0.7604794	0.2328184	0.1082097	1.0000000	0.5991263	1.0000000	0.0386883	1.0000000	0.7869508	0.0412726	0.9501273	1.0000000	1.0000000	0.3165488	0.2288886	1.0000000	1.0000000	1.0000000	0.4887503	0.6869594	0.8705915	0.6905994	0.4293824	0.3674519	0.1937890	0.1232766	0.2369451	0.0084708	0.9193772
100	0.4881849	1.0000000	0.2376740	0.2747022	0.7965309	0.6317796	0.3064811	0.2826212	0.2599101	0.6883677	0.6684311	0.0664803	0.3111732	0.5567664	0.8325429	1.0000000	0.6760605	1.0000000	0.0035485	0.5705323	1.0000000	0.4299619	0.2973756	0.3070822	1.0000000	0.5991263	1.0000000	0.0030955	0.5839171	0.6244776	0.0412727	0.9501304	1.0000000	1.0000000	0.2841744	0.8084940	1.0000000	1.0000000	1.0000000	0.9419792	0.8453184	0.0315937	0.3237204	0.4302158	0.5401773	0.1877072	0.3345941	0.1880403	0.0090081	0.9193782
200	0.3166865	1.0000000	0.2042110	0.1187509	0.9827897	0.7220390	0.7684881	0.4272194	0.0762589	0.7327933	0.5527289	0.0603155	0.2782322	0.5043147	0.8763484	1.0000000	0.7298305	1.0000000	0.0209412	0.6606707	1.0000000	0.3283071	0.5240159	0.4404376	1.0000000	0.5991263	1.0000000	0.0002482	0.5837732	0.6531326	0.0412729	0.9501406	1.0000000	1.0000000	0.2832035	0.8333994	1.0000000	1.0000000	1.0000000	0.9719738	0.8968931	0.0127660	0.2747480	0.4217646	0.5533200	0.1580189	0.4785280	0.1900860	0.0107133	0.9194143
300	0.2882805	1.0000000	0.2027421	0.1023240	0.9942877	0.8029211	0.8884925	0.5908334	0.0461985	0.7133675	0.3725213	0.0694776	0.2766570	0.4993184	0.8954269	1.0000000	0.6538647	1.0000000	0.0337219	0.7278501	1.0000000	0.2621161	0.5654036	0.4551110	1.0000000	0.5991263	1.0000000	0.0000205	0.5837732	0.7329601	0.0412729	0.9501367	1.0000000	1.0000000	0.2831734	0.8344056	1.0000000	1.0000000	1.0000000	0.9760485	0.9024863	0.0079227	0.2683194	0.4198020	0.5817975	0.1505212	0.4825896	0.1943250	0.0100217	0.9194066
400	0.2850023	1.0000000	0.2026776	0.1007702	0.9950353	0.8345122	0.9070195	0.6548589	0.0405915	0.6664108	0.2869755	0.0736942	0.2765816	0.4989515	0.8994485	1.0000000	0.6166831	1.0000000	0.0364898	0.7462735	1.0000000	0.2461203	0.5689867	0.4563675	1.0000000	0.5991263	1.0000000	0.0000022	0.5837732	0.7553032	0.0412728	0.9501317	1.0000000	1.0000000	0.2831731	0.8344453	1.0000000	1.0000000	1.0000000	0.9783524	0.9033997	0.0033166	0.2674748	0.4195643	0.5898027	0.1495240	0.4797743	0.1956326	0.0090167	0.9193615
500	0.2846661	1.0000000	0.2026748	0.1006239	0.9950947	0.8421529	0.9094895	0.6715736	0.0394860	0.6466421	0.2626335	0.0745305	0.2765780	0.4989273	0.9001055	1.0000000	0.6073073	1.0000000	0.0368695	0.7494939	1.0000000	0.2433073	0.5687257	0.4564720	1.0000000	0.5991263	1.0000000	0.0000008	0.5837732	0.7592451	0.0412727	0.9501298	1.0000000	1.0000000	0.2831739	0.8344470	1.0000000	1.0000000	1.0000000	0.9791815	0.9036907	0.0022320	0.2673626	0.4195271	0.5907600	0.1493809	0.4791410	0.1959145	0.0086140	0.9193465
600	0.5308129	1.0000000	0.9650007	0.4006566	0.6628718	0.3543410	0.3558701	0.4837611	0.0399393	0.4431686	0.5183257	0.9365470	0.9654047	0.5391560	0.8986066	1.0000000	0.5393850	1.0000000	0.0123399	0.5657739	1.0000000	0.4898198	0.3044048	0.2802752	1.0000000	0.5991263	1.0000000	0.0355932	0.9998560	0.8093978	0.0412727	0.9501283	1.0000000	1.0000000	0.3155486	0.2440900	1.0000000	1.0000000	1.0000000	0.5143221	0.8065642	0.2809974	0.6235138	0.4198613	0.4293237	0.1560141	0.2248990	0.2409132	0.0082130	0.9193708
700	0.6734538	1.0000000	0.9984637	0.5581718	0.3591377	0.0928645	0.1290258	0.1890853	0.0475104	0.5584497	0.8799125	0.8028951	0.9983456	0.5844010	0.8584185	1.0000000	0.5264022	1.0000000	0.0056399	0.4168006	1.0000000	0.6699853	0.2360925	0.1349462	1.0000000	0.5991263	1.0000000	0.0384406	1.0000000	0.7980077	0.0412726	0.9501264	1.0000000	1.0000000	0.3165187	0.2286816	1.0000000	1.0000000	1.0000000	0.5065082	0.7124074	0.3100192	0.6783099	0.4232904	0.3801042	0.1725895	0.1311870	0.2379985	0.0077077	0.9193773
800	0.6947192	1.0000000	0.9999326	0.5778003	0.3173632	0.0443993	0.0977580	0.0711059	0.1487490	0.9516698	0.9793383	0.5733233	0.9999209	0.5883329	0.8391099	1.0000000	0.5320805	1.0000000	0.0050556	0.3586299	1.0000000	0.7449333	0.2307030	0.1110946	1.0000000	0.5991263	1.0000000	0.0386684	1.0000000	0.7830204	0.0412726	0.9501269	1.0000000	1.0000000	0.3165480	0.2288362	1.0000000	1.0000000	1.0000000	0.4946145	0.6984950	0.3732683	0.6870702	0.4279141	0.3739982	0.1888194	0.1247186	0.2370941	0.0081033	0.9193772
900	0.6971633	1.0000000	0.9999970	0.5798192	0.3129472	0.0386319	0.0938391	0.0467236	0.5143195	0.9959923	0.9961229	0.5069583	0.9999962	0.5886204	0.8347305	1.0000000	0.5341012	1.0000000	0.0050040	0.3463468	1.0000000	0.7597220	0.2323641	0.1091351	1.0000000	0.5991263	1.0000000	0.0386867	1.0000000	0.7859917	0.0412726	0.9501274	1.0000000	1.0000000	0.3165488	0.2288844	1.0000000	1.0000000	1.0000000	0.4872083	0.6888656	0.7160134	0.6898081	0.4293877	0.3701452	0.1935421	0.1231366	0.2369651	0.0084361	0.9193772
1000	0.6974144	1.0000000	0.9999999	0.5800125	0.3125149	0.0379650	0.0933709	0.0423922	0.7460485	0.9989381	0.9988041	0.4942398	0.9999998	0.5886394	0.8339978	1.0000000	0.5343083	1.0000000	0.0049993	0.3447892	1.0000000	0.7605217	0.2330084	0.1083871	1.0000000	0.5991263	1.0000000	0.0386881	1.0000000	0.7875555	0.0412726	0.9501273	1.0000000	1.0000000	0.3165488	0.2288882	1.0000000	1.0000000	1.0000000	0.4883231	0.6862160	0.8485543	0.6906586	0.4293919	0.3687166	0.1938057	0.1230257	0.2369475	0.0084712	0.9193772

