"Time"	YDR034C	YFL044C	YEL009C	YML076C	YBR112C	YNL103W	YLR451W	YKL038W	YER028C	YIR017C	YGL181W	YNL167C	YPL038W	YGL254W	YOR140W	YDR253C	YMR019W	YOL067C	YJR147W	YCR096C	YML113W	YDR520C	YFL021W	YCR040W	YPR199C	YCR097W	YOL089C	YHR006W	YOR032C	YJL110C	YCL066W	YCL067C	YJL056C	YLR098C	YGR044C	YCR018C	YLR013W	YKL020C	YDR421W	YKR034W	YCR039C	YER189W	YCR041W	YDR084C	YER190W	YGL001C	YDR042C	YNL339C	YNL337W	YKL178C
900	0.6669161	1.1309474	1.0172665	0.6071550	0.3029085	0.0482825	0.0636767	0.0500973	0.8179410	1.0124157	1.0189043	0.4614352	1.0517523	0.6035443	0.7994290	1.0574740	0.6112467	0.9825867	0.0000000	0.3554088	0.9238790	0.7315781	0.2096734	0.1472630	1.0094694	0.5780852	1.0396079	0.0367612	1.0752671	0.6928107	0.0284308	0.8891059	1.0104005	1.0736983	0.2901939	0.2717206	1.0217434	1.0068093	1.0043747	0.5281186	0.7178659	0.8503976	0.6542069	0.4567465	0.3657453	0.2261212	0.1495794	0.2402628	0.0239741	0.9197670
1000	0.6734796	1.0102867	1.0805948	0.6218612	0.3257248	0.0250841	0.0850968	0.0783843	0.7705136	0.9997231	0.9463937	0.5018773	1.0868294	0.5944446	0.7844099	1.0054433	0.6242404	0.9520603	0.0021045	0.3592255	1.0036929	0.8212284	0.1999461	0.1719668	0.9770173	0.6489919	0.9835230	0.0408636	1.0563873	0.8318576	0.0498667	0.9516752	1.0843952	1.0026486	0.3424779	0.2635731	0.9652360	0.9498168	0.8797815	0.3685923	0.6460878	0.8750268	0.6757722	0.4504541	0.3414403	0.2533329	0.1499523	0.2471673	0.0253202	0.9829567

0	0.6886866	1.0301340	1.0029335	0.5950916	0.3919307	0.0379876	0.0968950	0.0529445	0.7826624	1.0348443	0.9731699	0.4797745	0.9975293	0.6201121	0.8407541	0.9726307	0.6283807	1.0465966	0.0015981	0.3806657	1.0227693	0.7873163	0.2366580	0.1528101	0.8262958	0.5458654	1.0216703	0.0353870	1.0534556	0.7962065	0.0217789	0.9195820	0.9359675	1.0246534	0.3407771	0.2263916	1.0152856	1.0220145	1.0157808	0.4826177	0.7037995	0.8887499	0.6985562	0.5036624	0.3471984	0.1896157	0.1002525	0.2462193	0.0097665	1.0451864
100	0.6707908	0.9292533	1.0223475	0.5377355	0.3728055	0.0391771	0.0403010	0.2089401	0.6409333	1.0984865	1.0381881	0.4963511	0.9650069	0.6154829	0.7805206	0.2567053	0.5223689	0.6458154	0.0046241	0.3201374	0.4152378	0.8873503	0.0711875	0.2129385	1.0300930	0.5424829	0.5912165	0.0161926	0.2231664	0.7145959	0.0546775	0.9285205	0.9705208	1.1619647	0.3323461	0.3153002	0.4810525	0.9838780	0.7397316	0.5078357	0.7180706	0.5094488	0.9133177	0.5214556	0.3603411	0.3439350	0.1714378	0.0454618	0.0247845	0.9677674
200	0.6434732	1.0054844	0.9633268	0.5783295	0.3376475	0.0448473	0.0177731	0.2151856	0.2323429	1.0478915	1.0540075	0.4831037	0.8835117	0.7577207	0.6194980	0.1048215	0.5234728	0.5433908	0.0000022	0.2522142	0.1532219	1.0524344	0.0295123	0.3291075	1.0157021	0.4031862	0.3919688	0.0047261	0.1549031	0.8516273	0.0869323	0.7711835	0.9025657	1.0423359	0.4958576	0.4003789	0.2011266	0.9647139	0.6141181	0.4352018	0.6901438	0.2096427	0.9646088	0.8604902	0.3042349	0.4520084	0.3204163	0.0013822	0.0390224	0.9512332
300	0.6424001	1.0563634	1.0022140	0.6297219	0.3202525	0.0412066	0.0008888	0.2980660	0.1246782	0.8809523	1.0479381	0.3940789	0.7655086	0.7817836	0.4041292	0.1418909	0.4190951	0.5373920	0.0032017	0.2912212	0.0660909	1.0384401	0.0058981	0.4306559	1.0243028	0.2867076	0.3922356	0.0009087	0.1577180	0.7621655	0.1365351	0.6191615	1.0790191	0.9617557	0.7973910	0.6022000	0.1641703	0.9921558	0.6140932	0.4028359	0.7644872	0.1254884	0.8939278	0.8992076	0.3157539	0.5062735	0.3534823	0.0016251	0.0425273	0.9453175
400	0.6525405	1.0515103	1.0260673	0.4974275	0.3536681	0.0410104	0.0220921	0.2070650	0.0850009	0.9296459	1.1245054	0.3798556	0.7760240	0.8063915	0.2691743	0.1694879	0.4026112	0.5074446	0.0017951	0.2729062	0.0278846	1.0140567	0.0138344	0.3880246	1.0639862	0.3643027	0.4274255	0.0004827	0.1483824	0.8176846	0.1470112	0.5308039	0.9740044	1.0693452	0.8013544	0.7092827	0.1262118	1.0923104	0.6245651	0.4717926	0.7380069	0.2665848	1.0149973	0.8717691	0.3669302	0.4473966	0.3473361	0.0009628	0.0569433	0.9310134
500	0.6694941	0.9181577	0.9629671	0.5170820	0.3626646	0.0441551	0.0177136	0.2468514	0.0751481	0.9113474	1.0859174	0.4700779	0.8251121	0.8222467	0.2938952	0.1656269	0.3807033	0.4506158	0.0056154	0.2665999	0.0493739	0.9669616	0.0184237	0.4605559	1.0655015	0.2639120	0.3119903	0.0008873	0.1434394	0.7642203	0.1192914	0.4843983	0.9601415	1.0599203	0.8314205	0.7648601	0.1493982	1.0017662	0.6692186	0.5030709	0.8066068	0.2808788	0.9247360	0.9327484	0.3273593	0.5040599	0.3603280	0.0013446	0.0470011	1.0810091
600	0.7190049	0.9733009	1.0130053	0.5536176	0.3784980	0.0370025	0.0640532	0.1337991	0.1232246	0.9216674	0.9754557	0.4434814	0.9625379	0.5658650	0.3219840	0.8853754	0.4479524	0.6845500	0.0041685	0.2968058	0.7240484	1.0543249	0.1684318	0.3411518	1.0602197	0.3725136	0.9420728	0.0298290	0.9423223	0.7243503	0.0825290	0.5428360	1.1056750	1.0190532	0.8226171	0.8308327	0.7155866	0.9557575	0.9396267	0.3073445	0.8181309	0.3720901	0.7738934	0.6763735	0.3474812	0.4892802	0.2947592	0.0203244	0.0480955	1.0585707
700	0.7013360	1.0188595	0.9617814	0.6081400	0.3498797	0.0243255	0.0909179	0.0659815	0.2395844	0.9799744	1.0116664	0.4906317	1.0871425	0.7137166	0.4056591	0.9576505	0.4926950	0.9112140	0.0060595	0.2716823	0.9445899	0.7978793	0.1992621	0.1333512	0.9602443	0.6213128	1.1406042	0.0297412	1.0313473	0.8726653	0.0586649	0.7890362	0.9467520	1.0243257	0.4457733	0.6002515	0.9874302	0.9934442	0.9772748	0.4045102	0.6323880	0.7222666	0.6939656	0.4834731	0.3640699	0.2698826	0.1054352	0.1866044	0.0168982	0.9947638
800	0.6759253	1.0717418	0.9939934	0.5790589	0.3632450	0.0222421	0.1174905	0.0352159	0.5485757	0.9968539	1.0977487	0.4166794	1.1232393	0.6822860	0.6796318	1.0405007	0.5226115	1.0203804	0.0033200	0.2791984	0.9796023	0.7927470	0.1842326	0.1290095	1.0489746	0.7230442	0.9837557	0.0473477	0.8907528	0.8054206	0.0401750	0.9032601	0.9683615	1.0116338	0.2477172	0.3592834	0.9595147	0.9517419	1.1083242	0.4608393	0.6672170	0.8888041	0.6541577	0.4616871	0.3766657	0.2113120	0.0947779	0.2362831	0.0178255	0.7035039
900	0.6782585	1.0304354	1.0095539	0.6021415	0.3712052	0.0401173	0.0801979	0.0507598	0.8678109	1.0491543	1.0678276	0.4875483	0.9509187	0.5435829	0.8255019	1.1378113	0.5347313	0.9130673	0.0049819	0.3004741	1.0565821	0.7751979	0.1843146	0.1665727	0.9602245	0.5470020	0.9178498	0.0316109	0.9408377	0.8035749	0.0617823	1.0261731	1.0545194	0.9790497	0.2774946	0.1252318	0.9275234	0.9544167	0.9725742	0.6537455	0.6263220	0.8109245	0.7687724	0.4606810	0.4115120	0.2170774	0.1359926	0.2258157	0.0095096	1.0049214
1000	0.6857860	0.9493603	1.0953350	0.5123764	0.3091107	0.0593379	0.0590433	0.0289293	0.7252222	1.2036856	0.9216932	0.4500965	0.9384878	0.5894770	0.8502915	0.9455589	0.5666046	1.0451592	0.0052271	0.3691788	1.0215746	0.8205618	0.1840177	0.0543300	1.0414568	0.5661348	0.9892152	0.0560805	0.9981809	0.7363205	0.0548596	0.9136763	1.0149915	1.0255854	0.3245250	0.2438398	0.9522668	0.9883416	0.9534608	0.4689056	0.7191244	0.7625623	0.6579672	0.4248664	0.4087497	0.2979920	0.1205613	0.3031062	0.0223889	0.9527258

0	0.6886866	1.0301340	1.0029335	0.5950916	0.3919307	0.0379876	0.0968950	0.0529445	0.7826624	1.0348443	0.9731699	0.4797745	0.9975293	0.6201121	0.8407541	0.9726307	0.6283807	1.0465966	0.0015981	0.3806657	1.0227693	0.7873163	0.2366580	0.1528101	0.8262958	0.5458654	1.0216703	0.0353870	1.0534556	0.7962065	0.0217789	0.9195820	0.9359675	1.0246534	0.3407771	0.2263916	1.0152856	1.0220145	1.0157808	0.4826177	0.7037995	0.8887499	0.6985562	0.5036624	0.3471984	0.1896157	0.1002525	0.2462193	0.0097665	1.0451864
100	0.6706767	1.0473417	0.9230677	0.5589285	0.2025037	0.5210355	0.1112721	0.0697620	0.5902375	0.5866191	0.9541766	0.2438207	1.0109364	0.6429588	0.7594604	0.6694832	0.5463494	0.4567758	0.0089000	0.3568270	1.0430512	0.7213908	0.2456173	0.1113788	0.7938589	0.5882426	0.6942516	0.0445730	1.0052825	0.7876547	0.0193689	0.9544767	0.9637118	0.9716096	0.2918497	0.2899537	0.9196579	0.8681850	0.9268967	0.4416218	0.5538759	0.9042152	0.6150270	0.4147452	0.3234259	0.4241413	0.1527600	0.2469900	0.1970064	0.1889470
200	0.6140870	0.9661603	0.9261881	0.5226151	0.1890163	0.6605320	0.0843504	0.0407507	0.4690166	0.4208586	1.0195652	0.2581448	1.0738546	0.5294365	0.7697180	0.6645854	0.3619833	0.2184970	0.0100586	0.3435406	1.0121760	0.7842782	0.2290823	0.1644679	0.9485678	0.4150778	0.6407910	0.0327597	1.0381829	0.8280158	0.0062191	0.9807721	0.9180792	0.9134896	0.4645843	0.2689224	0.9965728	1.0344007	0.9672379	0.4300585	0.4745196	0.8672683	0.6688887	0.2554045	0.3568147	0.4361205	0.2695826	0.2369701	0.2696723	0.0403445
300	0.7464595	1.0000940	1.0246697	0.5490755	0.1299165	0.5912687	0.0881464	0.0498130	0.6896786	0.3887164	1.1011875	0.2253874	1.0990529	0.4967134	0.6591611	0.6378991	0.2657336	0.1862090	0.0058563	0.3644304	0.9459116	0.7029170	0.2460128	0.1846619	0.9756340	0.4713278	0.6133267	0.0319079	1.0519119	0.7078023	0.0059679	0.9561697	1.0629240	0.9882483	0.5402328	0.5271042	0.9869519	0.8877280	0.9048560	0.5082524	0.5678516	0.9446570	0.5463716	0.0886839	0.3153576	0.4137439	0.3920146	0.2431261	0.2688024	0.0205057
400	0.7634148	1.0154371	1.0587852	0.5976831	0.1425486	0.6981334	0.0823012	0.0409510	0.7508327	0.3914189	0.9945730	0.1879363	1.0482670	0.5110562	0.6216640	0.7482315	0.3176081	0.1532231	0.0029862	0.3797001	1.0198891	0.6592679	0.2226045	0.2671443	1.0658106	0.3903986	0.6294638	0.0257990	1.0167985	0.9149087	0.0043269	0.9286203	0.9705837	1.1036804	0.6123417	0.6380621	1.0035732	0.9192807	0.9697870	0.4270072	0.4804424	0.9278524	0.5532718	0.0899144	0.2739509	0.4827878	0.3762230	0.1754478	0.2582043	0.0214939
500	0.7382345	0.9702067	1.0832860	0.7075347	0.0759674	0.6658202	0.0898031	0.0511642	0.8323637	0.4854210	1.1074679	0.2015837	1.0390859	0.4299702	0.6540603	0.7320279	0.2684750	0.1834281	0.0075693	0.3080189	1.0359482	0.7641820	0.2404160	0.1498262	1.0561654	0.4458768	0.6513493	0.0368354	1.0909700	0.8203056	0.0009297	0.9592728	0.9078233	1.0425956	0.5551391	0.5058931	0.9336021	0.9838256	0.9472685	0.5795964	0.4918066	0.8451146	0.5707774	0.0835702	0.3746526	0.4196903	0.3471420	0.2644368	0.3099394	0.0248549
600	0.8036271	0.8916188	0.9627648	0.6055649	0.1958807	0.1864015	0.0752821	0.0574297	0.7799324	0.4667973	1.0600125	0.3667891	1.0263682	0.5722886	0.7081845	0.9636002	0.3136485	0.7404274	0.0035783	0.3143158	1.0314255	0.7801645	0.2539078	0.1339640	1.0186542	0.5133646	0.8216807	0.0483594	0.9477294	0.7210863	0.0287796	0.9228477	0.9379728	1.0409634	0.5278907	0.5775881	0.9771350	1.0708204	1.0089316	0.4761391	0.6467632	0.8342688	0.7051936	0.3079503	0.3514763	0.2282069	0.2998006	0.2321341	0.0771044	0.8433793
700	0.7573098	1.0430820	1.0426539	0.6611677	0.2965775	0.0516753	0.0827397	0.0726960	0.6548199	0.8858238	1.0181234	0.4558282	0.9007809	0.5214489	0.6965771	1.1045750	0.4370835	0.9250909	0.0158101	0.3763334	0.9796639	0.7802150	0.2531431	0.0685596	0.9768979	0.5696550	1.0510384	0.0568441	1.0380088	0.8854360	0.0508199	0.9777927	0.9578446	1.0078957	0.3695590	0.3653894	0.9527873	0.9910625	0.9668732	0.4925010	0.6555651	0.8485802	0.7213759	0.4367210	0.4067580	0.2194739	0.1981220	0.1802790	0.0222266	0.8854171
800	0.6024593	1.0599242	0.9500621	0.5779487	0.2127050	0.0562849	0.0905191	0.0602270	0.5337012	0.9569055	1.0378236	0.5568902	0.9538714	0.5310519	0.8625121	0.9707635	0.5364182	1.0054880	0.0059315	0.3566710	0.9871358	0.7158656	0.2474848	0.0315779	0.9366239	0.6644954	1.0139558	0.0477054	1.0082319	0.7677210	0.0397381	0.9832881	1.0096911	1.0408686	0.3164370	0.2991842	0.9766122	1.0906556	1.0172712	0.5351216	0.7129048	0.8545364	0.6799090	0.4337927	0.3739070	0.2489934	0.1678078	0.1959902	0.0175886	0.9444757
900	0.7120483	0.9829040	1.0543329	0.5562989	0.2578645	0.0267160	0.0722821	0.0409750	0.6188931	1.0609504	1.0087925	0.5574188	0.9778528	0.6114480	0.8317767	0.9842082	0.5499773	0.9553565	0.0017268	0.2715662	1.0004984	0.7545965	0.2444364	0.1529379	0.9882449	0.6038927	0.9229358	0.0238456	1.0343131	0.7786184	0.0427162	0.9056854	1.0889256	0.9942892	0.3180973	0.2116619	1.0174031	1.0383591	1.0690938	0.4750568	0.7721299	0.8322943	0.6602616	0.4139350	0.3755006	0.2457850	0.1470187	0.1666289	0.0116615	0.9154185
1000	0.7038037	0.9886795	1.0270774	0.5423842	0.3534603	0.0459307	0.0784539	0.0246810	0.8108908	1.0404048	0.9321779	0.5342289	1.0548731	0.6609806	0.8675388	0.9625843	0.4421629	0.8736192	0.0001465	0.3593995	1.0221187	0.7277864	0.2016596	0.1442687	0.9490561	0.5955537	0.9091336	0.0402225	0.9394142	0.7139942	0.0514775	0.9058818	0.9608861	0.8623852	0.3133726	0.2023792	1.0620990	1.0154706	0.9480123	0.5236078	0.7037168	0.8593650	0.7754064	0.3670630	0.4252450	0.1850586	0.1169295	0.2160352	0.0064280	0.8948047

0	0.6886866	1.0301340	1.0029335	0.5950916	0.3919307	0.0379876	0.0968950	0.0529445	0.7826624	1.0348443	0.9731699	0.4797745	0.9975293	0.6201121	0.8407541	0.9726307	0.6283807	1.0465966	0.0015981	0.3806657	1.0227693	0.7873163	0.2366580	0.1528101	0.8262958	0.5458654	1.0216703	0.0353870	1.0534556	0.7962065	0.0217789	0.9195820	0.9359675	1.0246534	0.3407771	0.2263916	1.0152856	1.0220145	1.0157808	0.4826177	0.7037995	0.8887499	0.6985562	0.5036624	0.3471984	0.1896157	0.1002525	0.2462193	0.0097665	1.0451864
100	0.6306684	1.0341139	0.4432005	0.3732722	0.5396793	0.4488843	0.1551002	0.2310526	0.4880364	0.8648503	0.7742037	0.2381836	0.3873356	0.5377211	0.8478233	1.0049925	0.5448820	1.0640332	0.0012895	0.5054721	0.9822315	0.4747619	0.2659263	0.2878098	1.0329047	0.5572821	1.0546141	0.0204666	0.6444145	0.6528494	0.0341330	0.9687863	1.0203700	1.0269928	0.2736960	0.6858025	1.0039957	0.9725670	0.9856991	0.8637392	0.6535993	0.1705160	0.5669002	0.4126697	0.4270845	0.1873060	0.1701299	0.2535900	0.0304380	0.8632691
200	0.4084264	1.0619483	0.2537065	0.1375394	0.9574116	0.6101747	0.5313666	0.4105445	0.1746774	0.7195180	0.6431807	0.0856075	0.3559458	0.5278792	0.8764675	1.0068051	0.7436571	1.1047431	0.0084097	0.6976828	1.0300458	0.2856742	0.4327056	0.4456329	1.0307068	0.5129267	1.0210496	0.0064494	0.6620590	0.5341616	0.0297258	0.9799345	0.9948345	1.0339367	0.4398206	0.8545672	0.9661494	0.9706961	0.9990553	0.9080861	0.8489387	0.0163586	0.2869482	0.3995521	0.5295281	0.1995159	0.4263259	0.1663789	0.0113567	0.9545913
300	0.3280838	1.0516715	0.2368637	0.1157651	0.9800798	0.6881418	0.8494347	0.5017041	0.0523512	0.8021106	0.4633100	0.0669433	0.2783603	0.5446032	0.7685959	0.8625079	0.6811376	1.0640474	0.0463704	0.7754148	0.9731360	0.2661773	0.5112717	0.4664684	1.0608667	0.5725722	1.0620253	0.0019235	0.6006323	0.7465010	0.0241872	1.0892682	0.9068662	1.0316807	0.3464737	0.8861090	1.0771146	1.0538944	1.0331309	0.8703333	0.9512493	0.0110695	0.2652415	0.4538718	0.6393893	0.1805420	0.4799605	0.2296055	0.0148119	0.9758512
400	0.2947189	1.0198104	0.2316408	0.1068006	0.8497290	0.7550748	0.9052399	0.6167869	0.0397915	0.6422785	0.3055228	0.0707355	0.2675239	0.5702107	0.8896451	0.9208734	0.6060422	1.0006415	0.0227206	0.7815304	1.0401572	0.2894557	0.6016571	0.4617567	0.9644200	0.6622723	0.9251686	0.0012146	0.5732758	0.6538217	0.0574735	1.0960838	0.9791455	1.0626565	0.2350564	0.8269303	1.1177188	0.9087219	1.0420350	0.9372234	0.9293296	0.0040498	0.2553185	0.4303823	0.6969300	0.1872627	0.4502809	0.1929764	0.0036984	0.8848676
500	0.2580728	0.9670506	0.1738660	0.0825499	1.0657693	0.7800828	0.9439102	0.6469188	0.0279108	0.7036770	0.2842747	0.0745566	0.2898939	0.4915840	0.9223077	1.0279243	0.6196772	0.9966567	0.0216752	0.6650676	1.0559711	0.2815822	0.6053181	0.4264991	1.0893825	0.5887151	0.9662045	0.0023250	0.4980754	0.6864661	0.0444368	1.0164972	0.9997661	0.8668343	0.3121477	0.8658296	0.9675410	1.1001566	0.9687492	1.0025796	0.8626996	0.0008816	0.3436644	0.4629238	0.6464723	0.1558797	0.5586753	0.2654404	0.0087313	0.9113549
600	0.4101992	1.0478783	0.8787373	0.3259010	0.8820308	0.5721929	0.6191717	0.6486553	0.0469487	0.4900609	0.4602295	0.6673473	0.8867440	0.5285238	0.9804070	0.8638892	0.5087235	1.0825491	0.0129460	0.6431209	0.9090647	0.4584054	0.4383622	0.3535993	1.0279978	0.7251064	1.0730516	0.0236236	1.0538168	0.8653327	0.0317603	1.0294996	0.9221241	1.0967077	0.3181437	0.3574848	0.9955017	0.9807007	1.0051341	0.5522243	0.9271165	0.2389444	0.5203952	0.4097088	0.4690728	0.1664578	0.2963190	0.2198992	0.0180419	0.8083179
700	0.5936900	1.0169183	1.0533909	0.5573031	0.4055515	0.1884592	0.2216852	0.3195485	0.0323508	0.4221726	0.7376898	0.8275072	0.9749314	0.6090642	0.8819949	1.0329589	0.5320643	1.0261649	0.0072758	0.4085863	1.0454633	0.6283947	0.2965912	0.2130656	1.0437740	0.6981260	1.0337186	0.0272301	1.0547008	0.8694094	0.0241641	0.9496847	0.9005140	0.9563640	0.3555705	0.2211626	1.0827180	1.0710226	0.9624634	0.4694274	0.7318187	0.2087631	0.6319129	0.3897312	0.3682087	0.1923686	0.1598643	0.2357665	0.0122923	0.8204173
800	0.7350111	1.0401918	1.0168018	0.5957475	0.3260051	0.0841471	0.0992191	0.1039784	0.1153498	0.8890440	0.9506983	0.7313191	1.1472101	0.5182731	0.8293006	1.0113964	0.5656656	0.9761385	0.0072954	0.3494594	0.9573789	0.6731140	0.2406182	0.1170594	0.9380831	0.6231918	0.9741119	0.0426334	0.9340537	0.8330797	0.0502131	1.0127866	1.0127630	0.9570083	0.3406734	0.1775301	1.0066006	0.9862129	0.8559846	0.4773545	0.7069608	0.2464676	0.7076211	0.4379321	0.4212711	0.1523666	0.1235992	0.2404037	0.0048667	0.9945011
900	0.7401757	1.0609231	1.0630333	0.6818134	0.3152019	0.0539433	0.1131913	0.0427447	0.4017380	1.0212227	1.0167449	0.5841974	1.0012506	0.5950129	0.8451549	0.9415912	0.5427513	1.0372006	0.0140161	0.4504166	0.9135265	0.7588408	0.2172940	0.1492814	1.0349247	0.5736102	0.9468405	0.0213175	0.9823324	0.7718648	0.0258613	1.0323766	1.0429663	1.0164964	0.3044863	0.2269954	1.0297802	1.0655351	0.9309562	0.5777233	0.7037144	0.5984995	0.6305522	0.3805309	0.4065662	0.1974633	0.1103782	0.2340528	0.0084992	0.9153210
1000	0.7866482	0.9008344	0.8859256	0.6756351	0.3598208	0.0455642	0.1075459	0.0200658	0.7180562	1.0073031	1.1428696	0.3995531	0.9403420	0.5373297	0.8955121	1.0002138	0.5581044	1.1269687	0.0109206	0.3933268	0.9904017	0.7554494	0.2137786	0.1743992	0.9320131	0.6621640	1.0188605	0.0323526	0.9409075	0.8363546	0.0339624	0.9992979	1.0186577	1.1370945	0.2524185	0.1761056	1.1359696	1.0228610	0.9247031	0.4397180	0.6962494	0.8257905	0.7354661	0.4337816	0.3788440	0.1950308	0.1016870	0.1843505	0.0144027	0.8880978

