"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"11"	4767.5	4767.5	4767.5	4767.5	9935	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9794	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"12"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9825	4767.5	4767.5	9603	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9824	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"13"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"14"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9931	4767.5	4767.5	4767.5	4767.5	4767.5	9609	9963	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"15"	4767.5	4767.5	4767.5	4767.5	9996	9974	4767.5	9764	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9905	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9674	9710	4767.5
"16"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9819	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9970	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9871	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"17"	4767.5	4767.5	4767.5	4767.5	9978	4767.5	4767.5	4767.5	4767.5	9619	4767.5	9681	4767.5	9689	4767.5	9704	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9702	9629	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9770	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"18"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9966	4767.5	9857	4767.5	4767.5	4767.5	9845	4767.5	4767.5	4767.5	9691	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"19"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9621	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9801	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9550	4767.5	4767.5	4767.5	4767.5	4767.5	9803	4767.5	9769	4767.5	4767.5	4767.5	4767.5	4767.5	9886	4767.5	9853	4767.5	4767.5	4767.5	4767.5	4767.5
"20"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9930	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9690	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9891	4767.5	4767.5	4767.5	4767.5	9861	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"21"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9967	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9865	4767.5	9615	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9968	9962	4767.5
"22"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9997	9762	4767.5	4767.5	4767.5	4767.5	9892	4767.5	4767.5	4767.5	4767.5	9918	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"23"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9860	4767.5	4767.5	4767.5	4767.5	9917	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9782	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9616	9549	4767.5	9833	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"24"	9724	9836	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9973	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9671	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9735	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9556	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9560	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"25"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9581	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9793	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9952	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9777	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9574	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9751	9687	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
"26"	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9665	4767.5	4767.5	4767.5	4767.5	4767.5	9786	4767.5	4767.5	9713	4767.5	4767.5	4767.5	9743	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9809	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	9694	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5	4767.5
