"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
FALSE	"e"	NA	0	"SS_67_359"
FALSE	"e"	NA	0	"SS_68_360"
FALSE	"e"	NA	0	"SS_69_361"
FALSE	"e"	NA	0	"SS_70_362"
FALSE	"e"	NA	0	"SS_71_363"
FALSE	"e"	NA	0	"SS_72_364"
FALSE	"e"	NA	0	"SS_73_365"
FALSE	"e"	NA	0	"SS_74_368"
FALSE	"e"	NA	0	"SS_75_370"
FALSE	"e"	NA	0	"SS_76_372"
FALSE	"e"	NA	0	"SS_77_374"
FALSE	"e"	NA	0	"SS_78_375"
FALSE	"e"	NA	0	"SS_79_376"
FALSE	"e"	NA	0	"SS_80_377"
FALSE	"e"	NA	0	"SS_81_379"
FALSE	"e"	NA	0	"SS_82_381"
FALSE	"e"	NA	0	"SS_83_382"
FALSE	"e"	NA	0	"SS_84_383"
FALSE	"e"	NA	0	"SS_85_384"
FALSE	"e"	NA	0	"SS_86_386"
FALSE	"e"	NA	0	"SS_87_387"
FALSE	"e"	NA	0	"SS_88_388"
FALSE	"e"	NA	0	"SS_89_390"
FALSE	"e"	NA	0	"SS_90_392"
FALSE	"e"	NA	0	"SS_91_394"
FALSE	"e"	NA	0	"SS_92_418"
FALSE	"e"	NA	0	"SS_93_419"
FALSE	"e"	NA	0	"SS_94_420"
FALSE	"e"	NA	0	"SS_95_421"
FALSE	"e"	NA	0	"SS_96_422"
FALSE	"e"	NA	0	"SS_97_423"
FALSE	"e"	NA	0	"SS_98_424"
FALSE	"e"	NA	0	"SS_99_426"
FALSE	"e"	NA	0	"SS_100_427"
FALSE	"e"	NA	0	"SS_101_428"
FALSE	"e"	NA	0	"SS_102_430"
FALSE	"e"	NA	0	"SS_103_431"
FALSE	"e"	NA	0	"SS_104_432"
FALSE	"e"	NA	0	"SS_105_434"
FALSE	"e"	NA	0	"SS_106_435"
FALSE	"e"	NA	0	"SS_107_436"
FALSE	"e"	NA	0	"SS_108_438"
FALSE	"e"	NA	0	"SS_109_439"
TRUE	"f"	NA	0	"TS_1_24_t0"
TRUE	"l"	"TS_1_24_t0"	80	"TS_2_25_t80"
TRUE	"f"	NA	0	"TS_3_26_t300"
TRUE	"m"	"TS_3_26_t300"	300	"TS_4_27_t600"
TRUE	"m"	"TS_4_27_t600"	360	"TS_5_28_t960"
TRUE	"m"	"TS_5_28_t960"	480	"TS_6_29_t1440"
TRUE	"m"	"TS_6_29_t1440"	720	"TS_7_30_t2160"
TRUE	"l"	"TS_7_30_t2160"	960	"TS_8_31_t3120"
TRUE	"f"	NA	0	"TS_9_32_t300"
TRUE	"m"	"TS_9_32_t300"	60	"TS_10_33_t360"
TRUE	"m"	"TS_10_33_t360"	90	"TS_11_34_t450"
TRUE	"m"	"TS_11_34_t450"	290	"TS_12_35_t740"
TRUE	"l"	"TS_12_35_t740"	70	"TS_13_36_t810"
TRUE	"f"	NA	0	"TS_14_37_t480"
TRUE	"m"	"TS_14_37_t480"	360	"TS_15_38_t840"
TRUE	"m"	"TS_15_38_t840"	960	"TS_16_39_t1800"
TRUE	"l"	"TS_16_39_t1800"	1080	"TS_17_40_t2880"
TRUE	"f"	NA	0	"TS_18_41_t0"
TRUE	"l"	"TS_18_41_t0"	80	"TS_19_42_t80"
TRUE	"f"	NA	0	"TS_20_43_t0"
TRUE	"l"	"TS_20_43_t0"	80	"TS_21_44_t80"
TRUE	"f"	NA	0	"TS_22_45_t480"
TRUE	"m"	"TS_22_45_t480"	360	"TS_23_46_t840"
TRUE	"m"	"TS_23_46_t840"	960	"TS_24_47_t1800"
TRUE	"l"	"TS_24_47_t1800"	1080	"TS_25_48_t2880"
TRUE	"f"	NA	0	"TS_26_73_t0"
TRUE	"m"	"TS_26_73_t0"	60	"TS_27_74_t60"
TRUE	"m"	"TS_27_74_t60"	60	"TS_28_75_t120"
TRUE	"l"	"TS_28_75_t120"	120	"TS_29_76_t240"
TRUE	"f"	NA	0	"TS_30_77_t0"
TRUE	"m"	"TS_30_77_t0"	60	"TS_31_78_t60"
TRUE	"m"	"TS_31_78_t60"	60	"TS_32_79_t120"
TRUE	"l"	"TS_32_79_t120"	120	"TS_33_80_t240"
TRUE	"f"	NA	0	"TS_34_81_t0"
TRUE	"m"	"TS_34_81_t0"	60	"TS_35_82_t60"
TRUE	"m"	"TS_35_82_t60"	60	"TS_36_83_t120"
TRUE	"l"	"TS_36_83_t120"	120	"TS_37_84_t240"
TRUE	"f"	NA	0	"TS_38_85_t0"
TRUE	"m"	"TS_38_85_t0"	60	"TS_39_86_t60"
TRUE	"m"	"TS_39_86_t60"	60	"TS_40_87_t120"
TRUE	"l"	"TS_40_87_t120"	120	"TS_41_88_t240"
TRUE	"f"	NA	0	"TS_42_89_t0"
TRUE	"m"	"TS_42_89_t0"	60	"TS_43_90_t60"
TRUE	"m"	"TS_43_90_t60"	60	"TS_44_91_t120"
TRUE	"l"	"TS_44_91_t120"	120	"TS_45_92_t240"
TRUE	"f"	NA	0	"TS_46_93_t60"
TRUE	"m"	"TS_46_93_t60"	60	"TS_47_94_t120"
TRUE	"l"	"TS_47_94_t120"	120	"TS_48_95_t240"
TRUE	"f"	NA	0	"TS_49_96_t60"
TRUE	"m"	"TS_49_96_t60"	60	"TS_50_97_t120"
TRUE	"l"	"TS_50_97_t120"	120	"TS_51_98_t240"
TRUE	"f"	NA	0	"TS_52_99_t0"
TRUE	"m"	"TS_52_99_t0"	60	"TS_53_100_t60"
TRUE	"m"	"TS_53_100_t60"	60	"TS_54_101_t120"
TRUE	"l"	"TS_54_101_t120"	120	"TS_55_102_t240"
TRUE	"f"	NA	0	"TS_56_103_t60"
TRUE	"m"	"TS_56_103_t60"	60	"TS_57_104_t120"
TRUE	"l"	"TS_57_104_t120"	120	"TS_58_105_t240"
TRUE	"f"	NA	0	"TS_59_106_t0"
TRUE	"m"	"TS_59_106_t0"	2	"TS_60_107_t2"
TRUE	"m"	"TS_60_107_t2"	8	"TS_61_108_t10"
TRUE	"l"	"TS_61_108_t10"	10	"TS_62_109_t20"
TRUE	"f"	NA	0	"TS_63_110_t300"
TRUE	"m"	"TS_63_110_t300"	60	"TS_64_111_t360"
TRUE	"m"	"TS_64_111_t360"	60	"TS_65_112_t420"
TRUE	"m"	"TS_65_112_t420"	60	"TS_66_113_t480"
TRUE	"m"	"TS_66_113_t480"	60	"TS_67_114_t540"
TRUE	"m"	"TS_67_114_t540"	60	"TS_68_115_t600"
TRUE	"m"	"TS_68_115_t600"	60	"TS_69_116_t660"
TRUE	"m"	"TS_69_116_t660"	60	"TS_70_117_t720"
TRUE	"l"	"TS_70_117_t720"	240	"TS_71_118_t960"
TRUE	"f"	NA	0	"TS_72_119_t300"
TRUE	"m"	"TS_72_119_t300"	60	"TS_73_120_t360"
TRUE	"m"	"TS_73_120_t360"	60	"TS_74_121_t420"
TRUE	"m"	"TS_74_121_t420"	60	"TS_75_122_t480"
TRUE	"m"	"TS_75_122_t480"	60	"TS_76_123_t540"
TRUE	"m"	"TS_76_123_t540"	60	"TS_77_124_t600"
TRUE	"m"	"TS_77_124_t600"	60	"TS_78_125_t660"
TRUE	"m"	"TS_78_125_t660"	60	"TS_79_126_t720"
TRUE	"l"	"TS_79_126_t720"	240	"TS_80_127_t960"
TRUE	"f"	NA	0	"TS_81_128_t60"
TRUE	"l"	"TS_81_128_t60"	60	"TS_82_129_t120"
TRUE	"f"	NA	0	"TS_83_130_t60"
TRUE	"l"	"TS_83_130_t60"	60	"TS_84_131_t120"
TRUE	"f"	NA	0	"TS_85_132_t60"
TRUE	"l"	"TS_85_132_t60"	60	"TS_86_133_t120"
TRUE	"f"	NA	0	"TS_87_134_t60"
TRUE	"l"	"TS_87_134_t60"	60	"TS_88_135_t120"
TRUE	"f"	NA	0	"TS_89_136_t60"
TRUE	"l"	"TS_89_136_t60"	60	"TS_90_137_t120"
TRUE	"f"	NA	0	"TS_91_138_t0"
TRUE	"m"	"TS_91_138_t0"	60	"TS_92_139_t60"
TRUE	"l"	"TS_92_139_t60"	60	"TS_93_140_t120"
TRUE	"f"	NA	0	"TS_94_141_t0"
TRUE	"m"	"TS_94_141_t0"	60	"TS_95_142_t60"
TRUE	"m"	"TS_95_142_t60"	60	"TS_96_143_t120"
TRUE	"m"	"TS_96_143_t120"	60	"TS_97_144_t180"
TRUE	"l"	"TS_97_144_t180"	60	"TS_98_145_t240"
TRUE	"f"	NA	0	"TS_99_146_t60"
TRUE	"m"	"TS_99_146_t60"	60	"TS_100_147_t120"
TRUE	"m"	"TS_100_147_t120"	60	"TS_101_148_t180"
TRUE	"l"	"TS_101_148_t180"	60	"TS_102_149_t240"
TRUE	"f"	NA	0	"TS_103_150_t60"
TRUE	"m"	"TS_103_150_t60"	60	"TS_104_151_t120"
TRUE	"m"	"TS_104_151_t120"	60	"TS_105_152_t180"
TRUE	"l"	"TS_105_152_t180"	60	"TS_106_153_t240"
TRUE	"f"	NA	0	"TS_107_154_t48"
TRUE	"l"	"TS_107_154_t48"	72	"TS_108_155_t120"
TRUE	"f"	NA	0	"TS_109_156_t0"
TRUE	"m"	"TS_109_156_t0"	24	"TS_110_157_t24"
TRUE	"m"	"TS_110_157_t24"	24	"TS_111_158_t48"
TRUE	"m"	"TS_111_158_t48"	24	"TS_112_159_t72"
TRUE	"m"	"TS_112_159_t72"	24	"TS_113_160_t96"
TRUE	"l"	"TS_113_160_t96"	24	"TS_114_161_t120"
TRUE	"f"	NA	0	"TS_115_162_t0"
TRUE	"m"	"TS_115_162_t0"	60	"TS_116_163_t60"
TRUE	"m"	"TS_116_163_t60"	60	"TS_117_164_t120"
TRUE	"l"	"TS_117_164_t120"	120	"TS_118_165_t240"
TRUE	"f"	NA	0	"TS_119_166_t60"
TRUE	"m"	"TS_119_166_t60"	60	"TS_120_167_t120"
TRUE	"l"	"TS_120_167_t120"	120	"TS_121_168_t240"
TRUE	"f"	NA	0	"TS_122_169_t840"
TRUE	"m"	"TS_122_169_t840"	960	"TS_123_170_t1800"
TRUE	"l"	"TS_123_170_t1800"	1080	"TS_124_171_t2880"
TRUE	"f"	NA	0	"TS_125_172_t840"
TRUE	"m"	"TS_125_172_t840"	960	"TS_126_173_t1800"
TRUE	"l"	"TS_126_173_t1800"	1080	"TS_127_174_t2880"
TRUE	"f"	NA	0	"TS_128_175_t0"
TRUE	"m"	"TS_128_175_t0"	120	"TS_129_176_t120"
TRUE	"l"	"TS_129_176_t120"	360	"TS_130_177_t480"
TRUE	"f"	NA	0	"TS_131_178_t0"
TRUE	"m"	"TS_131_178_t0"	120	"TS_132_179_t120"
TRUE	"l"	"TS_132_179_t120"	360	"TS_133_180_t480"
TRUE	"f"	NA	0	"TS_134_181_t120"
TRUE	"l"	"TS_134_181_t120"	360	"TS_135_182_t480"
TRUE	"f"	NA	0	"TS_136_183_t120"
TRUE	"l"	"TS_136_183_t120"	360	"TS_137_184_t480"
TRUE	"f"	NA	0	"TS_138_185_t0"
TRUE	"m"	"TS_138_185_t0"	60	"TS_139_186_t60"
TRUE	"l"	"TS_139_186_t60"	60	"TS_140_187_t120"
TRUE	"f"	NA	0	"TS_141_188_t60"
TRUE	"l"	"TS_141_188_t60"	60	"TS_142_189_t120"
TRUE	"f"	NA	0	"TS_143_190_t60"
TRUE	"l"	"TS_143_190_t60"	60	"TS_144_191_t120"
TRUE	"f"	NA	0	"TS_145_192_t60"
TRUE	"l"	"TS_145_192_t60"	60	"TS_146_193_t120"
TRUE	"f"	NA	0	"TS_147_194_t60"
TRUE	"l"	"TS_147_194_t60"	60	"TS_148_195_t120"
TRUE	"f"	NA	0	"TS_149_196_t0"
TRUE	"m"	"TS_149_196_t0"	720	"TS_150_197_t720"
TRUE	"m"	"TS_150_197_t720"	120	"TS_151_198_t840"
TRUE	"l"	"TS_151_198_t840"	120	"TS_152_199_t960"
TRUE	"f"	NA	0	"TS_153_200_t0"
TRUE	"m"	"TS_153_200_t0"	120	"TS_154_201_t120"
TRUE	"m"	"TS_154_201_t120"	120	"TS_155_202_t240"
TRUE	"m"	"TS_155_202_t240"	120	"TS_156_203_t360"
TRUE	"m"	"TS_156_203_t360"	360	"TS_157_204_t720"
TRUE	"m"	"TS_157_204_t720"	120	"TS_158_205_t840"
TRUE	"l"	"TS_158_205_t840"	120	"TS_159_206_t960"
TRUE	"f"	NA	0	"TS_160_207_t0"
TRUE	"m"	"TS_160_207_t0"	60	"TS_161_208_t60"
TRUE	"l"	"TS_161_208_t60"	60	"TS_162_209_t120"
TRUE	"f"	NA	0	"TS_163_210_t60"
TRUE	"l"	"TS_163_210_t60"	60	"TS_164_211_t120"
TRUE	"f"	NA	0	"TS_165_212_t60"
TRUE	"l"	"TS_165_212_t60"	60	"TS_166_213_t120"
TRUE	"f"	NA	0	"TS_167_214_t0"
TRUE	"m"	"TS_167_214_t0"	10	"TS_168_215_t10"
TRUE	"m"	"TS_168_215_t10"	30	"TS_169_216_t40"
TRUE	"l"	"TS_169_216_t40"	40	"TS_170_217_t80"
TRUE	"f"	NA	0	"TS_171_218_t0"
TRUE	"m"	"TS_171_218_t0"	10	"TS_172_219_t10"
TRUE	"m"	"TS_172_219_t10"	30	"TS_173_220_t40"
TRUE	"l"	"TS_173_220_t40"	40	"TS_174_221_t80"
TRUE	"f"	NA	0	"TS_175_222_t0"
TRUE	"m"	"TS_175_222_t0"	10	"TS_176_223_t10"
TRUE	"m"	"TS_176_223_t10"	30	"TS_177_224_t40"
TRUE	"l"	"TS_177_224_t40"	40	"TS_178_225_t80"
TRUE	"f"	NA	0	"TS_179_226_t0"
TRUE	"m"	"TS_179_226_t0"	10	"TS_180_227_t10"
TRUE	"m"	"TS_180_227_t10"	30	"TS_181_228_t40"
TRUE	"l"	"TS_181_228_t40"	40	"TS_182_229_t80"
TRUE	"f"	NA	0	"TS_183_230_t0"
TRUE	"m"	"TS_183_230_t0"	120	"TS_184_231_t120"
TRUE	"l"	"TS_184_231_t120"	360	"TS_185_232_t480"
TRUE	"f"	NA	0	"TS_186_233_t120"
TRUE	"l"	"TS_186_233_t120"	360	"TS_187_234_t480"
TRUE	"f"	NA	0	"TS_188_235_t0"
TRUE	"m"	"TS_188_235_t0"	120	"TS_189_236_t120"
TRUE	"l"	"TS_189_236_t120"	360	"TS_190_237_t480"
TRUE	"f"	NA	0	"TS_191_238_t120"
TRUE	"l"	"TS_191_238_t120"	360	"TS_192_239_t480"
TRUE	"f"	NA	0	"TS_193_240_t120"
TRUE	"l"	"TS_193_240_t120"	240	"TS_194_241_t360"
TRUE	"f"	NA	0	"TS_195_242_t0"
TRUE	"m"	"TS_195_242_t0"	120	"TS_196_243_t120"
TRUE	"l"	"TS_196_243_t120"	240	"TS_197_244_t360"
TRUE	"f"	NA	0	"TS_198_245_t0"
TRUE	"m"	"TS_198_245_t0"	120	"TS_199_246_t120"
TRUE	"l"	"TS_199_246_t120"	240	"TS_200_247_t360"
TRUE	"f"	NA	0	"TS_201_248_t0"
TRUE	"m"	"TS_201_248_t0"	60	"TS_202_249_t60"
TRUE	"m"	"TS_202_249_t60"	60	"TS_203_250_t120"
TRUE	"l"	"TS_203_250_t120"	120	"TS_204_251_t240"
TRUE	"f"	NA	0	"TS_205_252_t0"
TRUE	"m"	"TS_205_252_t0"	60	"TS_206_253_t60"
TRUE	"m"	"TS_206_253_t60"	60	"TS_207_254_t120"
TRUE	"l"	"TS_207_254_t120"	120	"TS_208_255_t240"
TRUE	"f"	NA	0	"TS_209_256_t60"
TRUE	"m"	"TS_209_256_t60"	60	"TS_210_257_t120"
TRUE	"l"	"TS_210_257_t120"	120	"TS_211_258_t240"
TRUE	"f"	NA	0	"TS_212_259_t60"
TRUE	"m"	"TS_212_259_t60"	60	"TS_213_260_t120"
TRUE	"l"	"TS_213_260_t120"	120	"TS_214_261_t240"
TRUE	"f"	NA	0	"TS_215_262_t60"
TRUE	"m"	"TS_215_262_t60"	60	"TS_216_263_t120"
TRUE	"l"	"TS_216_263_t120"	120	"TS_217_264_t240"
TRUE	"f"	NA	0	"TS_218_265_t60"
TRUE	"m"	"TS_218_265_t60"	60	"TS_219_266_t120"
TRUE	"l"	"TS_219_266_t120"	120	"TS_220_267_t240"
TRUE	"f"	NA	0	"TS_221_268_t0"
TRUE	"m"	"TS_221_268_t0"	20	"TS_222_269_t20"
TRUE	"m"	"TS_222_269_t20"	0	"TS_223_270_t20"
TRUE	"m"	"TS_223_270_t20"	0	"TS_224_271_t20"
TRUE	"m"	"TS_224_271_t20"	0	"TS_225_272_t20"
TRUE	"m"	"TS_225_272_t20"	0	"TS_226_273_t20"
TRUE	"m"	"TS_226_273_t20"	0	"TS_227_274_t20"
TRUE	"l"	"TS_227_274_t20"	0	"TS_228_275_t20"
TRUE	"f"	NA	0	"TS_229_276_t0"
TRUE	"m"	"TS_229_276_t0"	120	"TS_230_277_t120"
TRUE	"m"	"TS_230_277_t120"	100	"TS_231_278_t220"
TRUE	"l"	"TS_231_278_t220"	140	"TS_232_279_t360"
TRUE	"f"	NA	0	"TS_233_280_t0"
TRUE	"m"	"TS_233_280_t0"	120	"TS_234_281_t120"
TRUE	"m"	"TS_234_281_t120"	100	"TS_235_282_t220"
TRUE	"l"	"TS_235_282_t220"	140	"TS_236_283_t360"
TRUE	"f"	NA	0	"TS_237_284_t0"
TRUE	"m"	"TS_237_284_t0"	120	"TS_238_285_t120"
TRUE	"m"	"TS_238_285_t120"	100	"TS_239_286_t220"
TRUE	"l"	"TS_239_286_t220"	140	"TS_240_287_t360"
TRUE	"f"	NA	0	"TS_241_395_t480"
TRUE	"m"	"TS_241_395_t480"	1320	"TS_242_396_t1800"
TRUE	"l"	"TS_242_396_t1800"	1080	"TS_243_397_t2880"
TRUE	"f"	NA	0	"TS_244_398_t480"
TRUE	"m"	"TS_244_398_t480"	1320	"TS_245_399_t1800"
TRUE	"l"	"TS_245_399_t1800"	1080	"TS_246_400_t2880"
TRUE	"f"	NA	0	"TS_247_401_t180"
TRUE	"m"	"TS_247_401_t180"	90	"TS_248_402_t270"
TRUE	"m"	"TS_248_402_t270"	390	"TS_249_403_t660"
TRUE	"m"	"TS_249_403_t660"	300	"TS_250_404_t960"
TRUE	"l"	"TS_250_404_t960"	480	"TS_251_405_t1440"
TRUE	"f"	NA	0	"TS_252_406_t0"
TRUE	"m"	"TS_252_406_t0"	480	"TS_253_407_t480"
TRUE	"l"	"TS_253_407_t480"	480	"TS_254_408_t960"
TRUE	"f"	NA	0	"TS_255_409_t180"
TRUE	"m"	"TS_255_409_t180"	120	"TS_256_410_t300"
TRUE	"m"	"TS_256_410_t300"	180	"TS_257_411_t480"
TRUE	"l"	"TS_257_411_t480"	240	"TS_258_412_t720"
TRUE	"f"	NA	0	"TS_259_413_t180"
TRUE	"m"	"TS_259_413_t180"	120	"TS_260_414_t300"
TRUE	"m"	"TS_260_414_t300"	180	"TS_261_415_t480"
TRUE	"l"	"TS_261_415_t480"	240	"TS_262_416_t720"
TRUE	"f"	NA	0	"TS_263_440_t0"
TRUE	"m"	"TS_263_440_t0"	60	"TS_264_441_t60"
TRUE	"m"	"TS_264_441_t60"	60	"TS_265_442_t120"
TRUE	"m"	"TS_265_442_t120"	120	"TS_266_443_t240"
TRUE	"l"	"TS_266_443_t240"	120	"TS_267_444_t360"
TRUE	"f"	NA	0	"TS_268_445_t0"
TRUE	"m"	"TS_268_445_t0"	60	"TS_269_446_t60"
TRUE	"m"	"TS_269_446_t60"	60	"TS_270_447_t120"
TRUE	"m"	"TS_270_447_t120"	120	"TS_271_448_t240"
TRUE	"l"	"TS_271_448_t240"	120	"TS_272_449_t360"
TRUE	"f"	NA	0	"TS_273_450_t0"
TRUE	"m"	"TS_273_450_t0"	60	"TS_274_451_t60"
TRUE	"m"	"TS_274_451_t60"	60	"TS_275_452_t120"
TRUE	"m"	"TS_275_452_t120"	120	"TS_276_453_t240"
TRUE	"l"	"TS_276_453_t240"	120	"TS_277_454_t360"
TRUE	"f"	NA	0	"TS_278_455_t0"
TRUE	"m"	"TS_278_455_t0"	60	"TS_279_456_t60"
TRUE	"m"	"TS_279_456_t60"	60	"TS_280_457_t120"
TRUE	"m"	"TS_280_457_t120"	120	"TS_281_458_t240"
TRUE	"l"	"TS_281_458_t240"	120	"TS_282_459_t360"
TRUE	"f"	NA	0	"TS_283_460_t0"
TRUE	"m"	"TS_283_460_t0"	60	"TS_284_461_t60"
TRUE	"m"	"TS_284_461_t60"	60	"TS_285_462_t120"
TRUE	"m"	"TS_285_462_t120"	120	"TS_286_463_t240"
TRUE	"l"	"TS_286_463_t240"	120	"TS_287_464_t360"
TRUE	"f"	NA	0	"TS_288_465_t0"
TRUE	"m"	"TS_288_465_t0"	60	"TS_289_466_t60"
TRUE	"m"	"TS_289_466_t60"	60	"TS_290_467_t120"
TRUE	"m"	"TS_290_467_t120"	120	"TS_291_468_t240"
TRUE	"l"	"TS_291_468_t240"	120	"TS_292_469_t360"
TRUE	"f"	NA	0	"TS_293_470_t0"
TRUE	"m"	"TS_293_470_t0"	60	"TS_294_471_t60"
TRUE	"m"	"TS_294_471_t60"	60	"TS_295_472_t120"
TRUE	"l"	"TS_295_472_t120"	60	"TS_296_473_t180"
TRUE	"f"	NA	0	"TS_297_474_t0"
TRUE	"m"	"TS_297_474_t0"	60	"TS_298_475_t60"
TRUE	"m"	"TS_298_475_t60"	60	"TS_299_476_t120"
TRUE	"l"	"TS_299_476_t120"	60	"TS_300_477_t180"
TRUE	"f"	NA	0	"TS_301_478_t0"
TRUE	"m"	"TS_301_478_t0"	40	"TS_302_479_t40"
