"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"11"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9908	4888	9962	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9787	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"12"	4888	4888	4888	4888	4888	4888	4888	4888	4888	9827	9821	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9808	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"13"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9968	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9784	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"14"	4888	4888	4888	4888	4888	4888	4888	4888	4888	9934	4888	4888	4888	4888	9960	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9816	4888	4888	4888	4888	4888	4888	4888	4888	4888
"15"	4888	4888	4888	4888	9950	9988	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"16"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9871	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9946	4888	4888	4888	4888	4888	4888	4888	4888	4888	9888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"17"	4888	4888	4888	4888	9822	4888	4888	4888	4888	4888	4888	4888	4888	9922	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9892	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"18"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9984	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"19"	4888	4888	4888	4888	4888	4888	4888	4888	9949	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9971	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"20"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9996	4888	4888	9815	4888	9805	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"21"	4888	4888	4888	4888	9860	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9940	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9857	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"22"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9966	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9903	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"23"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9980	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9921	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"24"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9796	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9910	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"25"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9915	4888	4888	4888	4888	4888	4888	4888	9813	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"26"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9969	4888	4888	4888	4888	4888	4888	4888	9823	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"27"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9965	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"28"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9781	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9883	4888	4888	4888	9876	9854	4888	4888	4888	4888	4888
"29"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9972	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9865	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9792	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"30"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9782	4888	4888	4888	4888	9943	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"31"	4888	4888	4888	4888	4888	4888	4888	4888	4888	9801	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9814	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9834	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9780	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"32"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9835	9862	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"33"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9842	4888	9864	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"34"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9959	4888	4888	4888	9878	4888	9858	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9798	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"35"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9902	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"36"	4888	4888	4888	4888	9866	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9958	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9881	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"37"	4888	4888	4888	4888	4888	4888	4888	4888	4888	9899	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9956	4888	4888	4888	4888	4888	4888	4888	4888	4888	9973	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9824	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"38"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9897	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9797	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9947	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"39"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9870	4888	4888	4888	4888	9930	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"40"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"41"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9945	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9890	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
"42"	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9840	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	9911	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888	4888
