YBL103C	YDR522C	+
YOR032C	YDR522C	+
YDR310C	YDR522C	+
YPL038W	YDR522C	-
YJL089W	YDR522C	+
YIL101C	YDR317W	+
YJL089W	YDR317W	+
YDR081C	YDR317W	+
YBR083W	YDR317W	-
YPR199C	YDR317W	+
YBL103C	YDR317W	-
YFL021W	YDR317W	+
YMR164C	YDR317W	-
YGL209W	YDR317W	+
YPL248C	YCR105W	-
YIL101C	YCR105W	-
YJL110C	YCR105W	+
YGR249W	YCR105W	+
YDL170W	YCR105W	+
YBL103C	YCR105W	+
YCR106W	YCR105W	+
YBR297W	YCR105W	+
YKR034W	YCR105W	-
YMR164C	YCR105W	-
YPL248C	YNL339C	+
YJL056C	YNL339C	+
YOL089C	YNL339C	-
YBR182C	YNL339C	-
YKR034W	YNL339C	-
YLR013W	YNL339C	+
YLR451W	YNL339C	-
YML113W	YNL339C	-
YJL110C	YNL339C	-
YIL101C	YNL339C	-
YDL170W	YNL339C	+
YOL067C	YLR397C	-
YKR099W	YLR397C	-
YMR070W	YLR397C	-
YBL103C	YLR397C	-
YMR021C	YLR397C	+
YLR131C	YLR397C	+
YPL248C	YLR397C	+
YPR199C	YLR397C	+
YBR297W	YLR397C	+
YKR034W	YCR041W	+
YLR098C	YCR041W	+
YJL110C	YCR041W	-
YLR013W	YCR041W	-
YHR006W	YCR041W	+
YPR199C	YCR041W	-
YDL170W	YCR041W	+
YJL056C	YCR041W	-
YGL035C	YDR040C	+
YGL209W	YDR040C	-
YNL027W	YDR040C	-
YER040W	YDR040C	-
YJL110C	YDR040C	-
YKL020C	YDR040C	-
YBL103C	YDR040C	+
YNL167C	YDR040C	+
YFL021W	YDR040C	+
YHL027W	YJR011C	+
YKL020C	YJR011C	+
YML113W	YJR011C	-
YDL106C	YJR011C	-
YFL021W	YJR011C	-
YOL089C	YJR011C	+
YBL103C	YJR011C	+
YOL067C	YJR011C	-
YDR463W	YJR011C	+
